Image	Name	Missing	Centroid.X.um	Centroid.Y.um
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	E-5	FALSE	14058.4	12984.7
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	E-4	FALSE	15656.5	13084.5
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	E-3	FALSE	17204.7	12984.7
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	E-2	FALSE	18702.9	13109.5
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	E-1	FALSE	20276	12984.7
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-13	FALSE	1573.1	14457.9
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-12	FALSE	3126.7	14364.6
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-11	FALSE	4720.6	14473.1
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-10	FALSE	6217.7	14507.9
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-9	FALSE	7865.7	14807.5
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-8	FALSE	9264.1	14532.8
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-7	FALSE	10812.2	14657.7
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-6	FALSE	12427.8	14592.8
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-5	FALSE	14008.4	14682.6
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-4	FALSE	15569.7	14593.7
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-3	FALSE	17129.8	14707.6
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-2	FALSE	18660.7	14564.6
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	D-1	FALSE	20251.1	14482.9
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-13	FALSE	1698	15881.2
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-12	FALSE	3321.1	16056
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-11	FALSE	4744.4	15956.1
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-10	FALSE	6267.6	16106
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-9	FALSE	7790.8	16106
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-8	FALSE	9314	16230.8
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-7	FALSE	10837.2	16130.9
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-6	FALSE	12460.3	16230.8
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-5	FALSE	14033.4	16205.8
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-4	FALSE	15606.6	16280.8
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-3	FALSE	17118.1	16152.6
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-2	FALSE	18677.9	16205.8
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	C-1	FALSE	20201.1	15956.1
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-12	FALSE	3171.3	17479.3
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-11	FALSE	4719.4	17429.4
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-10	FALSE	6217.7	17654.1
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-9	FALSE	7778.2	17772.5
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-7	FALSE	10733.3	17766.8
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-6	FALSE	12188.8	17622.5
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-5	FALSE	13963.5	17867
TMA_1042_321_Her2Neu_4B_-_2016-10-25_12.05.27.ndpi	B-4	FALSE	15527	17702
