Image	Name	Missing	Centroid.X.um	Centroid.Y.um
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-13	FALSE	2503.4	1861.4
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-12	FALSE	4076	1662.2
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-11	FALSE	5567.2	1606.8
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-10	FALSE	7016.7	1648.1
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-9	FALSE	8415.1	1623.1
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-8	FALSE	9958.9	1661.9
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-7	FALSE	11467.4	1586.2
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-6	FALSE	12859.8	1747.9
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-4	FALSE	15823.8	2000
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-3	FALSE	17254.6	2147.5
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-2	FALSE	18702.9	2272.3
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-1	FALSE	20201.1	2422.1
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-13	FALSE	2598.3	3397.5
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-12	FALSE	4068.1	3397.5
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-11	FALSE	5565.8	3234.4
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-10	FALSE	6991.7	3221.2
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-9	FALSE	8396	3221.2
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-8	FALSE	9838.4	3221.2
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-7	FALSE	11261.7	3196.2
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-6	FALSE	12759.9	3371
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-5	FALSE	14208.2	3296.1
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-4	FALSE	15656.5	3670.7
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-3	FALSE	17104.8	3620.7
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-2	FALSE	18628	3920.4
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-1	FALSE	20126.2	3895.4
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-13	FALSE	2697.5	4906.3
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-12	FALSE	4167.2	4906.3
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-11	FALSE	5627.5	4820.8
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-10	FALSE	7091.6	4719.4
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-9	FALSE	8465	4794.3
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-8	FALSE	10013.2	4944.2
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-6	FALSE	12685	4894.2
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-5	FALSE	14108.3	5119
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-4	FALSE	15581.6	5243.8
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-3	FALSE	17029.9	5318.7
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-2	FALSE	18528.1	5343.7
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-1	FALSE	20051.3	5493.5
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	I-13	FALSE	2042.3	6889.6
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	I-12	FALSE	3563.5	6812.4
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	I-11	FALSE	5029.9	6704.7
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	I-10	FALSE	6467.4	6717.1
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	I-9	FALSE	7990.6	6722.8
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	I-8	FALSE	9538.7	6717.1
