Image	Name	Missing	Centroid.X.um	Centroid.Y.um
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-13	FALSE	1498.2	2072.6
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-10	FALSE	5978.6	1797.9
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-9	FALSE	7466.2	1698
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-8	FALSE	9071	1679.8
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-6	FALSE	12110.7	1573.1
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-4	FALSE	15189.3	1567.3
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-3	FALSE	16724.1	1582.1
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-2	FALSE	18174	1534.9
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	L-1	FALSE	19761.8	1606.9
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-13	FALSE	1498.2	3470.9
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-8	FALSE	9089.3	3296.1
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-7	FALSE	10712.3	3096.3
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-6	FALSE	12110.7	3196.2
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-5	FALSE	13632.3	3043.5
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-4	FALSE	15207	3196.2
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-3	FALSE	16705.3	3071.4
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-2	FALSE	18253.9	3250.6
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	K-1	FALSE	19776.6	3096.3
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-13	FALSE	1388.9	4990
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-12	FALSE	2896.6	4919.2
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-11	FALSE	4494.7	4844.3
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-10	FALSE	6067.8	4744.4
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-9	FALSE	7516.1	4794.3
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-8	FALSE	9092.6	4766.6
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-7	FALSE	10637.4	4819.3
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-4	FALSE	15182.1	4694.5
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-3	FALSE	16730.2	4719.4
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	J-1	FALSE	19876.5	4694.5
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	I-13	FALSE	1393.9	6531.7
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	I-12	FALSE	3071.4	6542.3
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	I-11	FALSE	4561.6	6370.1
TMA_1042_55_P63_-_2016-10-25_12.03.37.ndpi	I-10	FALSE	6067.8	6317.5
