,TMA.core,Density of nucleus_mean,Density of nucleus_max,Density of nucleus_min,Density of nucleus_CoV,Density of clusters,Number of triangles,Perimeter of triangle_mean,Perimeter of triangle_max,Perimeter of triangle_min,Perimeter of triangle_CoV,Area of triangle_mean,Area of triangle_max,Area of triangle_min,Area of triangle_CoV,COrE_corrln_mean,COrE_IDM_mean,COrE_dissimilarity_mean,COrE_entropy_mean,COrE_energy_mean,COrE_diffEntropy_mean,COrE_contrast_mean,COrE_diffVariance_mean,COrE_Homogeneity1_mean,COrE_Homogeneity2_mean,COrE_SumAverage_mean,COrE_SumEntropy_mean,COrE_SumVariance_mean,COrE_corrln_max,COrE_IDM_max,COrE_dissimilarity_max,COrE_entropy_max,COrE_energy_max,COrE_diffEntropy_max,COrE_contrast_max,COrE_diffVariance_max,COrE_Homogeneity1_max,COrE_Homogeneity2_max,COrE_SumAverage_max,COrE_SumEntropy_max,COrE_SumVariance_max,COrE_corrln_min,COrE_IDM_min,COrE_dissimilarity_min,COrE_entropy_min,COrE_energy_min,COrE_diffEntropy_min,COrE_contrast_min,COrE_diffVariance_min,COrE_Homogeneity1_min,COrE_Homogeneity2_min,COrE_SumAverage_min,COrE_SumEntropy_min,COrE_SumVariance_min
11,H-7,0.0116074896830381,0.0247170728320489,0.0116074896830381,0.893732838393003,1403.51665130143,8352,51.4815884673851,771.572293091455,11.4392662971889,0.767044762709938,124.742561063218,14759.7250000001,3.12499999998823,2.81109623712087,-0.0312128118711182,0.000234788247511139,4.75149917942563,5.04121823882684,0.0949123549803323,2.53276826170683,37.8409234597342,0.00260763443103026,-0.00619573185137216,0.173040723374769,13.6001824915328,3.10345915787015,145.948849930889,-0.0286711965999138,0.000498968797817843,5.22659401904921,5.30298054094271,0.125684378511776,2.62641857687287,44.1471946096577,0.00427329233362463,-0.00443381979376964,0.201242792859385,14.3790832279955,3.20626036518223,164.56882911165,-0.0354983602929808,0,3.60846782645148,4.53290167498686,0.0788875530754291,2.29695757793075,22.8687207433801,0.00197986846432238,-0.00907893068407344,0.152577296613422,12.8234472158178,2.8532164814435,120.930188321686
12,B-4,0.0232144715025144,0.0371621621621622,0.0232144715025144,0.851633417105861,1443.56368382488,6794,51.3048970371126,601.985329231227,8.82351745931147,0.560752347306194,116.381075949367,1864.105,2.00999999999961,1.07569157713352,-0.0357412346224966,0.000135412028387116,4.23598119176696,4.8392136754791,0.104700730296459,2.39603789651028,30.2020456663473,0.00337359299057589,-0.00871953875888441,0.196657327317265,13.5100569279276,2.98141089194689,140.178715157881,-0.0238280555450666,0.000406236085161347,5.17698293843403,5.36427604288086,0.136595905110451,2.6189629639359,43.3630616729539,0.00484020241542358,-0.00436581847708756,0.23699577520199,15.0822467256101,3.21997995420447,182.058014765279,-0.0461436011816606,0,3.47498594716133,4.29531803740759,0.0794101758405139,2.23054184666272,22.4969083754918,0.00200570294662932,-0.0133679642786474,0.152306912252044,12.1225407532322,2.77177627567133,108.317789072427
13,F-1,0.0301081109424343,0.0614754098360656,0.0301081109424343,0.566208995653154,1579.13368909716,6779,56.6795880312276,1035.12674149491,10.9181877984009,0.917569625375265,145.10355067119,12602.94,1.11499999999867,2.47360528871571,-0.0446072864508372,0.000748366912751841,5.12721584815632,4.92975822131827,0.100735849161332,2.56538443114805,43.7998214980545,0.00236752159515921,-0.00928132696873535,0.208111408351162,14.4279250771629,3.1218669216741,170.479342299592,-0.0214806915139804,0.00741289844329133,7.02149740548555,5.37155044760125,0.148789087434202,2.81091875748662,80.3973313565604,0.00392128851354494,-0.00512900263228573,0.265083622508099,19.2447058823529,3.35790474142681,305.770569522474,-0.0834514901803211,0,3.78973407544836,4.11968390775603,0.0771822092557963,2.29239525872129,22.5936920222635,0.000984808373639697,-0.0175308791602859,0.162162746432434,11.9921011058452,2.85082312199504,112.923937493638
14,B-2,0.0379763126047096,0.0645161290322581,0.0379763126047096,0.639283557282241,1271.55185438561,9782,43.3602735497794,1124.35328364837,8.09369690408137,0.934886634565453,98.0721084645267,11359.1249999999,1.2449999999992,2.47691022092795,-0.0498527545601072,0.000134851560350576,5.10761412511633,4.81498264268323,0.107541962763859,2.53592511128268,43.7817283524448,0.00264234261180179,-0.0104262676198301,0.215811375933217,13.6788433511265,3.07285332831268,154.750107643064,-0.0265693059995462,0.000869565217391304,5.90919674039581,5.35527054509021,0.166911670655682,2.68867792445033,63.2176949941793,0.00474476115144417,-0.00446254148333128,0.268307986227367,16.7373913043478,3.24719481362402,228.095066688385,-0.0807291451878351,0,3.61081766321572,3.99046376371695,0.0815128032625656,2.25103603097385,23.6585675047539,0.00149852738174361,-0.0185489638021269,0.15384081775414,11.3251396648045,2.79644551737287,98.121423837135
15,C-5,0.00579252059359658,0.0112291350531108,0.00579252059359658,1.32732094393208,1531.56399675604,14227,36.274018137432,708.308636405905,8.91069261849132,0.789905298743256,61.7540412595769,5669.22000000006,0.305000000032989,2.43337628955964,-0.0289336603360305,0.000803503186116083,5.24965596304482,5.25503152062714,0.0857360837496531,2.63398025219026,45.8518014449338,0.00199719291260527,-0.00524552027307379,0.164768012702432,14.6704468891616,3.21656176450149,174.471185580564,-0.0273883249059279,0.0013428612536569,5.35581027288859,5.27880204452509,0.0883117256657713,2.65080753045624,48.7875881252698,0.00201632593212526,-0.00460676470843707,0.174359716086595,14.7784267503629,3.23096856583103,174.637955723697,-0.0304789957661332,0.000264145118575268,5.14350165320106,5.23126099672919,0.0831604418335348,2.61715297392428,42.9160147645979,0.00197805989308528,-0.0058842758377105,0.155176309318268,14.5624670279603,3.20215496317195,174.304415437432
16,A-9,0.0373989589785891,0.0824561403508772,0.0373989589785891,0.6270256973458,1188.40012649913,5547,61.1422702000382,1146.42991360931,13.4167385006412,0.702976402598193,172.882454479899,3516.9149999998,3.18000000000085,1.33478240886664,-0.0465246417105493,4.82738550885654E-05,4.96286251553776,4.85931720765229,0.105197301464383,2.54340707946198,39.9364989256591,0.00236410880310134,-0.00943017607186306,0.20924341543609,14.0925894179797,3.09452307609327,159.653481583881,-0.0198047239020383,0.000245760629147211,5.85393794749403,5.28466122073399,0.133258821954663,2.70639493360711,52.9050119331742,0.0035372490438008,-0.00571540860154991,0.254584246856952,17.1441543700341,3.28221275717446,232.487531789322,-0.0903231559817578,0,4.045611547752,4.26718984240366,0.081267632489948,2.38792777407494,28.3625242682054,0.00145508578664666,-0.0155809535293205,0.17029732138237,11.4170557876628,2.8743835258747,110.4851481657
17,B-3,0.0395241402174977,0.0914285714285714,0.0395241402174977,0.843639799529011,1103.21984229837,6104,62.513124197623,600.075241370054,13.5463083910016,0.499829145823962,166.740776539974,2458.48500000002,3.51000000086542,1.02734580824873,-0.040064710815956,0.00032289686037127,5.1357815890579,4.89968054919113,0.103366860014896,2.58981623316391,44.4017815094174,0.00233326566266832,-0.00960212500303287,0.210516119788541,15.3705947001304,3.14031231927402,191.528865458869,-0.0202614312502498,0.000929368029739777,6.048230504228,5.26552337240173,0.134743566957931,2.73607231613702,56.5217391304348,0.00399642464209367,-0.00502025196138608,0.248010261242442,17.2210144927536,3.31846439292938,245.748864450695,-0.0606091361121029,0,4.03006556852711,4.41190614145536,0.0825853114493228,2.39101371089262,30.8114505037582,0.0012961999828496,-0.0142860370180456,0.161232580661576,14.1331086773378,2.93995102456328,159.438142572286
18,C-8,0.0118405516877646,0.0231044581841848,0.0118405516877646,1.34534012878814,1670.36278402741,6845,49.9456491964266,1237.25903908272,12.9774120338405,0.801778637620238,110.08084806428,15709.755,2.22000000001266,2.86425635293761,-0.0356266752222361,0.000173776511140097,4.93651191566857,5.02621258327839,0.0928133964938034,2.57462071914235,41.171888220562,0.00238934512922987,-0.00657197663088876,0.178317462501197,13.4868510926555,3.12972409505116,145.737262877413,-0.0326890391083727,0.000347553022280193,5.20270804186345,5.21523629224124,0.100693660656463,2.62801091519211,44.4785132832293,0.00279414491908442,-0.00478132718093232,0.199518071086309,13.7549473684211,3.19216707640651,149.279422338044,-0.0385643113360995,0,4.67031578947369,4.83718887431553,0.084933132331144,2.5212305230926,37.8652631578947,0.00198454533937532,-0.0083626260808452,0.157116853916085,13.21875481689,3.06728111369581,142.195103416782
19,I-8,0.0392831747122653,0.105691056910569,0.0392831747122653,0.901446259948291,1439.44367458366,6350,60.7035937506221,732.231446690735,10.1788298919894,0.800677317717685,178.641651968504,15762.4800000001,0.340000000003989,2.80385585692645,-0.0462863413657084,0.000410039904185698,5.00477265717952,4.80073961002315,0.106237018707447,2.53946953301152,41.9471904062161,0.00256540845934618,-0.0100670010728113,0.21163452144206,14.2086685609823,3.0792086475998,163.112477492494,-0.0262800135157574,0.00163934426229508,6.48415300546448,5.3109924679262,0.139219597189017,2.78867824716751,64.527868852459,0.00560937205371562,-0.00447933495751359,0.258517053651053,16.7224043715847,3.32144601755323,237.641958806904,-0.0774086044761797,0,3.39540926808142,4.24177497008351,0.0792771879155106,2.14826601312238,23.424859246427,0.00107232382667679,-0.0154698192176566,0.153363655000724,12.5707434052758,2.70389644463155,120.860529901595
20,D-9,0.000384613031851379,0.000384613031851379,0.000384613031851379,NA,1254.87713280966,9505,48.3437569971445,1029.1528920114,12.4509868807013,0.518222730917721,98.3920889005786,5604.5299999995,0.255000000021025,1.25813741341413,-0.0177029635897153,0.000202016567341854,4.09542643085978,4.85834574980469,0.11642321116923,2.41688889763847,31.2910880707706,0.00377115439859142,-0.00674265858680386,0.179818419747069,14.5877578054635,2.98390817271507,164.851796153266,-0.0177029635897153,0.000202016567341854,4.09542643085978,4.85834574980469,0.11642321116923,2.41688889763847,31.2910880707706,0.00377115439859142,-0.00674265858680386,0.179818419747069,14.5877578054635,2.98390817271507,164.851796153266,-0.0177029635897153,0.000202016567341854,4.09542643085978,4.85834574980469,0.11642321116923,2.41688889763847,31.2910880707706,0.00377115439859142,-0.00674265858680386,0.179818419747069,14.5877578054635,2.98390817271507,164.851796153266
21,A-5,0.0307027948845575,0.0564872021182701,0.0307027948845575,0.783699378095383,1110.44223342919,6257,60.6624418558318,704.961214318597,13.120607517451,0.853922684448447,198.521094773853,13315.54,0.489999999725562,2.37716756435167,-0.0435957868049398,0.00024374349269397,4.92854467330132,4.81454560996646,0.108834514154709,2.53729568935169,40.8672004119737,0.0026272441452461,-0.00948925959165873,0.210369638219636,14.8683125078899,3.08466043210967,181.178092361443,-0.0224225252411011,0.000706214689265537,5.77042399172698,5.17945944434529,0.125241569451181,2.66435438111779,50.5875706214689,0.00367897447126336,-0.00654329878182004,0.234999721663489,17.7161016949153,3.2685141318325,257.603431484624,-0.0553216417273609,0,3.96453569762016,4.52406689951635,0.0809463864538772,2.33566624771435,26.0382641157256,0.00158873422180866,-0.0117856034136455,0.177746729701535,11.433051017287,2.88134025394245,112.663067222543
22,G-10,0.0398187016220677,0.083989501312336,0.0398187016220677,0.891983014372845,1228.27654314342,8527,50.9716943391606,698.385842524933,9.44853381813395,0.566457692480978,112.10855928228,3663.55500000014,1.73999999999067,1.21726270700087,-0.0466793052848311,0.000126571614139613,5.4493281320476,4.94161475934681,0.100206132070457,2.61521886455221,48.2922342486639,0.00215943550008974,-0.00960104942825596,0.207060690161966,14.8416681384388,3.1713931294082,180.490391253234,-0.0277028169590793,0.000506286456558451,6.32457496136012,5.42549977561499,0.14691936998807,2.7543298921478,61.2612055641422,0.00414037474221356,-0.00411061411544009,0.258424016448546,15.4101184068891,3.32207438567214,193.475739721965,-0.0566721471902349,0,4.2518837459634,4.14347103167719,0.0754800284088736,2.39200212766991,34.805166846071,0.00122341901518199,-0.0165430827640574,0.148661359878808,14.2033186305398,2.89800707976184,164.271696353653
23,E-8,0.00662107075110675,0.0202128803354478,0.00662107075110675,1.37992676719819,1073.00471656119,9167,51.6014548040085,1414.9846695598,11.224518953082,0.655225470209932,114.942653539871,3349.68499999996,0.099999999995419,1.15433474880441,-0.0285294904204901,9.70765757370163E-05,4.70100277887462,5.04790859054025,0.0965951017938949,2.52643094727991,36.5698170735691,0.00257583802591472,-0.00607145406328897,0.172865187871129,14.9291063464091,3.10780291625351,174.495250854764,-0.0206892942526996,0.000163144637608794,5.29331181142458,5.2508006563642,0.106696871524416,2.63040471989772,43.8425209307154,0.00292013932721073,-0.00481308332619543,0.195086695965992,15.4916858032031,3.21987374238059,191.697765238581,-0.0404115417608474,0,4.41809803100125,4.78599099757514,0.0829444801779962,2.48194288619054,32.948505082804,0.00180721439931556,-0.00807467375574846,0.158162279458121,14.2088694715423,3.05377314979557,155.490986256161
24,L-10,0.0376386855697946,0.0741258741258741,0.0376386855697946,0.848386520497346,1191.43924685013,57793,19.2065185631016,1091.18048748833,7.95629575603585,0.96674219268892,18.8807840049833,20173.9650000004,0.530000000009936,7.2766531323526,-0.0502020149747303,9.13065185060417E-05,5.15057930311462,4.8780693494313,0.109820133216141,2.54880256907654,43.4664024169133,0.00238546661944324,-0.00900779660554728,0.201033535886615,14.744700157164,3.0976641040872,176.098675615229,-0.022342381077952,0.000365226074024167,5.55418057008223,5.56628220417369,0.13159737627104,2.67454794621251,50.1127413127413,0.00347036572468264,-0.00373455410044808,0.234815085648444,16.1613022761977,3.28791206783015,211.828524829553,-0.0786505303857432,0,4.1056486313284,4.51817964315426,0.0706964550082681,2.41818808112805,29.4576581525222,0.00163439679679631,-0.0124290125953081,0.143565656141218,12.9335907335907,3.00348122807415,140.84313004574
25,C-6,0.000320053750451758,0.000320053750451758,0.000320053750451758,NA,935.216572574912,12282,47.9686606705112,595.779845924599,10.0215812694468,0.476027953850014,99.1593771372741,2506.46500000001,0.524999999995261,0.964423176771623,-0.0196454890886998,0.000107192093790818,4.37843066992451,5.05939750570041,0.099056750786437,2.47903563367162,33.0061725568641,0.00300065596238433,-0.00561742828794078,0.16762617723071,14.3502547080137,3.06601492667757,159.068381476637,-0.0196454890886998,0.000107192093790818,4.37843066992451,5.05939750570041,0.099056750786437,2.47903563367162,33.0061725568641,0.00300065596238433,-0.00561742828794078,0.16762617723071,14.3502547080137,3.06601492667757,159.068381476637,-0.0196454890886998,0.000107192093790818,4.37843066992451,5.05939750570041,0.099056750786437,2.47903563367162,33.0061725568641,0.00300065596238433,-0.00561742828794078,0.16762617723071,14.3502547080137,3.06601492667757,159.068381476637
26,J-5,0.039899005924504,0.0602409638554217,0.039899005924504,0.60478290487614,1120.09396030376,6196,59.1183231145972,528.900467785605,13.7348036518078,0.673907733533857,174.429486765655,5262.67000000004,1.42000000005411,1.60280669876991,-0.0577283495151554,1.51677117220043E-05,4.33260372325202,4.265053095809,0.145900130957609,2.29801931257181,33.3687543182931,0.00438034384381079,-0.0143099596262222,0.235161367895035,13.9642426022812,2.80340377984976,157.179688025345,-0.0398744954472018,7.58385586100216E-05,6.10201660735469,4.89096324383122,0.231889789178587,2.70278704923786,54.7663107947805,0.00863287485764808,-0.00644303558196052,0.268088003726801,16.2728351126928,3.24554369909433,217.716546870285,-0.0811817138994042,0,2.96597014925373,3.13803395335851,0.0939977951869871,1.7825496357311,14.9492537313433,0.00132870020739382,-0.0234888421413961,0.176252963859768,12.3008611293318,2.16830483988489,107.283841292318
27,F-10,0.0385813368903911,0.0604444444444444,0.0385813368903911,0.42164684977815,1111.61649377858,2878,85.621869008917,621.322366041036,15.8646642947408,0.736639767080024,356.493068102849,17015.9549999998,2.52499999979708,2.14504814978613,-0.0475485514622645,0.000743762010599774,5.25491969874945,4.89338219969889,0.101128747589752,2.58976478406819,46.1523971535108,0.00222294538157798,-0.00971997837334484,0.213407642293405,13.9301937350384,3.13318849356124,159.7323339437,-0.0373814292823071,0.00554016620498615,7.32779316712835,5.19415155957465,0.132067933305144,2.87024841453737,84.1957525392428,0.00379366217311838,-0.00618384078679001,0.247164132034578,16.3785780240074,3.36150890678114,242.493749538524,-0.0708834117501977,0,3.78585461689587,4.39363508313037,0.0842593930412991,2.32132043206325,23.8153241650295,0.000728231069202897,-0.014244878469938,0.177741962922135,12.0336854125036,2.88339048846107,124.451776518141
28,L-2,0.0329582515915756,0.0720524017467249,0.0329582515915756,0.747543983110727,869.986081440855,6901,67.2892319868773,569.042273732916,17.2106116050993,0.473903219871275,193.704906535285,3975.54499999986,3.89999999999538,1.01090823503809,-0.0410049966648108,0.000217808689985991,4.14298628433554,4.69244346528007,0.110723897804437,2.37110610767951,29.6990549310153,0.00356554533671246,-0.00960772692848187,0.208123103554198,13.118951898486,2.94162589060124,131.611738164181,-0.022268410877344,0.00094876660341556,5.31630481055768,4.94485696971679,0.145194697175297,2.60369521160459,44.6113239676458,0.00607058814158867,-0.0058694065847444,0.253239090217448,14.6355940510243,3.16805792386625,164.567107579361,-0.0635788366695677,0,2.95636687444346,4.10713150411824,0.0946096319726174,2.10236643818175,16.4997602575519,0.00199254577188115,-0.0157042994671887,0.169295548735689,11.5769573258442,2.67967571910092,94.8982655438004
29,A-8,0.000369480580166225,0.000369480580166225,0.000369480580166225,NA,1164.91177238425,10029,47.4318262826817,372.297392055414,12.2646333281876,0.406843612666945,96.2347913052149,3031.16999999987,3.38000000006716,0.919737834602087,-0.0229899250649836,0.000336661064485174,4.81592890619615,5.24932993057637,0.0828303099159853,2.5556568011937,39.6242118618682,0.00253616127128785,-0.00463298640083448,0.155183226810543,13.3411754209589,3.14420097783731,141.821528720945,-0.0229899250649836,0.000336661064485174,4.81592890619615,5.24932993057637,0.0828303099159853,2.5556568011937,39.6242118618682,0.00253616127128785,-0.00463298640083448,0.155183226810543,13.3411754209589,3.14420097783731,141.821528720945,-0.0229899250649836,0.000336661064485174,4.81592890619615,5.24932993057637,0.0828303099159853,2.5556568011937,39.6242118618682,0.00253616127128785,-0.00463298640083448,0.155183226810543,13.3411754209589,3.14420097783731,141.821528720945
