"","Cell.ID","x.start","y.start","x.end","y.end"
"1",1,10773.1,11714.2,10771.5444243457,11718.9518611495
"2",2,10820.6,12456.7,10819.8790770954,12461.6477540527
"3",3,10688.2,12222,10687.4029310384,12226.9360592653
"4",4,10549.9,11757.3,10550.4723848063,11762.2671295165
"5",5,10630.2,11813,10629.0407544524,11817.8637588098
"6",6,11102.2,11855.2,11103.8828684445,11859.9082856539
"7",7,11297.6,11924.6,11297.3112218814,11929.5916537538
"8",8,10734.3,12012.9,10729.6577845758,12011.0426265978
"9",9,11355.3,12157,11352.6449493248,12161.2368273404
"10",10,11250.6,11804.4,11251.015010278,11809.3827468799
"11",11,10674.8,11653.7,10678.343948275,11657.2270994633
"12",12,11116.6,11789.6,11113.6204680061,11793.6152694925
"13",13,10816.9,12038.3,10821.7006490733,12039.6977726835
"14",14,10749.5,11398.6,10752.2674975657,11402.7642474979
"15",15,10781.7,12144.1,10779.7733601766,12148.7138984591
"16",16,11133.4,11816,11137.4911882947,11818.8744005178
"17",17,11260.4,12044.1,11262.1634624449,12048.7786964216
"18",18,11151.6,12078.3,11154.476062201,12082.3900203198
"19",19,11235.4,12313.7,11237.586145779,12318.196750675
"20",20,10645,12081.9,10647.5884808069,12086.1778227069
"21",21,10868.3,12511.3,10872.1732969536,12514.4618935323
"22",22,10559.8,11427.9,10562.2990667411,11432.2306657021
"23",23,11006,11943.1,11008.9433717334,11947.1418514123
"24",24,10793.2,12236.3,10797.2585376431,12239.2203205646
"25",25,11308.8,12010.7,11309.195030503,12015.6843706625
"26",26,10521.1,11681.4,10520.5875410883,11686.3736692556
"27",27,11025.5,12322.5,11029.9314295985,12324.8156924912
"28",28,10993.1,12366.3,10996.1675378818,12370.2484441675
"29",29,10620.8,11689.1,10623.0580228739,11693.5610909766
"30",30,10621,11760.8,10623.9518743781,11764.8356458784
"31",31,11141.5,12409.9,11138.5265998036,12413.9198123429
"32",32,11058.9,12114.3,11062.9524450219,12117.2287692542
"33",33,11089.6,12361,11090.8270226572,12365.8471038155
"34",34,10590.3,11440.5,10587.3679169536,11444.5500480255
"35",35,11017.8,12142.8,11015.7110846641,12147.3427340578
"36",36,10815.1,11697.4,10819.8821049477,11698.8599562558
"37",37,10435.4,11615.6,10436.4226135331,11620.4943090996
"38",38,11136.6,11954.2,11137.1561865404,11959.1689693632
"39",39,11293.2,11915,11293.2311599098,11919.9999029051
"40",40,11041.7,11966.3,11044.3121218653,11970.5634281231
"41",41,10650.7,11886.4,10652.5481884668,11891.0458798296
"42",42,10546.3,11773.7,10542.5658672985,11777.0250944299
"43",43,11349.8,11565.5,11347.6072353609,11569.9935268151
"44",44,11046.4,12432.1,11050.0162149419,12435.552968215
"45",45,10723.3,11566.5,10724.3829015482,11571.381324025
"46",46,11021.2,11970.2,11024.2639084792,11974.1512611697
"47",47,10555.9,11852.3,10558.2404106926,11856.7184248087
"48",48,10567.5,11450.8,10567.3514159111,11455.7977917892
"49",49,11095.2,12170.4,11090.4789242659,12172.0466462623
"50",50,11305.3,12018.5,11304.2965753315,12023.398279181
"51",51,10822.9,11677,10826.9014841961,11679.9980200514
"52",52,10499.4,11547,10502.4917015801,11550.9295523077
"53",53,10839.9,11819.9,10841.752358218,11824.5442188829
"54",54,11042.1,12021.4,11044.4413847044,12025.8179087435
"55",55,10851.1,11328,10852.4794013817,11332.8059600319
"56",56,11209.7,12146.4,11206.0512907152,12149.8186138353
"57",57,11042.4,11916.8,11046.5190487987,11919.6343318425
"58",58,10984.3,12324.4,10981.6126878484,12328.6164384734
"59",59,11265.9,12086.2,11263.9986106577,12090.8243614228
"60",60,11195.1,11947.7,11192.8551874211,11952.1677529571
"61",61,11017.8,11997.5,11021.7739637618,12000.5344047225
"62",62,10874.1,11754.7,10875.4282653836,11759.5203434598
"63",63,10882.5,11899.9,10880.0260735529,11904.2450762863
"64",64,10924.5,11746.9,10919.5806256057,11747.7942905391
"65",65,11007.8,12264.1,11003.2435155943,12266.1587495866
"66",66,11016.5,11813.1,11018.4943430346,11817.6850404426
"67",67,10543.9,11480.1,10545.5715590943,11484.8123126163
"68",68,11036.2,12070.3,11038.9572787522,12074.4710207243
"69",69,11253.8,12047.3,11253.8914030475,12052.2991644785
"70",70,10432.8,11738.6,10432.7792932561,11743.5999571229
"71",71,10550.7,11787.7,10554.7355073395,11790.6520637718
"72",72,10497.3,11509.5,10499.1609061073,11514.1408004116
"73",73,10912.8,12219.4,10914.7350942903,12224.0103589977
"74",74,10804.6,12011.6,10804.0967860271,12016.5746131204
"75",75,11145,12257.3,11147.1659470162,12261.8065145648
"76",76,11242.1,12359.3,11242.4084472918,12364.290476958
"77",77,10651.2,11748.6,10653.1438562355,11753.206671568
"78",78,11004.4,12082.7,11003.2840426883,12087.5738731291
"79",79,11035.1,12324.4,11035.0030715255,12329.3990603988
"80",80,10666.4,11823.9,10663.803040686,11828.1726809291
"81",81,11448.8,12012.6,11448.4250326587,12017.585920125
"82",82,10832.9,12020,10836.2782133899,12023.6861462657
"83",83,10755.3,12051,10757.4323560603,12055.5225056807
"84",84,10885.7,12245.3,10890.4830542203,12246.7568432744
"85",85,10859.7,12265.8,10858.3888532819,12270.625027905
"86",86,10993.7,11597.8,10991.5156122827,11602.2976049516
"87",87,11043.8,12103.1,11040.7381946255,12107.0528910747
"88",88,11142.5,11768.3,11140.4759017443,11772.8719827483
"89",89,10609.4,11759.1,10612.5426857089,11762.9888978561
"90",90,10509.6,11548.3,10513.9555052916,11550.7555190194
"91",91,10590.5,11713.7,10592.449567227,11718.3042575544
"92",92,10625,12029.9,10625.0285795628,12034.8999183202
"93",93,10956.8,11952.4,10960.6710933409,11955.5645910234
