"","TMA.core","Ki67_density","GATA3_density","CK20_density","CK56_density","CyclinD1_density","P16_density","P53_density","P63_density","Her2Neu_density","Ki67_P53.AUC","Ki67_Cyclin.AUC","P53_Cyclin.AUC","CK20_CK56.AUC","Her2Neu_GATA3.AUC","P63_GATA3.AUC","P63_Her2Neu.AUC","P53_Ki67.AUC","Cyclin.Ki67.AUC","Cyclin_P53.AUC","CK56_CK20.AUC","GATA3_Her2Neu.AUC","GATA3_P63.AUC","Her2Neu_P63.AUC"
"83","J-2","749.270058540413","14133.8218139118","1478.07631679282","675.933199439527","13258.75051655","11456.2155248329","816.035147997519","14814.3906743183","3500.43787563296","10205.2508515995","13334.565005547","10004.5095748788","8276.20498417574","11260.2354812894","13868.5739717979","9984.06893398857","1704.31363510407","4926.45196818234","1590.45411875614","-109.667781303615","2876.72048569904","5514.66348416725","1596.07609493572"
"84","C-3","22686.5700754209","21440.7180481219","3.62685573849664","14601.3978790221","953.145462480829","28169.0530657959","8961.65114370767","743.187026598217","10.8378000857893","11626.6792187931","4018.79710337549","3670.40492336266","5665.01725801232","4115.41323595546","11477.5349341325","0","3243.93567209539","-4376.78631305386","-4707.28020596522","-2712.66787131556","-5949.69762633095","3102.99546013999","-8377.68512932793"
"85","C-7","7734.71698512513","6235.68815202","0","5886.95364321776","6854.94227566281","3.68190857824765","0","4860.51868120662","18.4468959683913","0","9197.68012587959","0","0","5205.1148629018","11075.7810863389","7621.36635536072","0","832.349607608608","0","0","-3172.57026642608","2679.84681082729","-756.318773967218"
"86","I-10","0","0","0","3.56749211339528","7.33091944240398","0","0","0","14.7308125645573","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"87","C-2","14492.6396040855","18200.9371130464","0","9175.31358533808","832.48869929295","13586.4656247513","3864.21034608574","395.518687816834","390.385562134192","16873.730074473","7219.05067155801","4785.62255157449","0","6114.30682460725","8975.05797127367","6130.79629395623","8498.41655973124","-1126.07964027156","-3582.02649580734","0","-2276.51672569604","780.488111553532","-1307.90308410308"
"88","D-5","10206.7073566696","1991.07628119765","0","13342.5559053471","18546.1969387271","8038.34350587363","13318.3924360149","25773.1585723476","332.582241627479","10985.8525370264","11605.9747074951","10151.2735524669","0","34313.8303344892","8868.44428798929","8842.7353681539","2532.2903512927","3238.82214388216","1830.37903278327","0","25972.4527517974","444.455633606856","436.204582056693"
"89","E-4","9717.42098841359","12787.6694601625","0","10823.4033375431","8885.50729923103","0","393.383962740343","15912.3291308561","14.7244261510881","11842.4214776556","10882.0142454827","14353.1152357403","0","1886.26122007077","10378.2647178775","5282.88574327721","3344.79761116888","2506.18449838241","6006.56344479776","0","-6373.75007627025","1999.12062052652","-3304.21100552924"
"90","D-6","9401.9582023501","8390.55150556143","7.35811637280556","6046.26717966287","253.056497350511","15880.1929943163","3701.26749161539","8703.84669801678","1368.92350220359","11432.9999692744","3300.69565083069","6442.31811585039","53009.4148085513","12084.9415032846","12274.046956591","10182.3172901118","3072.8235242157","-5046.38800993818","-1935.36701347755","29943.799051678","3710.36639398168","3892.98030777735","1804.21323150594"
"91","F-8","10344.0642769554","3416.88369193953","0","12913.3269997992","6117.7261655228","0","637.800556164685","17426.5393302465","3.75202410809819","9010.32900261867","10682.655470481","10737.3654358487","0","17802.4648432995","9865.73118883115","2610.88091228894","638.869353502094","2281.13186085195","2349.52042907439","0","9424.77971397154","1475.44006797539","-5766.80421703897"
"92","A-6","21975.5809604185","397.356727109119","0","188.462978286268","1191.30131760442","22708.7054373635","3170.69567758075","746.220021033858","1921.07711906209","9023.19497196551","5404.45825502404","8986.25307335041","0","11710.4103903315","5755.09610425594","15715.3628668296","641.362665480839","-2975.60270504147","605.547187751297","0","3324.77779667295","-2289.69787891302","7394.5144712762"
"93","H-3","8538.50910942481","15713.3180510551","11807.1508284902","321.228942752745","43.3875424880456","14910.7661193027","14044.9300533878","2301.84875706786","9328.06992743063","10091.3608411894","5169.11840872333","4010.26470491773","8427.17583808419","10548.2386844348","8686.45252237143","8639.8134361587","1685.12707739483","-3208.56672060458","-4367.4204244102","-17.39891906306","2203.74445029127","330.851324178835","238.688865724014"
"94","C-4","22155.5634809711","24816.8695621488","0","12055.0458860808","1015.53866192022","25807.034481249","18490.5180530834","6904.42324840559","0","13297.1216570341","3310.08340460487","3853.50010279065","0","0","12555.5103060892","0","4904.03444600984","-5070.73046977015","-4534.45615934889","0","0","4201.24031058734","0"
"95","A-7","20522.1810788176","14.353811063156","0","35.5497507140292","1038.62166771548","20576.9354771793","7746.86101322887","682.596127092123","209.347826443317","8547.20364658034","7259.45866753941","8385.34299549088","0","0","58072.2856038706","12303.4503398031","159.327046510298","-1124.80849806583","6.88865529953364","0","-8377.68512932793","49757.7547287121","3925.76521047507"
"96","F-4","15008.2663788081","1409.69643380168","3.56964814357735","8009.83792666784","2850.53439492565","11269.4920142267","67.7380351382502","17385.0098152992","88.9695691457206","3734.4311950652","6443.3938658004","13673.3670437547","0","11884.5847154369","1431.28708009137","7207.01046322426","-4709.68127723917","-1930.25074049694","5532.12577844237","-8377.68512932793","3506.89958610898","-6946.08164926997","-1184.27971915754"
