"","core","TMA.set","Kcross.Cancer2lympho","Kcross.lympho2Cancer","Kcross.Cancer2Stromal","Kcross.Stromal2Cancer","Kcross.Lympho2Stromal","Kcross.Stromal2Lympho","cancer ratio","stromal ratio","lymphocytes ratio","lymphocyte.dens","cancer.dens","stroma.dens","cancer.to.lympho.avgCount","lympho.to.cancer.avgCount","cancer.to.stroma.avgCount","stroma.to.cancer.avgCount","stroma.to.lympho.avgCount","lympho.to.stroma.avgCount","ShannonH","DoC_TL_max","DoC_SL_max","DoC_TL_min","DoC_SL_min","DoC_TL_mean","DoC_SL_mean","DoC_TL_Std","DoC_SL_Std","DoC_LT_max","DoC_ST_max","DoC_LT_min","DoC_ST_min","DoC_LT_mean","DoC_ST_mean","DoC_LT_Std","DoC_ST_Std","DoC_TS_max","DoC_LS_max","DoC_TS_min","DoC_LS_min","DoC_TS_mean","DoC_LS_mean","DoC_TS_Std","DoC_LS_Std","localized_TL","localized_SL","localized_LT","localized_ST","localized_TS","localized_LS"
"int114","E-12","1042","31536.6767693027","25894.6529230936","63300.8690882633","58087.5467847106","54897.8404366318","41769.4554013568","0.719124911785462","0.0338743824982357","0.247000705716302","7466.69150974708","21738.7389955208","1024.00340705103","151.506428571429","52.0392541707556","149.916666666667","7.06182531894014","7.35642857142857","53.640625","0.972314274433165","0.947004140516364","0.925081664035106","-0.918921048214274","-0.843233323601761","-0.0525975294130242","0.00679638866536106","0.533117941484901","0.426066876660852","0.938648221629455","0.950998832025739","-0.92433641730441","-0.835696708957286","-0.0439074039828291","0.045440298078809","0.449591410986658","0.380355997510783","0.945679412446837","0.930650323388302","-0.839630824847074","-0.887980579069404","0.287554933710527","0.13094883448487","0.52687214067496","0.52131830812488","0.0321658327376698","0.041458184417441","0.0157055214723926","0.0593865030674847","0.167539267015707","0.0575916230366492"
"int115","K-1","1042","18701.1035001602","10183.2854282864","23053.4296252676","14109.3396357503","26454.8111688416","17078.1103034625","0.384510869565217","0.0497282608695652","0.565760869565217","14310.670571036","9726.03211239959","1257.85432973083","56.5470701248799","83.2028268551237","57.207650273224","7.39929328621908","7.6416906820365","86.9398907103825","1.19716484107304","0.938782922092454","0.951777157445009","-0.884584239428661","-0.763892285246556","0.139506704966348","0.0657207417994908","0.452441784010621","0.388882670357455","0.93673348979437","0.917168286359415","-0.855699638051583","-0.778131911350027","0.137835581301023","0.0360170736110586","0.463009400044073","0.380020180227871","0.91759868001976","0.952441881026051","-0.771684125628607","-0.766508354716579","0.291731513257327","0.291986645235273","0.424357321479367","0.506393026902386","0.0365209034118212","0.0379625180201826","0.0332390381895332","0.0318246110325318","0.0384615384615385","0.126373626373626"
"int116","H-9","1042","10912.0825862334","2584.96509983955","16007.8108663687","7536.5338942433","14010.3331544446","5637.73938746925","0.543629061701351","0.022635998539613","0.433734939759036","13055.4895056137","16363.3197591404","681.347095410814","104.94234006734","83.7283411685695","109.233870967742","4.54835460040295","4.5479797979798","87.1451612903226","1.1021588545435","0.946660182694208","0.919807193298733","-0.910498294763769","-0.857015389987175","-0.0845878858068456","0.0251583326934845","0.505152141924573","0.38567438764333","0.92756150510235","0.914336941654784","-0.909510864207206","-0.836768185393446","-0.0961670755048783","-0.0348300048063212","0.484528522359241","0.351514194684527","0.907976038974101","0.933958073195637","-0.886301666291999","-0.882139619661066","0.0315231326166798","0.198068037023136","0.54923659655121","0.522630688219145","0.0286315789473684","0.0955789473684211","0.0194827007054081","0.156533422908969","0.0650406504065041","0.0650406504065041"
"int117","K-7","1042","11182.9744409814","2920.40826329988","10214.9829662158","1701.81165453649","17741.0824319702","9021.74732991296","0.313347116930852","0.0424994256834367","0.644153457385711","27041.4398567966","13154.252483834","1784.11782222089","97.4502496433666","200.33357771261","92.4162162162162","12.5348240469208","13.2464336661912","200.772972972973","1.10207901019705","0.948565320676551","0.959029351738728","-0.944960941582324","-0.883892128489381","-0.200373621206992","0.0509425391668004","0.464552873222202","0.413610329594203","0.945435810211609","0.917018306193013","-0.939108129249755","-0.89642395142912","-0.171411550321406","-0.0585455444970335","0.500736047119039","0.388859821193924","0.892524242137133","0.955080251746164","-0.86973369826923","-0.875954017148297","0.0697025933900265","0.110068921840463","0.510642538573742","0.522466417294859","0.00820403067594079","0.0201533797039415","0.0139347268060139","0.028969563623029","0.032520325203252","0.0785907859078591"
"int118","D-2","1042","17692.9502201902","8892.51325542375","17300.4643093974","8916.11481342081","21171.6731756479","12793.98804632","0.822938689217759","0.0234319943622269","0.153629316420014","5081.88417651797","27221.8818675636","775.103893895516","174.967889908257","32.6636694497966","180.992481203008","5.15350032113038","4.97018348623853","32.5864661654135","0.72966083579915","0.920056166720951","0.90449579003368","-0.910332309740059","-0.713980075827076","-0.0900477077552219","0.0342283030550618","0.494908714384602","0.380834835794308","0.92771183682369","0.927992009282835","-0.91345839064641","-0.902373959167541","-0.0682593967328356","-0.0104452334797542","0.401941359102854","0.339381853406931","0.927926544824518","0.917480207283495","-0.865942712368852","-0.652606231953535","0.133396019298117","0.199468837419412","0.521185208131351","0.445177276722789","0.0183696900114811","0.154994259471871","0.00642398286937901","0.255888650963597","0.0984848484848485","0.053030303030303"
"int119","A-1","1042","26996.5782088661","18710.3742284989","23634.8779049362","15697.6354654082","57588.0781582696","46927.4020405831","0.18629421221865","0.0331591639871383","0.780546623794212","21832.5511762433","5210.80714221872","927.489944407863","41.2093202883625","172.660194174757","38.5878787878788","6.86839266450917","7.97399588053553","187.70303030303","0.879344425976866","0.960970028354473","0.946477206614163","-0.912593536817149","-0.857002628261588","-0.043931142767872","0.0503554896004303","0.479053052258818","0.3954908493833","0.953582781906962","0.891939695624836","-0.918107697160455","-0.778800121303302","0.0277257924137606","-0.0112307460613758","0.528844298300362","0.376397949336729","0.911652337016246","0.942731842938895","-0.780122362595837","-0.869917392402935","0.106538846368538","0.0467138993109379","0.481007578366756","0.552590449246069","0.0216327581766675","0.0368271954674221","0.0485961123110151","0.0377969762419006","0.0365853658536585","0.0792682926829268"
"int120","C-12","1042","20292.1076692534","12965.0204966404","27893.6932707401","20914.7587441271","30064.4685300058","22515.6739943519","0.330350194552529","0.0680933852140078","0.601556420233463","8939.19583178003","4909.04091926342","1011.87533671507","41.1914618369987","75.0094228504122","37.2285714285714","7.67373380447585","8.47153945666235","74.84","1.1890180708712","0.927125613369266","0.963884929860443","-0.890190630800061","-0.764881726610116","0.0430177276718355","0.0550139137410567","0.471098702471365","0.419843374856965","0.930349896955515","0.945261309446006","-0.858282563997974","-0.724456942673179","0.0135947105264759","-0.00488497188031767","0.523228398604457","0.403204655221726","0.942481129124106","0.963884929860443","-0.726494991624635","-0.824689305154304","0.159205598360334","0.234860218803582","0.474182872742228","0.494682885207966","0.0343042071197411","0.055663430420712","0.0424528301886792","0.0436320754716981","0.0632183908045977","0.0862068965517241"
"int121","F-9","1042","19738.1919700464","11430.2618060558","22433.3323264893","14877.8567773907","23173.842784653","14502.8349854662","0.241830822711472","0.0235225955967555","0.734646581691773","31925.9061278526","10509.3637364083","1022.23327191705","71.0966876971609","215.978437949209","79.1970443349754","7.70340201245807","7.90015772870662","246.729064039409","0.930063003712544","0.93141931408978","0.96036871122464","-0.935809640507609","-0.896280273485016","-0.196892522746331","-0.0388608855134432","0.452551583905324","0.388721572802871","0.923152278757622","0.949033206046942","-0.941856936633403","-0.808604231089533","-0.258400520736789","-0.0157201897406438","0.497128834458463","0.383161193791172","0.946233698064503","0.963218470011657","-0.820560020482069","-0.885840273904205","0.0988659157371393","0.0404322868487523","0.499380176279978","0.559774657216623","0.00757217226691907","0.0681495504022716","0.0134228187919463","0.0834132310642378","0.0396039603960396","0.0891089108910891"
"int122","H-10","1042","16642.9238575022","8641.82029782468","20182.3662924899","11589.9954159323","50175.0481688119","41140.8503750041","0.705918367346939","0.0108163265306122","0.283265306122449","7945.66712791917","19801.1978353548","303.400834135242","134.270172910663","53.8794449262793","137.433962264151","2.10610002891009","2.40345821325648","62.9433962264151","0.919594268517787","0.923863919783358","0.950919709358759","-0.923340643255936","-0.806694140660308","-0.00542293645457104","0.00979403263310076","0.498675380168188","0.374368620235044","0.924717218391345","0.917831404910374","-0.934465229319261","-0.811766970510926","-0.047899977113695","-0.073805565178235","0.448269125953608","0.305095756944905","0.917627921417542","0.959435408248539","-0.820747279523786","-0.695247112569504","0.146664273082078","0.204110104033536","0.582981797581303","0.566278125462008","0.0223503965392934","0.259552992069214","0.0101214574898785","0.341816078658184","0.115384615384615","0.0769230769230769"
"int123","D-1","1042","15256.0967153548","6728.56927558524","13045.7167991768","4377.13090591546","18840.2136392409","9477.54522097716","0.698090692124105","0.0346062052505967","0.267303102625298","3939.45592327095","10288.3112281853","510.018847209185","65.0342261904762","24.9019943019943","64.2758620689655","3.18632478632479","3.23958333333333","25.0229885057471","1.02118475504755","0.938751761067709","0.916080975766232","-0.800268349329291","-0.61334466147304","0.0642834628432147","-0.0706336709547063","0.476797755388963","0.335334181747866","0.932194653455288","0.906057418576871","-0.855129286184981","-0.799141382817761","0.0699541815061323","-0.0385901721071785","0.422670442214372","0.329031710261649","0.938154385644756","0.918815545843147","-0.755473500488604","-0.679759151289897","0.160881330729126","0.10045836567207","0.523121068700557","0.476819570526591","0.0417287630402385","0.0864381520119225","0.0205245153933865","0.096921322690992","0.0348837209302326","0.0116279069767442"
"int124","F-8","1042","14454.3150469325","6107.30575899448","16499.3044052848","7653.10845342686","16509.1231981921","9144.20504753396","0.5529324055666","0.0899602385685885","0.357107355864811","6502.15064460162","10067.7001978","1637.98088611398","76.4070981210856","49.3469662921348","82.6408839779006","13.4458426966292","12.9805149617258","51.5276243093923","1.30648698474254","0.94132990260046","0.918616390847235","-0.873995133857645","-0.724099701804279","0.175306127173189","0.0956181301766291","0.499172108406001","0.417489574580038","0.945658920259856","0.934319472292941","-0.875905939487735","-0.799561450687338","0.0990075698679293","0.0332952920337156","0.451931175792502","0.382696473478107","0.948433059487699","0.918616390847235","-0.787005785566688","-0.771155338641311","0.0383528014317936","0.0525953781595247","0.471356745061163","0.462134218434614","0.0571030640668524","0.0188022284122563","0.0427158273381295","0.0143884892086331","0.0304709141274238","0.0470914127423823"
"int125","G-11","1042","16636.2056910507","8126.13934271096","24675.4904652038","15834.5139330884","15760.1124660494","7802.69681819063","0.543079315707621","0.0684292379471229","0.388491446345257","6924.73048863191","9680.20771269121","1219.72834867816","80.2866293034428","57.4324169530355","78.1136363636364","9.84249713631157","10.2353883106485","58.1090909090909","1.21949748171066","0.938048424163691","0.911076366206377","-0.876201373579132","-0.788279654834451","-0.00470030877755129","-0.0559342283790743","0.494429018469543","0.366471722331506","0.929341740172482","0.891239245842251","-0.860639576686716","-0.838061957382116","0.0348567268171232","-0.0235177805619964","0.462232623566687","0.371448298910941","0.909872748311395","0.908734785039078","-0.791525085592334","-0.87167162962589","0.0376665747369505","-0.0118661114342127","0.509398675629","0.478720651719655","0.0360576923076923","0.0424679487179487","0.0263610315186246","0.0154727793696275","0.0228310502283105","0.0091324200913242"
"int126","F-2","1042","9873.84580631205","1503.99870584637","14639.9630742741","6111.64807688567","17471.4042147137","9186.07065233251","0.518937080024435","0.0749847281612706","0.406078191814294","12601.6113116909","16103.9019319765","2326.96169764582","129.211357653253","101.110359034726","132.61099796334","19.1624484991171","18.1308762692742","98.1873727087576","1.26555620850663","0.938268667828875","0.9647549001073","-0.920666148952456","-0.822415525241614","-0.168804951400609","0.130126720494945","0.472316849651607","0.436509783690141","0.92731126740952","0.929382411508056","-0.895051518385485","-0.871873465231994","-0.125027657392711","-0.0283313100975613","0.453725300735929","0.384021009545642","0.928276593739672","0.964126628418651","-0.901568993859992","-0.887539801406728","0.00656136451813198","0.0730841483986863","0.506469981865662","0.530393175190041","0.0161775771256584","0.0477802859292701","0.016190756549897","0.0206064174271416","0.0224489795918367","0.0836734693877551"
"int127","J-8","1042","19447.9880578707","11113.5687731898","26970.0360284562","19159.4069387806","34467.8143469719","27263.9153180777","0.29811662805922","0.0671769563903716","0.634706415550408","33175.5800628072","15582.3098993826","3511.28402124602","113.599968264043","241.859121621622","116.073463268366","26.1560810810811","26.2870517296096","248.36131934033","1.19778619418747","0.939898048287112","0.960905882265873","-0.922532586388156","-0.894252329128689","-0.0801052766245631","0.219744304202271","0.50514477515989","0.434871111505668","0.945023122661589","0.95290826826218","-0.935187455115137","-0.830265469888182","-0.0479016711985589","0.0609168165417679","0.514651569412618","0.415221256980158","0.943692983568899","0.962696144842986","-0.863653432071757","-0.90201852387026","0.0651267315956702","0.26557021631911","0.467434996299113","0.497187101583559","0.0225361053800984","0.0509442945564196","0.0243325447786414","0.0148698884758364","0.0345345345345345","0.126126126126126"
"int128","J-12","1042","8521.15952574578","171.360032838813","8666.24216401274","257.125383589213","19337.9986583304","10979.4674943254","0.408201797447323","0.0391964353145533","0.552601767238124","29614.3362951825","21875.8354073338","2100.56587907608","186.80319803198","252.883811285846","196.751445086705","18.8930619796485","18.9691130244636","267.431599229287","1.16401759588597","0.927674213227411","0.962817927857315","-0.952146272773113","-0.856448149979472","-0.374380890278442","0.135890713884954","0.433212213451618","0.432764701069679","0.930426879998795","0.894272844518315","-0.951311877619153","-0.900893065707792","-0.320643692650401","-0.0710789803814977","0.441724481420769","0.366237497998078","0.914089005906544","0.962273974545132","-0.896144570138562","-0.861660243721879","-0.0673360022865336","0.248984817350287","0.48018091113517","0.505058129847483","0.00792782941498086","0.0303444505194095","0.0074019245003701","0.00222057735011103","0.0135135135135135","0.11003861003861"
"int129","F-10","1042","13261.9863397316","4927.1223050573","30332.25509626","22151.782435301","20177.2068116921","12036.6297094012","0.0753663003663004","0.0271062271062271","0.897527472527473","51779.942832451","4348.01478942018","1563.80604819972","29.3694520967248","349.760631834751","30.5574324324324","10.9902794653706","10.3208856239159","341.739864864865","0.555576501530732","0.923229746337218","0.926829694879822","-0.931587502216563","-0.929765109334418","-0.158469576181859","-0.0214297907287381","0.402715622561999","0.389998419433382","0.930592242726492","0.921705480902767","-0.930275490281447","-0.687814678305393","-0.132152649075838","0.076105502907807","0.522571669257261","0.41423228187166","0.92734282329361","0.918314262685502","-0.67099497968598","-0.935451746088757","0.132951116571899","0.0152751007648435","0.450696621618713","0.540821275430942","0.00377551020408163","0.0116326530612245","0.0316301703163017","0.0364963503649635","0.0406779661016949","0.0644067796610169"
"int130","J-3","1042","23806.3874820829","14602.057249147","21335.8603872","13173.2757861858","18670.10085793","9738.17797911493","0.495952906548933","0.0739514348785872","0.43009565857248","6258.96563247153","7217.35301332046","1076.17800866277","50.6646706586826","43.9362017804154","46.9303482587065","6.99777448071217","9.0059880239521","52.3781094527363","1.19329496611331","0.931317106305974","0.953498406915271","-0.89277013670452","-0.647289712876787","0.0281088342343871","0.0850386871351635","0.461616471796628","0.39918800570399","0.93416833916527","0.900018414365469","-0.907059234818932","-0.746828414847138","0.0242818576612276","-0.0359138789216856","0.450372968518019","0.352195915931292","0.930114159949416","0.953498406915271","-0.745641662478682","-0.735924746126596","0.111375362517501","0.177688982745725","0.453638478822188","0.481171005697352","0.023972602739726","0.0419520547945205","0.030438010393467","0.0579064587973274","0.035","0.085"
"int131","I-11","1042","10291.4642315933","1855.94958950896","12753.2392411884","3998.65299662639","22428.9758174624","14226.3071754731","0.340384615384615","0.0597355769230769","0.599879807692308","25560.1493791985","14503.3746828071","2545.26031686268","93.6613905029052","165.064618644068","100.754527162978","17.6818502824859","19.0092165898618","190.893360160966","1.17206118942577","0.938943715050833","0.930208330939582","-0.935034168784806","-0.86693706114296","-0.237916822978119","0.00525616177301353","0.460025929655982","0.404792179175435","0.935838503884433","0.91053794911582","-0.927537407651641","-0.855863414478497","-0.212475432416785","-0.0230647988246986","0.48265868563434","0.385818072331858","0.878536981720406","0.918273469928363","-0.880794482620376","-0.885575132276046","0.0273264221525259","0.00163769819859947","0.475671133259681","0.496278597074547","0.00861723446893788","0.00981963927855711","0.0102437301306959","0.00671140939597315","0.0141129032258065","0.0262096774193548"
"int132","D-7","1042","26049.1470272427","17308.3757839845","27648.5572931988","22693.5117593168","26450.0491584809","19319.1727876491","0.501266280752533","0.0332850940665702","0.465448625180897","14332.1706250845","15435.0737668516","1024.92009133912","110.210649047804","102.336340671238","112.217391304348","7.45146156622158","10.2401865526623","143.195652173913","1.10466012335928","0.93220784102149","0.94951436043803","-0.915851570688069","-0.815250006864754","-0.154261191397116","0.0624476956576833","0.477224190803762","0.420154026203024","0.931551036891286","0.917206260733404","-0.892846271480398","-0.914541753132248","-0.144217922126164","-0.0117553519144837","0.441632371833381","0.342738398945605","0.897691233909289","0.940330839268782","-0.895256994420132","-0.872301947439624","0.0924708821206151","0.188989008232411","0.517405028684861","0.534651980827619","0.0132192846034215","0.0322706065318818","0.0108303249097473","0.0425992779783394","0.0437158469945355","0.114754098360656"
"int133","K-8","1042","19490.5504803015","11283.3686362791","20450.691917554","13741.9909354412","23255.0055675686","19625.6918490585","0.461054104477612","0.0335820895522388","0.505363805970149","12130.3798441615","11066.8024697311","806.079694305145","77.6755883710198","85.140617096611","76.7013888888889","5.58674759736975","5.56622058144901","83.7638888888889","1.16194759061793","0.937091330514338","0.910738598831391","-0.888188728404048","-0.809966502234544","0.028223957225808","-0.0208769757951729","0.447792583601634","0.363005728542693","0.949557315000096","0.92538138964337","-0.879106937636551","-0.886889622062635","0.0206984617135929","-0.0288940815502576","0.444477243910233","0.333057727568642","0.950772952164073","0.908052054292065","-0.857832217110666","-0.793539478576388","0.106355076707526","0.154082297612771","0.487287256241408","0.490358752181904","0.0198522622345337","0.0281625115420129","0.0156882591093117","0.0339068825910931","0.048951048951049","0.0629370629370629"
"int134","J-10","1042","17045.5861065723","8956.07996096811","15662.9436057161","7453.00911839737","22570.5522443042","14244.5337134397","0.513858813339108","0.0485058466868774","0.437635339974015","20314.668747059","23852.8990285854","2251.60108824405","176.802325581395","150.575221238938","162.352678571429","15.3255372945638","15.6615536862939","141.303571428571","1.17258528621456","0.943933888133364","0.945738817962763","-0.931527159998811","-0.879018805047298","0.0107975192303516","0.0418350528847843","0.549500643784563","0.43135748931849","0.947085215277012","0.947172616610203","-0.933067328650595","-0.887732657160914","-0.0407598640405654","-0.00458988167307225","0.541617882391441","0.406966464464907","0.948480592269097","0.95141893098356","-0.908008722670671","-0.894861708131781","0.0700951896463865","0.111365035141934","0.501675645774911","0.536442790623348","0.0522147983172482","0.0217767879237812","0.0442571127502634","0.0103266596417281","0.0335570469798658","0.0715883668903803"
"int135","E-9","1042","19921.7946990044","11956.7799700664","21337.1137714214","10087.6781674066","33752.9620001921","24197.0061727129","0.492737249838606","0.0438992898644287","0.463363460296966","17370.5867360919","18471.7524574325","1645.69822090456","102.996516893069","96.8545692761219","110.643382352941","9.85817228955126","9.47544409613375","100.014705882353","1.18681793685811","0.95091970935876","0.93363744477449","-0.917648765513483","-0.904892921174179","0.0220205320269617","0.0724060187032079","0.508098019316962","0.395177118288744","0.949362195181977","0.935251703354114","-0.911366860668035","-0.84987439518676","0.0204214278593163","0.0518550549855996","0.498694538026469","0.409685805228587","0.95275380863822","0.95168558275428","-0.778975105709172","-0.805933756149595","0.230926035165404","0.205705427630618","0.500167314643033","0.463712474972281","0.040418118466899","0.0306620209059233","0.0373525557011796","0.0314547837483617","0.0959409594095941","0.0627306273062731"
"int136","C-11","1042","18731.543176783","10339.5316602947","32855.0356438593","24956.4593196961","24382.1022549914","16209.5474516104","0.23258559622196","0.0634592680047226","0.703955135773318","12550.6086247118","4146.70004036599","1131.39658461762","31.3505241090147","94.8870558375635","31.6232558139535","8.62817258883249","8.71446540880503","96.6651162790698","1.09462922587208","0.932560251227521","0.913346158062511","-0.890952466042333","-0.826779614464872","0.0104148253823821","-0.0163820278381898","0.465546435678501","0.398882338205879","0.919176113699254","0.916267830180264","-0.926000183117871","-0.663381197293393","0.0725612829834926","0.0539700914539966","0.514896594592445","0.411142162911774","0.930982980571185","0.904992382226573","-0.683479984045694","-0.827916446329358","0.156733863289479","0.0575571866558851","0.468723332759234","0.519618627761942","0.0205536912751678","0.014261744966443","0.0343074968233799","0.0266836086404066","0.0373831775700935","0.0654205607476635"
"int137","J-9","1042","13240.3692636589","4860.99543505925","14401.5862951051","5529.30621650669","15988.0342231502","7542.66219517181","0.489458054936897","0.0296956198960653","0.480846325167038","27200.5096584025","27687.6578937545","1679.82150121368","226.972826926046","222.977096920977","221.25","13.4230244198392","13.5542689516752","219.4725","1.13630839637447","0.934115703375851","0.960859448288037","-0.941585052859752","-0.912657987007045","-0.246822125939406","0.0251690108824096","0.511540231818471","0.40634240943581","0.943549004687567","0.941429065310427","-0.945723888993119","-0.921994028342755","-0.185213004721959","-0.016919845030373","0.499473660909809","0.384659929380702","0.935908975561772","0.952693768664774","-0.887557786056964","-0.910489001649797","0.033735183779808","0.00730327408502916","0.530578058613661","0.532828197207635","0.0131253860407659","0.0121988882025942","0.0125910194174757","0.00712985436893204","0.0551378446115288","0.0526315789473684"
"int138","C-3","1042","7740.66845748085","-601.717355514535","15013.7686913463","6584.59233348194","13825.9563571961","5299.22589632805","0.231922196796339","0.0860411899313501","0.682036613272311","26076.5317616898","8867.15817496145","3289.64131601925","71.3039758429794","209.690675875678","75.7220744680851","28.0927479033054","29.5955376614662","234.598404255319","1.14317225006175","0.937180823707658","0.956894116870499","-0.939107332380359","-0.933277215495519","-0.238690830539538","0.0629556076772202","0.408867606183698","0.413007542212664","0.923535517151694","0.936666708777388","-0.936304026910567","-0.842936534126109","-0.213431901575853","-0.0349485950274942","0.445282529795098","0.402040147353338","0.919608432511452","0.964329972619003","-0.845663780821101","-0.927586500766888","-0.0481378486597294","0.0552136568476135","0.434662443700387","0.47294279390882","0.00268456375838926","0.0087248322147651","0.00987166831194472","0.00493583415597236","0.00532623169107856","0.0346205059920107"
"int139","K-2","1042","13429.100799925","4990.18057186372","9660.56503508985","1367.34116671298","17009.4574681884","8641.17222583166","0.606533398342272","0.103607996099464","0.289858605558264","4961.77840758848","10382.5943465771","1773.55409859134","88.9335576114382","42.5004019292604","87.4729411764706","14.9421221864952","15.1774600504626","42.4588235294118","1.27785552965883","0.928559850232238","0.922288066874707","-0.878599448441188","-0.814019272340635","-0.0483494094731543","-0.010477794008654","0.48087190840087","0.388511671819516","0.920964168712663","0.942058031156594","-0.911963984457942","-0.842463049208324","-0.00529206128084798","-0.0244665779615579","0.442146096129437","0.391148214273202","0.942058031156594","0.920758728432848","-0.866438697616933","-0.874725794345699","0.0142672713349856","0.053461499215292","0.49424842198777","0.452969394270641","0.0244107744107744","0.0134680134680135","0.0193003618817853","0.00884599919581825","0.0400943396226415","0.0235849056603774"
"int140","D-6","1042","11230.957835253","2793.42050277026","12285.4006590133","4134.59180258412","25576.4016355928","16660.467574768","0.747876316683656","0.0263336731226639","0.22579001019368","6998.21631425453","23179.9459859657","816.195281195976","156.38675696012","47.2137664697865","151.806451612903","5.34552476147206","5.32204665161776","45.6322580645161","0.912217435644052","0.928615950324951","0.942952709039747","-0.901339615878826","-0.704859594837198","-0.0854367079521175","0.0618467256831371","0.51290472856636","0.40672827371038","0.93980409430477","0.926407164807081","-0.907968026502554","-0.917325740134447","-0.0743955971466606","-0.0301622838105871","0.426616418449209","0.338172514051182","0.936638989108702","0.934432052030352","-0.903236358056628","-0.6825984829367","0.0568164926543617","0.227496502134613","0.561566379566411","0.493652373487006","0.0278614457831325","0.0640060240963855","0.0131788229947739","0.0515791865485117","0.0779220779220779","0.103896103896104"
"int141","G-12","1042","12445.5399761408","3938.58270133816","14708.2872292004","6339.34613457276","9685.98796455911","1308.30283523127","0.642702702702703","0.0683783783783784","0.288918918918919","5039.75413349764","11210.9778573035","1192.75752644986","93.5584658559401","42.0580319596299","86.7826086956522","9.23338940285955","9.22170252572498","38.9644268774704","1.16814500882129","0.926823141244125","0.934110500212516","-0.850584394760167","-0.741712361051642","0.0542928558893079","-0.00614334198582833","0.516557947335624","0.384116743398055","0.927826519974648","0.911901929924208","-0.877950508256127","-0.830044334864547","0.0593517041714574","0.0200973301798253","0.438421555866959","0.378546940580951","0.927653206642536","0.937142189731888","-0.843814938873749","-0.791956354571828","0.134014182794516","0.027029255794166","0.515469810337607","0.467110210709593","0.0449438202247191","0.0243445692883895","0.0193521245267143","0.0193521245267143","0.0753968253968254","0.0396825396825397"
"int142","D-3","1042","9699.63264505379","1097.33371290419","13008.7974142313","3285.26924087771","44723.3303734288","38400.9695829204","0.773467916366258","0.0317231434751262","0.194808940158616","7024.64815363516","27890.6089534411","1143.91013604718","205.863804589193","51.850298284862","209.827272727273","8.60589112602535","9.17468541820873","56.3409090909091","0.891886496119774","0.926938515836789","0.892444656778667","-0.920132964506137","-0.72100473664415","-0.0212426991975193","-0.0022824432743084","0.521733368468348","0.382406470429155","0.939311173261178","0.939675915895936","-0.9252768427716","-0.848265113701428","0.00954348476386642","-0.00285092691024994","0.441521914139329","0.362845931084581","0.942456022155984","0.86922548981054","-0.845456288821622","-0.764651513819474","0.12330197080103","0.0901654866836659","0.509603477913126","0.448041000229265","0.0385185185185185","0.0577777777777778","0.0192056684691404","0.090434458325564","0.0547945205479452","0.0091324200913242"
"int143","J-13","1042","18589.7296151","10036.216142031","12595.5218633531","5369.69538898498","7720.33917054569","-71.2574164052221","0.222053951727402","0.0469474680548983","0.7309985802177","34964.385486431","10621.0602552334","2245.54385617892","74.6204842677716","245.644501278772","76.3729838709677","16.1470588235294","16.1649618024084","251.695564516129","1.01474958782252","0.944427365415108","0.954096040401136","-0.946477206614153","-0.902873106096324","-0.115578580967734","0.0289638943170718","0.49435099049815","0.429768256645225","0.947713250860636","0.952064273635489","-0.945695675620423","-0.84249180176735","-0.117904346514289","0.0603558396955929","0.518171290435011","0.427099387852279","0.944143256794313","0.945652712609976","-0.803765467322634","-0.922701585832245","0.115051385357681","0.0696962350309539","0.47459913453436","0.536205780321632","0.0168350168350168","0.0174825174825175","0.0238805970149254","0.0230277185501066","0.0686868686868687","0.0666666666666667"
"int144","H-12","1042","9485.04234363139","1098.46397634242","17587.775569814","9185.47490516771","11867.0380540829","3844.54093962966","0.517186250999201","0.138689048760991","0.344124700239808","4317.5897080139","6488.92111750289","1740.07390090688","50.6225319396051","33.6839258114374","51.7262247838617","13.870942812983","14.0905923344948","34.9625360230548","1.37951951697982","0.934771288371806","0.907959283942087","-0.822763379548401","-0.815194298123079","0.00695996807343737","0.0132249477475632","0.480410487395624","0.409345165120257","0.938884749043849","0.931800569791843","-0.822966574339653","-0.764109141993312","0.021322183734227","0.0909426804545694","0.444264125686511","0.419558085318126","0.937154321998154","0.884382084805779","-0.810345471243175","-0.811584977446768","0.146048174985531","0.045276905813655","0.50027960284409","0.482188265178913","0.0395348837209302","0.0116279069767442","0.0262954369682908","0.0293890177880897","0.0722543352601156","0.023121387283237"
"int145","F-7","1042","16430.3173732669","8081.69059830892","9421.70508867851","1483.94429314209","13490.6183624973","5623.45850372041","0.38568101017531","0.0415593968370725","0.572759592987618","21919.6549794378","14760.1101381231","1590.48866396177","125.272688356164","186.037190082645","125.495575221239","13.5228862047044","13.8512414383562","190.882005899705","1.17260840147873","0.951374390292577","0.950243865942324","-0.932092801199968","-0.807796282478987","-0.0436946831728709","0.0339432337340463","0.530986638159226","0.407691347263651","0.946522620473567","0.950449935997273","-0.952161754401617","-0.880714937470926","-0.0714185953672225","0.00262749940420589","0.542413006085046","0.40024581544734","0.956158344021281","0.951389732150611","-0.881448695728103","-0.883392697056696","0.148923702264439","0.0953326521142435","0.480113536869835","0.518213865666799","0.0331834724898309","0.0158424320274031","0.0400635930047695","0.0171701112877583","0.0384615384615385","0.0532544378698225"
