TMA.core,Area.µm.2_Max,Area.µm.2_Min,Area.µm.2_Mean,Area.µm.2_CoV,Length.µm_Max,Length.µm_Min,Length.µm_Mean,Length.µm_CoV,Circularity_Max,Circularity_Min,Circularity_Mean,Circularity_CoV,Solidity_Max,Solidity_Min,Solidity_Mean,Solidity_CoV,Max.diameter.µm_Max,Max.diameter.µm_Min,Max.diameter.µm_Mean,Max.diameter.µm_CoV,Min.diameter.µm_Max,Min.diameter.µm_Min,Min.diameter.µm_Mean,Min.diameter.µm_CoV,chullLength_Max,chullLength_Min,chullLength_Mean,chullLength_CoV,chullArea_Max,chullArea_Min,chullArea_Mean,chullArea_CoV,elongation_Max,elongation_Min,elongation_Mean,elongation_CoV,FD_Max,FD_Min,FD_Mean,FD_CoV,convexity_Max,convexity_Min,convexity_Mean,convexity_CoV,curvMeanStat,curvMinStat,curvMaxStat,curvStdStat,n_protrusion_Max,n_protrusion_Min,n_protrusion_Mean,n_protrusion_CoV,n_indentation_Max,n_indentation_Min,n_indentation_Mean,n_indentation_CoV,MOI_Max,MOI_Min,MOI_Mean,MOI_CoV
A-7,472.886,4.7042,42.2991372,0.55267939,78.0078,9.1959,23.807033,0.259140349,0.985,0.2262,0.876411224,0.103267344,1,0.573,0.989967726,0.041662042,26.9157,3.1708,8.921251958,0.271101754,21.9996,1.9011,5.906011561,0.287749693,171.8204877,19.90148103,52.2659943,0.259707957,2294.19735,25.5402,206.8332329,0.547617728,3.377221579,0.417577873,1.451973147,0.286496643,1.073420694,1.073420694,1.073420694,0,2.203509918,1.645525028,2.195420541,0.016888319,0.15619306,-0.22206375,1.206241008,0.198763234,3,0,0.121756487,3.437069141,0,0,0,0,-7323291001,-6.77073E+11,-63248558642,-0.549590357
C-6,164.3257,4.6952,24.72519571,0.559635268,49.661,8.3628,18.61729137,0.262655966,0.9787,0.1921,0.844467048,0.125250628,1,0.5307,0.984850908,0.05260034,19.6366,3.0132,7.088483389,0.283762286,12.247,1.891,4.446855153,0.278401756,109.3362842,18.41890916,40.77017493,0.261794143,802.19935,22.77645,121.5921421,0.553866631,3.922156027,0.364101342,1.511506479,0.316726173,1.073420694,1.073420694,1.073420694,0,2.2032879,1.563553343,2.190816623,0.021606596,0.204214352,-0.2456696,1.8250977,0.283870308,4,0,0.199825328,2.741844348,1,0,8.73E-05,107.0046728,-6511167176,-2.45319E+11,-34895444565,-0.563231278
A-11,338.4976,4.8015,22.70990844,0.768301494,67.6943,8.6507,18.18032217,0.31531828,0.9806,0.1787,0.801794464,0.158939386,1,0.523,0.9775897,0.062695434,25.0357,3.0228,7.09554875,0.347087122,17.7063,1.8357,4.036263683,0.319492339,149.1026301,19.05796867,39.70834978,0.314831087,1642.1931,25.04965,112.4655235,0.76008692,4.496805894,0.314664386,1.697257245,0.374029188,1.073420694,1.073420694,1.073420694,0,2.203432699,1.628051606,2.185191984,0.026226708,0.223138405,-0.411350915,2.558828924,0.377206689,5,0,0.297474153,2.200222263,0,0,0,0,-3397974251,-2.37482E+11,-16346526909,-0.757939836
G-9,534.4466,3.4275,25.81577256,0.8242163,83.0999,7.5578,18.22962328,0.355175497,0.9833,0.1938,0.864725107,0.103602384,1,0.5285,0.991725443,0.038471762,29.2209,2.8065,6.8580832,0.368811455,23.4039,1.8701,4.494220123,0.371213797,183.0355087,16.64987182,40.03001772,0.354925509,2592.8408,17.72395,126.1424611,0.821718534,4.180098141,0.41236387,1.434571958,0.312258208,1.073420694,1.049767837,1.073345634,0.001239533,2.203170634,1.609384836,2.196217846,0.017025239,0.207003481,-0.18754241,1.387079317,0.235781723,4,0,0.121523241,3.501718653,0,0,0,0,-1784915774,-2.68531E+11,-13970776435,-0.830916188
I-6,417.541,3.2158,27.58096615,0.988128873,92.5942,8.1631,18.34553032,0.42819946,0.9837,0.2665,0.870474087,0.097184894,1,0.5654,0.990822878,0.039456222,37.1532,2.9118,6.862855368,0.450430568,18.1487,2.0387,4.580714874,0.419526695,198.7275914,17.53888924,40.28441258,0.428704141,2300.15365,20.1782,134.8538174,0.986882694,3.795019157,0.373387347,1.375760737,0.304908105,1.073420694,1.073420694,1.073420694,0,2.203130665,1.710483796,2.195910962,0.015382209,0.209149437,-0.150726883,1.36570451,0.230165894,4,0,0.125729099,3.385945137,0,0,0,0,-1916097137,-2.66911E+11,-15808184063,-0.992814972
G-10,281.0425,3.3399,29.12130664,0.72254192,65.9956,7.384,19.59695126,0.328823515,0.9852,0.1789,0.85757578,0.11968481,1,0.4935,0.988763918,0.044190533,27.153,2.8448,7.397104292,0.34118324,17.3507,1.7519,4.771547069,0.357169946,145.3424604,16.26230169,42.98661514,0.328883284,1369.04855,16.1993,142.6258098,0.717721938,3.659693863,0.33739685,1.482052594,0.331852624,1.073420694,1.073420694,1.073420694,0,2.203046969,1.507350973,2.193931422,0.019284157,0.194407391,-0.276836218,1.471551056,0.245654193,4,0,0.144049275,3.26423309,0,0,0,0,-1532828315,-1.33807E+11,-13074337195,-0.72409758
H-5,385.8519,3.7754,29.53446242,0.721524063,71.9459,8.6277,19.68040966,0.307378213,0.9849,0.2928,0.872989845,0.100844785,1,0.5773,0.989691436,0.042830019,27.3748,3.1179,7.34124555,0.319470595,20.179,1.8842,4.939770222,0.324814683,158.404615,18.72673722,43.19572836,0.307717513,1880.0371,21.0621,144.4855702,0.716862758,3.298822752,0.444617219,1.393544032,0.286080639,1.073420694,1.073420694,1.073420694,0,2.20306978,1.700306089,2.194958766,0.01698891,0.189796294,-0.192783203,1.401486372,0.230202392,4,0,0.12868398,3.332780409,0,0,0,0,-3084220486,-2.95616E+11,-23554602964,-0.72190857
I-13,176.8788,4.5324,20.74112163,0.577723536,95.1242,8.4883,17.25434462,0.27994951,0.9808,0.1989,0.834005426,0.125930788,1,0.5178,0.988335344,0.046236166,35.4068,2.9544,6.680558382,0.31307982,11.594,1.9266,3.973086555,0.259138056,178.5342615,18.69808196,37.82942489,0.274138117,1587.4572,24.529,102.0372128,0.610459227,3.637808325,0.398603666,1.593992167,0.34794868,1.073420694,1.073420694,1.073420694,0,2.202843498,1.450028155,2.194219508,0.019759926,0.216866395,-0.178230357,1.63394737,0.267568942,4,0,0.161579457,2.939843988,0,0,0,0,-402901068.3,-17914004614,-2159560381,-0.593377762
H-11,322.6556,4.6575,29.698397,0.940438748,71.5365,8.7254,20.19802231,0.407685085,0.981,0.2042,0.806149521,0.147251278,1,0.5071,0.980093139,0.058097105,29.3154,2.9577,7.89723893,0.423201492,17.7421,2.014,4.462295951,0.412909064,155.7764172,19.21705653,44.10847439,0.401951756,1570.20125,25.8665,147.5696895,0.940757343,3.924711761,0.382618449,1.704668635,0.349406648,1.073420694,1.073420694,1.073420694,0,2.202927652,1.465637171,2.187853552,0.024869078,0.208278845,-0.331472426,2.052259135,0.319942384,4,0,0.251225229,2.382409827,0,0,0,0,-1374214199,-1.0498E+11,-8778144771,-0.959873049
E-4,240.109,3.3972,18.88226434,0.775621863,60.276,7.4773,16.18720404,0.313458916,0.9815,0.2068,0.841210067,0.119807397,1,0.568,0.988605577,0.046305033,24.786,2.5875,6.205837644,0.348534295,16.1094,1.8968,3.821793809,0.293860639,132.7648107,16.46758161,35.49261904,0.311644651,1164.9082,18.34445,92.68462888,0.774884048,3.999659958,0.388305256,1.512864749,0.347024084,1.073420694,1.073420694,1.073420694,0,2.203340311,1.588036741,2.193925074,0.01929264,0.229635929,-0.225300158,1.765954365,0.28551367,4,0,0.163596828,2.934630959,0,0,0,0,-4932242192,-3.48162E+11,-26582623571,-0.779021705
D-12,195.0538,2.9934,21.75306743,0.565605047,67.7307,7.7617,17.38717162,0.268597118,0.9773,0.2511,0.851595519,0.119465257,1,0.5493,0.985774323,0.052139816,24.1594,2.8532,6.57253666,0.297735167,13.0749,1.835,4.220660465,0.263644856,125.6959433,16.34428386,38.08800002,0.267981022,948.6457,16.5335,106.8799306,0.561898163,3.688992394,0.384284858,1.450850632,0.317343516,1.073420694,1.073420694,1.073420694,0,2.202998445,1.669141707,2.19132145,0.021472271,0.214058082,-0.219053357,1.790047514,0.280184126,4,0,0.183923343,2.869770238,0,0,0,0,-1060240402,-81019650755,-8117343800,-0.578564556
G-8,349.6043,5.5817,25.4410507,0.709557925,76.0665,9.1664,19.41607339,0.28389904,0.9714,0.2544,0.798799558,0.144096461,1,0.5785,0.98493957,0.048090064,32.5303,3.4663,7.720161188,0.305641057,13.6667,1.9915,4.160963148,0.304663053,167.542626,20.19120122,42.55537122,0.281006142,1696.09685,27.08195,125.4127144,0.712043822,3.758525115,0.426891494,1.832760375,0.334421154,1.36923381,0.977098155,1.073127394,0.01606888,2.203028105,1.654593362,2.193197976,0.019360726,0.20646644,-0.257575482,1.922547205,0.303906555,5,0,0.214285714,2.65141644,0,0,0,0,-3727937506,-2.43039E+11,-16967395934,-0.728755087
H-4,228.5538,4.3554,24.08572906,0.810016029,70.205,8.7215,18.32343043,0.347576273,0.98,0.1941,0.82786398,0.132680702,1,0.513,0.984855,0.052903717,26.7988,3.0315,7.090750652,0.375954397,16.2078,2.1414,4.196833896,0.326278094,138.956876,19.20855712,40.09341647,0.342457331,1145.9798,25.36995,118.9109634,0.814598234,3.938921603,0.31456198,1.597441037,0.342118179,1.073420694,1.073420694,1.073420694,0,2.203269071,1.501192687,2.19088052,0.023405474,0.213030843,-0.291197734,1.88640293,0.297230533,4,0,0.190635452,2.7495268,0,0,0,0,-4097321662,-2.12657E+11,-21503473407,-0.799652203
I-5,255.489,3.9427,25.67495039,0.945224652,71.9931,7.8539,17.7778196,0.419764608,0.9851,0.2505,0.870042033,0.100648767,1,0.5506,0.990942697,0.039820469,23.785,2.8196,6.640316381,0.441979323,17.5257,1.924,4.449983679,0.411784612,141.0043284,17.29865377,39.03186704,0.419279192,1502.46285,19.7127,125.5919512,0.944557762,3.748550969,0.439872797,1.367346225,0.321426838,1.073420694,1.073420694,1.073420694,0,2.203103055,1.660080482,2.19607598,0.015692433,0.213878152,-0.148901558,1.393207953,0.232243722,4,0,0.121559633,3.466270986,0,0,0,0,-2411918071,-1.64083E+11,-16492900443,-0.94529638
E-1,100.2945,2.1788,14.75685234,0.336699368,55.082,6.9981,14.24314963,0.153177248,0.9806,0.2982,0.892253076,0.087464843,1,0.5619,0.988344304,0.046777729,19.5983,2.5611,5.089225424,0.172288923,10.2462,1.6445,3.865575025,0.153332112,100.1873406,14.64716074,31.24916917,0.153275706,533.59605,13.0106,72.26151366,0.329505514,2.982899978,0.499888101,1.166118906,0.207365311,1.073420694,1.073420694,1.073420694,0,2.203661946,1.555230811,2.194038875,0.016643922,0.232940248,-0.118386784,1.480224916,0.244573973,4,0,0.135005819,3.337999353,0,0,0,0,-4027224816,-1.82388E+11,-26587552543,-0.334454498
D-5,456.113,4.7943,37.56369502,0.59342671,83.5371,8.6196,22.2949345,0.276301073,0.9829,0.1968,0.878264815,0.094915105,1,0.5505,0.993645096,0.031478963,31.1966,3.0134,8.367155255,0.282861804,19.1385,1.7211,5.536616328,0.311293518,181.1316392,18.98743401,49.01566763,0.276077013,2272.2887,24.49955,183.2270276,0.592176124,3.708259794,0.435025818,1.455209877,0.299608244,1.321928095,0.953445298,1.071475366,0.015431926,2.203034726,1.61040534,2.198732058,0.012662338,0.164802688,-0.171868672,0.986465308,0.179110716,3,0,0.080836135,4.113512055,0,0,0,0,-6611677921,-6.35287E+11,-53286814187,-0.592354164
I-9,343.7521,5.0821,44.39372426,0.74601335,73.8852,8.9726,24.41409649,0.351490773,0.9855,0.1743,0.844059965,0.132060898,1,0.5147,0.982581163,0.056711646,27.5409,3.2071,9.311615674,0.363248791,18.1437,2.4032,5.760475229,0.370764162,157.2231904,19.76506921,53.39453051,0.347540325,1727.71735,28.12925,219.4451233,0.745435403,3.986259302,0.401928115,1.552893512,0.326937411,1.073420694,1.073420694,1.073420694,0,2.202921434,1.531177482,2.189787578,0.023860747,0.165779573,-0.298047175,1.651637858,0.250315259,3,0,0.184071833,2.753119989,0,0,0,0,-1764187966,-1.26244E+11,-16499106569,-0.755323682
C-5,113.325,4.8095,27.51106036,0.523252461,43.8182,8.8901,19.26614264,0.25383276,0.9846,0.2268,0.874702119,0.097634336,1,0.5485,0.990969349,0.041912832,19.1348,3.0748,7.214993387,0.270783504,11.0353,2.0433,4.804469492,0.26913138,96.39669238,19.58322618,42.30130678,0.254159664,549.7607,26.7687,134.4494372,0.518116731,3.404097701,0.360277884,1.40563421,0.285845675,1.073420694,1.073420694,1.073420694,0,2.203386646,1.568763328,2.195841358,0.016679614,0.188356453,-0.135180636,1.304296056,0.214631137,4,0,0.116803442,3.581907866,0,0,0,0,-7566050179,-1.78877E+11,-43463362070,-0.522523962
E-10,221.3916,3.5769,22.45338745,0.620257262,55.1384,8.2106,17.52666359,0.276438338,0.986,0.2291,0.858584452,0.116960776,1,0.5598,0.983730658,0.055453637,21.0336,2.8017,6.550191104,0.300626914,16.2342,2.0011,4.352660574,0.274483196,121.3815347,18.04954788,38.37151104,0.275977321,1074.0654,20.7274,110.5134994,0.613867691,3.574972558,0.387712633,1.3882695,0.297570484,1.073420694,1.073420694,1.073420694,0,2.203146673,1.644137069,2.190063264,0.021732787,0.211254023,-0.242801763,1.82121088,0.283586789,4,0,0.189417989,2.797025147,1,0,7.56E-05,115.0217371,-2324905401,-1.18831E+11,-13383244207,-0.598875269
A-2,196.5026,5.0283,46.47366434,0.549023863,59.0888,8.601,25.07540481,0.275211333,0.9837,0.1505,0.867178923,0.110398868,1,0.4902,0.98915189,0.045070615,24.8326,3.0661,9.506642784,0.296372889,15.4554,2.3058,6.054362104,0.289121284,129.1979119,18.95170428,55.03139007,0.275472725,996.6123,25.03285,227.455722,0.544062439,3.735679603,0.425884858,1.501315991,0.304357454,1.378511623,0.953445298,1.071727777,0.016430244,2.203430331,1.485216494,2.194834436,0.01860679,0.150395324,-0.188309405,1.159622814,0.188200341,4,0,0.107865598,3.813347028,0,0,0,0,-12378750755,-4.85396E+11,-1.15092E+11,-0.547614342
A-5,263.096,3.7894,35.49311338,0.696418744,74.37,7.8916,21.47193053,0.332293897,0.9846,0.2399,0.868887274,0.106561569,1,0.5483,0.989523605,0.042547389,26.0432,2.8207,8.065840989,0.34590143,15.9894,1.8957,5.304925071,0.351497842,145.7195984,17.37614897,47.1423357,0.332703997,1480.74585,20.05645,173.6286275,0.693946768,3.867793254,0.490311928,1.445109774,0.305940977,1.073420694,1.073420694,1.073420694,0,2.203782451,1.616034315,2.195443874,0.016715691,0.17903954,-0.173693668,1.305852272,0.214904827,3,0,0.120874643,3.498359058,0,0,0,0,-6950401322,-5.06847E+11,-66835792517,-0.697122414
L-8,651.86,5.212,29.83215909,0.574373937,91.1366,8.8127,20.1838007,0.23783954,0.9862,0.1693,0.878264988,0.112478934,1,0.5382,0.98521564,0.052746007,30.3489,3.08,7.418887209,0.253832584,27.6041,2.1645,5.177509962,0.250080658,200.7381293,19.40926354,44.20076909,0.234180218,3162.47375,26.2097,146.9698008,0.573864937,3.442408477,0.323334787,1.339259674,0.295550821,1.073420694,1.073420694,1.073420694,0,2.20289149,1.58913532,2.191666926,0.020212712,0.179414691,-0.222385618,1.506052383,0.234016201,4,0,0.151284109,3.122328033,0,0,0,0,-424107601.9,-42862426719,-3331328520,-0.641740022
K-5,151.4624,3.6475,27.66483506,0.616371752,48.1891,7.9284,19.16818809,0.300203587,0.9858,0.2292,0.865214588,0.110156102,1,0.5425,0.991508993,0.040264908,21.2293,2.8108,7.237768674,0.314896086,11.4807,2.0035,4.688514647,0.326818218,105.9191627,17.46006811,42.09278111,0.300443402,744.24835,20.61505,135.0905292,0.612707465,3.718025735,0.292335712,1.46322123,0.326679174,1.073420694,1.073420694,1.073420694,0,2.203086762,1.575131846,2.195997439,0.016702187,0.19414631,-0.159227832,1.354593316,0.223535078,4,0,0.118080304,3.620851505,0,0,0,0,-1005434501,-50151012881,-8584690843,-0.636596472
C-7,337.255,3.9626,24.28018726,0.589986235,75.6853,8.4914,18.06673855,0.274633633,0.9836,0.2662,0.869767149,0.104226219,1,0.5798,0.98791948,0.049300866,31.4682,2.9354,6.74867639,0.296464109,14.4577,2.1469,4.517416549,0.275548725,165.730787,18.58362928,39.62577648,0.275115471,1683.5929,22.95965,118.9060585,0.584775692,3.529985409,0.421174648,1.380300959,0.282691896,1.073420694,1.073420694,1.073420694,0,2.20327907,1.647973476,2.193288465,0.018959918,0.201927076,-0.168225332,1.505672599,0.242124449,4,0,0.144768386,3.239029806,0,0,0,0,-4695820816,-4.35902E+11,-30097600077,-0.593615938
G-5,168.386,3.2142,21.17947197,0.751217644,52.8962,7.4046,16.61942619,0.345607068,0.9803,0.2931,0.857689057,0.112610131,1,0.5819,0.989979961,0.043472864,22.901,2.6309,6.247710391,0.357757695,13.1947,1.8124,4.105316951,0.36946845,116.0975785,16.30908324,36.46936733,0.345374439,816.9241,17.6959,103.6867988,0.749195634,4.020200057,0.38139817,1.428632091,0.328435783,1.073420694,1.073420694,1.073420694,0,2.203279243,1.711104242,2.194858624,0.017597607,0.226536863,-0.141344642,1.581453196,0.25855177,4,0,0.146775083,3.202233387,0,0,0,0,-3240005071,-1.695E+11,-20140428597,-0.759216679
G-6,193.7283,3.9397,21.67529284,0.613039257,58.4045,8.059,17.13099164,0.283791524,0.9795,0.2301,0.861697755,0.108403662,1,0.5321,0.990107203,0.043388397,25.4023,2.8969,6.451631946,0.303182571,13.79,2.0181,4.216812149,0.292641812,128.6295543,17.75265619,37.5862222,0.282681405,945.1218,21.3604,106.0798876,0.610534031,3.704320346,0.385899812,1.426624759,0.317509823,1.073420694,1.073420694,1.073420694,0,2.203183918,1.534549302,2.194724961,0.01863674,0.213524605,-0.177464422,1.526228414,0.250978712,4,0,0.142305893,3.264845216,0,0,0,0,-3607950686,-1.77824E+11,-18698686657,-0.611808691
L-4,2388.3501,5.1923,33.61174566,1.081525151,218.9536,8.8141,21.07382789,0.298955366,0.9851,0.3235,0.87259305,0.107472867,1,0.5935,0.990516805,0.040418824,87.8928,3.1431,7.89082545,0.313075558,43.4374,1.9148,5.235656017,0.321171731,471.8076736,19.413118,46.28580661,0.298873669,12917.88775,25.97985,164.4315533,1.164540769,3.514660991,0.46338651,1.450709591,0.306365805,1.073420694,1.073420694,1.073420694,0,2.203137361,1.716354611,2.196059537,0.016015006,0.176374419,-0.181119579,1.28539923,0.211010404,4,0,0.114626556,3.618680716,0,0,0,0,-771923509.2,-6.02338E+11,-6875164196,-1.301971456
I-7,247.047,3.4351,20.59124058,0.978085986,57.6906,8.2917,16.05357821,0.384075069,0.9857,0.2423,0.874442798,0.101007996,1,0.5211,0.98851684,0.046777672,20.8362,2.9111,5.913179384,0.409384183,16.61,1.8897,4.125362521,0.371670748,126.4289018,17.84664948,35.22009928,0.384859988,1198.5503,19.90485,100.7997681,0.971766196,3.770324846,0.345428033,1.296040863,0.291788198,1.073420694,1.073420694,1.073420694,0,2.203027659,1.542505173,2.193930412,0.017724254,0.22683613,-0.160915441,1.523508636,0.250856416,4,0,0.139735255,3.270805134,0,0,0,0,-1683492316,-1.23325E+11,-10214553213,-0.996697799
K-6,156.219,3.5603,24.17817289,0.669286418,50.5324,7.8625,17.87034685,0.312995728,0.9859,0.2147,0.862306584,0.115682362,1,0.5422,0.988981931,0.046712225,20.9791,2.7032,6.70892363,0.325001116,11.5914,1.6769,4.417756274,0.338200205,111.2061782,17.31837092,39.20313122,0.312800159,767.64255,20.2899,118.2910976,0.665385373,3.815197237,0.367553401,1.432147062,0.322165017,1.073420694,1.073420694,1.073420694,0,2.203025365,1.616971247,2.193919891,0.019400936,0.209401747,-0.152013948,1.534340098,0.246968619,4,0,0.143292983,3.276353141,0,0,0,0,-860686985.4,-40751941825,-7162248852,-0.71546745
G-7,170.1121,4.5562,27.65844593,0.560489065,60.7761,8.6568,19.26081804,0.268666072,0.9847,0.2046,0.87510553,0.10091239,1,0.5508,0.990877695,0.041419126,22.2392,3.0601,7.203917215,0.285979379,13.8092,1.7922,4.811931196,0.28196722,117.0604397,19.06643934,42.28622917,0.267871061,831.70175,24.9477,135.2296628,0.558652828,3.932506848,0.395064616,1.40532119,0.298055012,1.073420694,1.073420694,1.073420694,0,2.20314829,1.594358799,2.195822544,0.016554603,0.188536528,-0.176900262,1.265480699,0.213969425,4,0,0.112798516,3.634028034,0,0,0,0,-3167624834,-1.25424E+11,-20534824291,-0.557612868
H-3,2563.7136,2.8783,17.10577575,1.88291955,270.8114,7.2856,14.91980112,0.345924523,0.9837,0.2958,0.87342216,0.096228086,1,0.5793,0.98993401,0.044602216,95.3499,2.6471,5.506242145,0.364635801,56.8403,1.6714,3.828847639,0.331187877,518.6732824,16.04763049,32.74445217,0.338487876,17914.2084,16.3843,84.10196722,2.320784959,4.13633313,0.336481238,1.299114805,0.284163768,1.073420694,1.073420694,1.073420694,0,2.203794741,1.42530041,2.195058472,0.016997399,0.236375617,-0.164841503,1.552694187,0.257720601,4,0,0.132037437,3.391921328,0,0,0,0,-2861628244,-2.70328E+12,-16842828124,-1.998565035
I-3,248.5163,2.4968,17.69820723,0.72925573,83.92,6.6548,15.88909889,0.308448822,0.9799,0.1502,0.819123469,0.14991724,1,0.5137,0.982872415,0.059188032,25.9901,2.5299,6.128631473,0.333190368,18.7219,1.5152,3.659553529,0.317611346,155.72294,14.66155551,34.73502742,0.304663802,1639.2908,13.43945,87.31314052,0.73940821,5.416974726,0.360094468,1.60244245,0.365042937,1.073420694,1.073420694,1.073420694,0,2.203575193,1.555111312,2.188130218,0.026642844,0.242761693,-0.412874929,2.256717913,0.354882648,4,0,0.233051382,2.540263723,0,0,0,0,-1977133890,-2.17056E+11,-14177335467,-0.748754739
L-2,167.7134,3.4662,29.32754636,0.540907732,51.6792,8.4605,20.20826888,0.265541904,0.9822,0.2109,0.845198719,0.121406357,1,0.5762,0.989285797,0.041492017,18.0195,3.0025,7.758047547,0.283043636,12.6558,1.9904,4.747662906,0.29885707,105.274878,17.88431851,44.35666811,0.265585569,813.66115,20.70685,143.5838767,0.537487594,4.525126422,0.449106088,1.587621577,0.327002751,1.073420694,1.073420694,1.073420694,0,2.203347291,1.666559708,2.195187272,0.017467885,0.186957824,-0.292958211,1.454859407,0.245029101,5,0,0.1471875,3.174866867,0,0,0,0,-849797424.8,-39123357983,-7546802993,-0.565609178
H-2,289.6417,4.142,22.39660817,0.556962976,63.5555,8.5882,17.42166135,0.262328844,0.9839,0.1983,0.871163677,0.09951588,1,0.5484,0.991697702,0.040069482,24.455,2.9272,6.527281969,0.282908518,15.6307,2.1784,4.340766461,0.268919591,139.986528,18.91914417,38.24655439,0.260780019,1405.14905,25.09365,109.477683,0.556488056,3.688494071,0.351454335,1.397183683,0.304234724,1.073420694,1.073420694,1.073420694,0,2.203673264,1.499839704,2.195966011,0.016782399,0.206295938,-0.122771461,1.356804163,0.22604569,4,0,0.122757848,3.458038973,0,0,0,0,-4382907836,-2.9048E+11,-24281611008,-0.556056583
I-2,166.7706,3.7861,19.942826,0.570158522,51.5884,8.3893,17.34640769,0.254662069,0.976,0.1845,0.793723449,0.1711215,1,0.5283,0.977443381,0.061165103,22.0918,2.9485,6.798652795,0.283023355,11.9178,1.5116,3.799133352,0.296786908,113.6273676,18.44962591,37.90558925,0.253707892,809.0845,21.20305,98.72647766,0.563617209,3.992645709,0.340585359,1.773403221,0.3808472,1.073420694,1.073420694,1.073420694,0,2.203490328,1.561106829,2.186202293,0.02512057,0.228384137,-0.577167214,2.743986702,0.407164616,4,0,0.296680207,2.270057463,0,0,0,0,-3063057178,-1.43348E+11,-17305329433,-0.570237495
E-7,385.8654,4.2812,34.80580911,0.672763209,75.0351,8.6599,21.768553,0.309101609,0.9839,0.2071,0.843350421,0.121739458,1,0.5475,0.988090237,0.044789859,27.1836,2.9923,8.378838734,0.323815891,17.7607,1.8335,5.071914183,0.338024937,159.7806359,19.07189755,47.76135038,0.308967468,1874.9742,25.0679,170.4972218,0.668778919,3.884768324,0.387658909,1.605735242,0.322226729,1.073420694,1.073420694,1.073420694,0,2.20316762,1.577364331,2.194177457,0.01875326,0.179283167,-0.234555332,1.463913202,0.237110382,4,0,0.147718238,3.225809402,0,0,0,0,-4529950728,-3.98249E+11,-34385853241,-0.678201932
I-4,158.2451,4.4434,19.0902412,0.472592999,50.0549,8.7619,16.51228172,0.224355381,0.9737,0.2442,0.846993438,0.11558397,1,0.5758,0.990605158,0.038739095,19.9427,2.9825,6.319647362,0.258133138,10.899,1.9368,3.940276042,0.234406288,109.5610865,19.30138117,36.25350402,0.223882553,792.73955,24.1123,93.43433719,0.470901175,5.134355146,0.362565049,1.523878167,0.343801686,1.073420694,1.073420694,1.073420694,0,2.203233831,1.709234684,2.195964824,0.015497049,0.219611902,-0.180798706,1.523643366,0.259206683,4,0,0.14752744,3.085644262,0,0,0,0,-2927910342,-1.05023E+11,-13830056475,-0.476825461
