"","Cell.ID","x.start","y.start","x.end","y.end"
"1",1,13500,1441,13495.0060521056,1441.24593582021
"2",2,13496.3,1375.6,13494.9770916067,1380.42181639871
"3",3,12680.1,1511.2,12680.4367533291,1516.18864683009
"4",4,12801.6,1228.5,12799.880544963,1233.19504785659
"5",5,12936.2,1538.2,12937.4002544061,1543.05380153699
"6",6,12459.2,1293.7,12460.4015894421,1298.55347121272
"7",7,12809.9,1412.2,12812.9245183443,1416.1814932858
"8",8,12395.4,1707.5,12395.7941789749,1712.48443807623
"9",9,13417.2,1499,13417.1672722005,1503.99989288797
"10",10,12910.8,1584.4,12913.803259288,1588.3975534579
"11",11,12867.6,1904.1,12870.7064974642,1908.01786593758
"12",12,12619.2,2014.1,12619.3352163139,2019.09817132044
"13",13,13172.3,1145,13170.1849629993,1149.53063113546
"14",14,12779.5,1190.3,12777.3831789644,1194.82979786559
"15",15,13151.3,1971,13150.3966139218,1975.9177122317
"16",16,12627.6,1916.7,12629.9822951193,1921.09598338995
"17",17,12695.9,1667.1,12691.2834672874,1669.02031916976
"18",18,13396.7,1598.1,13393.8490951448,1602.20759558701
"19",19,12898.9,1783.2,12894.1488961851,1781.64211279626
"20",20,13086.3,1608.9,13084.8130537537,1613.67378161008
"21",21,13334.4,1915.6,13335.7316497264,1920.4194096118
"22",22,13298,1701,13294.2678103335,1704.32727520548
"23",23,13473.6,1551.7,13474.4746991137,1556.62289563778
"24",24,13025.5,2030.2,13026.8399678682,2035.01710349819
"25",25,13122.2,1470.9,13119.8167870636,1466.50451412246
"26",26,12496.1,1576.4,12499.8468819303,1579.71072134139
"27",27,12988.8,1643.2,12989.9442845786,1648.0673003609
"28",28,12808.9,2097.8,12806.401481932,2102.13098227469
"29",29,12794.7,1600.1,12795.057034249,1605.08723636346
"30",30,12705.3,1142.5,12705.3068578117,1147.49999529704
"31",31,12908.6,1468.9,12913.1142735132,1471.04972897089
"32",32,13394.7,1938.2,13398.1714501606,1941.79847659187
"33",33,13482.3,1760,13480.7465897234,1764.75256946425
"34",34,13408.9,1882.5,13411.7893652315,1886.58063335266
"35",35,12980.1,2003.6,12984.4301441481,2006.09997033124
"36",36,12705,1682.9,12709.4657639602,1685.14876682903
"37",37,12937.3,1468,12940.8050362218,1471.56577075589
"38",38,12999.9,1985.2,13004.4908881382,1987.18084479507
"39",39,12824.5,1588.9,12825.4460678173,1593.80967979456
"40",40,12833.4,1668.7,12832.0636846586,1673.51811802558
"41",41,13376.6,1398.4,13372.4853726135,1401.24074663952
"42",42,13105.4,1076.6,13101.9897717155,1072.94345203126
"43",43,13308.1,1784.2,13308.1805459864,1789.19935119231
"44",44,13355.7,1890.5,13354.2059987809,1895.27157839268
"45",45,12667.1,1434.4,12666.3742903851,1439.34705423003
"46",46,13383,1639,13386.8374650133,1642.20528661298
"47",47,13151.6,1910.5,13151.1732909502,1915.48175866405
"48",48,12502.8,1535.3,12504.8217124157,1539.87303825789
"49",49,13075.2,1036.9,13075.3296186938,1041.89831961705
"50",50,13439.7,1768.2,13442.8291139816,1772.09982636664
"51",51,12881.3,1365.8,12880.699003049,1370.76374885192
"52",52,12798.5,1893.5,12796.7616894327,1888.81190055869
"53",53,12574.3,1955.8,12578.9436973505,1957.6536652657
"54",54,13178.9,1138.8,13177.8128863183,1143.68038767343
"55",55,13311.3,1851.3,13310.5541306723,1856.24405490929
"56",56,13177.9,1886.1,13173.7524939187,1888.89252453978
"57",57,12840.3,2124.6,12838.0492015992,2129.0647403686
"58",58,12612.6,1165.1,12612.0877687048,1170.07369270263
"59",59,13328.1,1471.5,13328.9963862502,1476.41899295492
"60",60,12890.3,1487.4,12894.5008275568,1490.11165039009
"61",61,12619.9,1273.3,12619.1248903322,1278.23955514221
"62",62,13012.8,1291.9,13013.5710582072,1296.84018919082
"63",63,12816.3,1419.7,12820.1677118331,1422.86872295662
"64",64,12646.1,1163.9,12649.6543425566,1167.41662465868
"65",65,13064.4,1875.1,13062.3490568727,1870.53999645958
"66",66,12979.9,1884.1,12979.4282522516,1889.07769565782
"67",67,13165,1876.1,13165.7277477608,1881.0467548147
"68",68,12734.9,1851.8,12739.4699186739,1853.82875412849
"69",69,12945.1,1122.8,12945.8751300541,1127.73955194317
"70",70,12648.5,1964.8,12648.7744248343,1969.79246342103
"71",71,12683.3,1894.2,12682.4653122981,1899.12983736449
"72",72,12650.4,1749.1,12654.8353536077,1751.40816775275
"73",73,12811.1,1857.7,12811.3850184568,1862.69186983797
"74",74,12787.4,1184.1,12785.2160174928,1188.59780173064
"75",75,13327.8,1666,13328.3017712391,1670.9747588508
"76",76,13168.8,1603.3,13170.9944405149,1607.79270862914
"77",77,12869.2,1955.6,12865.2496068324,1958.66502754004
"78",78,13082.8,1553.7,13083.7132875571,1558.61588301713
"79",79,12763.9,1386.7,12762.713218177,1381.84288677251
"80",80,12461.5,1281.5,12460.5466161905,1286.40826438895
"81",81,12741.4,1779.4,12745.4624349299,1782.31489664311
"82",82,13209.2,1905,13208.0933054105,1900.12401527017
"83",83,13166.5,1634,13168.1708090557,1638.71257860407
"84",84,12633,1851.8,12631.2386158134,1856.47947921753
"85",85,13007.5,1701,13004.0701744003,1704.63817211741
"86",86,12455.4,1687.8,12453.0448874594,1683.38939404152
"87",87,12999.1,1764.9,12999.8518489006,1769.84314912083
"88",88,12546.3,1413.9,12543.614817539,1418.11779505798
"89",89,13009.8,2088.6,13006.7159148368,2092.53553283636
"90",90,12796.3,1477.9,12800.0057556543,1481.2566910836
"91",91,12497.1,1505.1,12499.1795616781,1509.64702355689
"92",92,13294.5,1764.1,13298.7473243367,1766.73822591506
"93",93,12581.2,1311.7,12583.9136318228,1315.89954787215
"94",94,13105.6,1209,13103.9323454994,1204.28630416058
"95",95,12504.6,1554.5,12506.0580297933,1559.28269266436
"96",96,13012.5,2004.2,13010.9820008421,2008.96399816926
"97",97,12686.3,2064,12683.3825283815,2068.06058608519
"98",98,13162.5,1500.8,13160.2501466081,1505.26521664817
"99",99,13171,1232.7,13170.4112581858,1237.66521732417
"100",100,13004.4,1290.5,13008.3826291588,1293.52302249141
"101",101,12832,1076.2,12833.5097154669,1080.9666297537
"102",102,12602.7,1597.8,12603.3721883156,1602.75461026403
"103",103,12486.5,1782.4,12487.1713353794,1787.35472590648
"104",104,12639.6,1174.6,12637.7680669561,1179.25231354518
"105",105,12602.7,1163.2,12599.4082130131,1166.96352739233
"106",106,12801,1074.4,12800.94541445,1079.39970203289
"107",107,12730.2,2012.8,12726.1877216885,2015.7835587393
"108",108,13280.8,1834.1,13279.3822233424,1838.89477938482
"109",109,12992.3,1960.5,12994.4409177238,1965.01845895189
"110",110,13474.6,1601,13479.5603662621,1600.37169549923
"111",111,12877.3,1794,12874.4340528043,1789.90288556768
"112",112,12595.1,1982.4,12596.2056956358,1987.27621135319
"113",113,12878.4,1282.4,12878.9024329847,1287.37469206041
"114",114,12955.2,1317.5,12955.0087702853,1322.49634178136
"115",115,13294.9,1991.1,13291.2011468458,1994.46429566828
"116",116,12423.1,1611.6,12426.6664098982,1615.10438588596
"117",117,12714.7,1538.7,12716.9249646498,1543.17767041073
"118",118,13322.5,1976.1,13322.3966849678,1981.09893248645
"119",119,12929,2023.2,12932.920221233,2026.30352468721
"120",120,12493.4,1890.2,12489.7881475213,1893.65753115275
"121",121,12876.7,1202.9,12877.0513247008,1207.88764182301
"122",122,13198.8,1926.4,13199.9331781252,1931.26989808276
"123",123,12829.8,1452.9,12832.8135075552,1456.88983360743
"124",124,13029.2,1912.4,13026.4706544084,1908.21064770621
"125",125,12494.5,1722.7,12493.3026970255,1727.55453041883
"126",126,13316.9,1701.7,13317.6397477715,1706.64497454336
"127",127,13001.6,1645.2,13003.4781081187,1649.83386554557
"128",128,13148.2,1582.1,13152.0281657489,1585.3163872588
"129",129,12625.8,1896.7,12627.5522456107,1901.38290885238
"130",130,12980.8,1735.9,12981.7298139897,1740.81278393018
"131",131,12568,1194.4,12566.139544426,1199.04098104467
"132",132,12841.1,1478.2,12838.3339511644,1482.36520993936
"133",133,13225,1326.6,13227.814072377,1330.73291624125
"134",134,13053.7,2064.6,13055.5040863526,2069.26318265053
"135",135,12535.6,1426.8,12532.1807175303,1423.15191729911
"136",136,12652.6,1807.7,12652.2472466607,1812.68754098546
"137",137,12555.9,1188.5,12552.025991351,1191.66102151016
"138",138,13273.2,1887.7,13271.2824941308,1892.31770194378
"139",139,12901.2,1837.3,12904.7437720784,1840.82727649278
"140",140,12760.7,1511.4,12760.1494296197,1516.36959477788
"141",141,12973.9,1605.8,12973.6871536378,1610.79546758833
"142",142,12446,1722.3,12445.5472367351,1727.27945834664
"143",143,13441.4,1587.2,13440.5786764601,1592.13208147164
"144",144,13482.8,1346,13485.8601000126,1349.9542114148
"145",145,12680.8,1150.7,12684.266650615,1154.30310054168
"146",146,12542,1831.6,12537.0317020991,1832.16215297568
"147",147,13399.5,1386.5,13403.0255285522,1382.95448897508
"148",148,12627.8,1932.5,12629.463207692,1937.21526671285
"149",149,13053.2,1070.5,13050.8000382124,1066.11363665232
"150",150,13212.8,1316.4,13212.7485442413,1321.39973522348
"151",151,12903.6,1589.8,12904.9181829992,1594.62311036373
"152",152,12452.1,1399.5,12452.0890688007,1404.49998805087
"153",153,12927.1,1567.5,12922.6098197429,1569.69960934236
"154",154,12626.9,1855.6,12627.4557857439,1860.56901420877
"155",155,13123.6,1752.2,13127.1031710583,1755.76760319208
"156",156,12904.7,1640.5,12900.9036057885,1643.75382712982
"157",157,13228.1,1896.5,13227.3609338542,1901.44507646374
"158",158,13150.8,1090.8,13150.9381685267,1095.79809058123
"159",159,13072.1,1638.8,13076.5211186107,1636.46468198522
"160",160,12719.8,1208.4,12723.9144893859,1211.24094651364
"161",161,13240.1,1891.1,13238.9757974872,1895.97197790536
"162",162,12567.7,1272.6,12567.801020939,1277.59897937282
"163",163,13086.5,1571.7,13087.4263479156,1576.6134386675
"164",164,12978.7,2128.9,12976.3546497032,2133.31580479473
"165",165,12695.5,1646.8,12700.29501066,1645.38300572667
"166",166,13178.8,1660.5,13179.3553819112,1665.46905936096
"167",167,12625.6,1669.5,12624.7481229624,1674.42689613376
"168",168,12861.7,2119,12864.0064158671,2123.43626485325
"169",169,12877.4,1674,12877.6288558116,1678.99475975573
"170",170,12965,1232.2,12969.136147297,1235.00932118806
"171",171,12889.1,1635.8,12885.7646455744,1639.52497125566
"172",172,13277.1,2031.3,13279.2497053289,2035.81428477156
"173",173,12963.6,1311,12961.4763413845,1315.52659630239
"174",174,13197.3,1523.5,13194.9709965103,1527.92444829839
"175",175,12949,1912.2,12949.1897566115,1917.19639794536
"176",176,13334.3,1899.2,13331.7639823537,1903.50913152476
"177",177,12810.5,1914.5,12810.6340478021,1919.49820279568
"178",178,13357.1,1591.2,13359.8569236554,1595.3712554415
"179",179,13072,1907.9,13073.9949240484,1912.48478767676
"180",180,12597.7,2017.5,12602.6184856972,2016.60083458361
"181",181,13162.9,1152.3,13157.9716827954,1153.14361693366
"182",182,12450.7,1715.9,12448.1178330977,1720.18163684689
"183",183,12500,1881.3,12504.3162017557,1883.82396561075
"184",184,12433.8,1549.1,12432.6117352273,1553.95675064523
"185",185,12970.7,1875.1,12972.2763300443,1879.8450167114
"186",186,13012.4,2114.1,13009.5502114503,2118.20837014179
