TMA.core,TMA.set,Kcross.Cancer2lympho,Kcross.lympho2Cancer,Kcross.Cancer2Stromal,Kcross.Stromal2Cancer,Kcross.Lympho2Stromal,Kcross.Stromal2Lympho,cancer ratio,stromal ratio,lymphocytes ratio,lymphocyte.dens,cancer.dens,stroma.dens,cancer.to.lympho.avgCount,lympho.to.cancer.avgCount,cancer.to.stroma.avgCount,stroma.to.cancer.avgCount,stroma.to.lympho.avgCount,lympho.to.stroma.avgCount,ShannonH,DoC_TL_max,DoC_SL_max,DoC_TL_min,DoC_SL_min,DoC_TL_mean,DoC_SL_mean,DoC_TL_Std,DoC_SL_Std,DoC_LT_max,DoC_ST_max,DoC_LT_min,DoC_ST_min,DoC_LT_mean,DoC_ST_mean,DoC_LT_Std,DoC_ST_Std,DoC_TS_max,DoC_LS_max,DoC_TS_min,DoC_LS_min,DoC_TS_mean,DoC_LS_mean,DoC_TS_Std,DoC_LS_Std,localized_TL,localized_SL,localized_LT,localized_ST,localized_TS,localized_LS
I-6,963,7601.872379,-722.9573145,8436.904028,76.38757035,9564.99197,1219.542682,0.51779661,0.087711864,0.394491525,8832.910566,11593.78809,1963.923187,69.09022556,52.63747954,65.39130435,11.07692308,11.26423201,50.66183575,1.318519397,0.933612384,0.936376729,-0.86908936,-0.781492885,-0.007933587,0.072340133,0.457578778,0.401756674,0.9391696,0.939482621,-0.890793691,-0.861497821,-0.017881028,0.047638356,0.44696277,0.38250339,0.922401119,0.925060998,-0.75286053,-0.805026824,0.15125534,0.120246363,0.451996724,0.473010262,0.016129032,0.019354839,0.01965602,0.008190008,0.033980583,0.048543689
I-7,963,7341.170008,-1038.605054,6066.770475,-2348.257908,7299.577008,-1147.131298,0.379742173,0.127440147,0.49281768,12032.04242,9271.327159,3111.425021,55.45665172,71.9699321,52.97976879,17.77982541,17.96786248,69.48265896,1.366748958,0.940029091,0.955073905,-0.8786379,-0.848033033,0.053673813,0.004448719,0.474787034,0.427612049,0.949137565,0.890424444,-0.828746248,-0.783194217,0.108396504,-0.019581669,0.470132752,0.400093981,0.89853875,0.927797293,-0.808254774,-0.866668596,-0.024525531,-0.031436843,0.459670028,0.500282645,0.033657442,0.038893044,0.047572816,0.037864078,0.011594203,0.031884058
J-7,963,6546.609104,-1853.835105,7389.14834,-913.2068141,8420.770417,11.98002768,0.689828504,0.068302779,0.241868717,5515.560004,15730.80867,1557.572568,97.47066015,34.17531076,94.19480519,9.326618088,9.114914425,32.27705628,1.116445908,0.925315045,0.908062869,-0.88810277,-0.667551201,-0.072727004,-0.001922215,0.454728931,0.391974343,0.918270794,0.918521417,-0.875384919,-0.864975233,-0.091321894,-0.008820184,0.399451145,0.362694072,0.913662776,0.858645364,-0.844913356,-0.762987964,0.056106811,0.054001456,0.497006822,0.442345386,0.013463892,0.009791922,0.007718696,0.006861063,0.039130435,0.004347826
K-10,963,7221.223601,-1177.822498,5773.544321,-2057.416582,6791.690328,-1449.603618,0.65558838,0.029788282,0.314623338,8541.40136,17797.92787,808.69293,109.814554,52.70033796,105.3057851,4.78482914,4.813771518,50.84297521,1.043859952,0.939150711,0.947548419,-0.906040234,-0.740959023,0.111581531,-0.037998473,0.538223262,0.399713362,0.941970983,0.945417238,-0.890777169,-0.897432062,0.006021182,-0.068735239,0.50165605,0.349669133,0.910915503,0.956110604,-0.874426506,-0.823287803,-0.014501843,-0.068837055,0.522438241,0.490221427,0.051683634,0.207517619,0.030428249,0.164537941,0.033333333,0.041666667
J-9,963,6744.125774,-1199.905898,4453.19232,-4047.535494,12504.24598,2829.259411,0.511178862,0.429878049,0.058943089,664.2145113,5760.343089,4844.185143,21.37931034,2.465208748,21.57683215,18.14512922,18.43103448,2.527186761,1.199984989,0.95000399,0.890358061,-0.66801355,-0.695794747,0.002681942,0.178410662,0.515856053,0.523324718,0.934924329,0.922246148,-0.685207823,-0.782296367,-0.051771896,0.019048711,0.343755098,0.41094251,0.925057874,0.924564192,-0.828959659,-0.570785748,0.053567712,0.021791346,0.451703395,0.407545483,0.070175439,0.052631579,0.207171315,0.089641434,0.021327014,0.161137441
F-9,963,8774.719316,292.4098227,9006.163841,660.6594872,9365.136165,1256.856026,0.472520531,0.099178774,0.428300695,10951.13468,12081.78281,2535.88222,63.74557522,57.78008021,62.11783439,13.03877005,13.92625369,60.14012739,1.35769123,0.952170959,0.93149288,-0.907473394,-0.837879394,0.194667414,0.134250276,0.494280289,0.440572943,0.95022856,0.957193301,-0.875856021,-0.86693794,0.191030872,0.097167739,0.489361052,0.431010334,0.955867899,0.924865809,-0.835125976,-0.813859243,0.224412141,0.220477913,0.494236054,0.479738566,0.080442804,0.033210332,0.081605351,0.036120401,0.07028754,0.079872204
G-1,963,6347.56464,-1965.152711,13266.17794,4579.093938,8602.073134,-1.60334629,0.398865784,0.258979206,0.342155009,2366.847996,2759.143244,1791.481632,14.8038674,12.69905213,17.2189781,11.17772512,8.839779006,11.67883212,1.463025946,0.937691585,0.927617843,-0.668426104,-0.641828826,-0.005468462,0.021369946,0.423671877,0.41202414,0.926375139,0.928372154,-0.722194825,-0.662996645,0.006554037,0.125245451,0.404626665,0.416895243,0.916070803,0.9187084,-0.700952373,-0.669481456,0.167947343,0.050414652,0.460882931,0.447124461,0.033240997,0.024930748,0.045130641,0.026128266,0.065934066,0.036630037
F-2,963,6031.071492,-2348.991578,7673.501494,-700.3649747,8852.576628,486.3424468,0.396403896,0.044035628,0.559560476,33440.07793,23689.62379,2631.627674,186.8823267,263.8086938,190.241966,21.13460731,22.07155608,280.4555766,1.189060807,0.947558106,0.96465675,-0.959805734,-0.918854402,-0.199407755,0.028491473,0.514069169,0.429643541,0.94661288,0.942673133,-0.954143163,-0.929966932,-0.180156397,0.010389522,0.535704071,0.419644705,0.939850758,0.967510764,-0.919805469,-0.927470998,0.041898504,0.031368983,0.514882238,0.53135991,0.023508406,0.018003273,0.02226423,0.012602394,0.049242424,0.058712121
B-10,963,6667.771162,-1693.021158,7481.034962,-904.8715487,6090.226297,-2302.306594,0.529437229,0.1002886,0.37027417,14328.09144,20487.04891,3880.757425,175.9910366,123.0834015,180.1179856,34.11883347,38.1309431,140.7784173,1.307205464,0.937570005,0.922232065,-0.935075441,-0.923007122,-0.193584498,-0.131918353,0.532643932,0.409750825,0.923879995,0.930592221,-0.942376282,-0.911366578,-0.133150565,-0.023587869,0.483463563,0.424879702,0.926892084,0.927889931,-0.914828388,-0.938113396,-0.047282413,-0.18114139,0.505376567,0.466103751,0.023001949,0.00545809,0.013631407,0.010905125,0.034582133,0.010086455
E-6,963,8543.924203,143.1931405,11717.66213,3316.522029,14012.67247,5607.456998,0.583857442,0.099318658,0.316823899,5756.286106,10607.94495,1804.493329,82.05789909,44.52827648,87.95778364,14.96229803,14.66583954,46.78364116,1.284337688,0.943310142,0.948313981,-0.863506708,-0.813796968,0.068542883,0.16887867,0.498967054,0.422234169,0.941379635,0.949620105,-0.899402348,-0.800756825,0.040574886,0.125687816,0.459819989,0.401285303,0.943950731,0.946284109,-0.802762645,-0.682763665,0.179932153,0.180194657,0.481657594,0.449724665,0.04718543,0.035596026,0.033677593,0.023798833,0.071428571,0.066137566
H-7,963,5995.888197,-2413.122556,7948.538222,-453.9364129,9342.536941,965.9719115,0.552036199,0.135984758,0.311979043,7823.85878,13844.04935,3410.246842,90.62061069,51.21397757,89.21015762,21.97627265,25.91603053,59.45709282,1.362469796,0.939901664,0.960534477,-0.88421887,-0.846776161,-0.086395217,0.123307636,0.516601469,0.459566106,0.935838504,0.938125281,-0.89234151,-0.871632575,-0.099709241,-0.017489072,0.443966611,0.430041998,0.936622081,0.963376295,-0.864703764,-0.85826496,0.080785763,0.084005284,0.523713778,0.494974765,0.0473644,0.037433155,0.022011221,0.022011221,0.059649123,0.052631579
B-4,963,6592.535266,-1782.86336,7551.307507,-814.6257577,11099.52876,2645.096891,0.458162668,0.050029257,0.491808075,10326.08746,9619.662676,1050.422936,69.67459845,74.79118774,72.66666667,7.9348659,9.48364069,93.22807018,1.19001093,0.913451444,0.894088544,-0.897441639,-0.840203194,-0.081232122,0.009805992,0.448677308,0.356903546,0.924190001,0.9190315,-0.889887415,-0.737349361,-0.024939556,-0.00797504,0.431426868,0.357199992,0.924031396,0.920105957,-0.749504548,-0.83522359,0.019491349,-0.002079597,0.502283121,0.494040429,0.011904762,0.020833333,0.01086262,0.038338658,0.035294118,0.023529412
F-1,963,10387.72864,2046.849116,10813.95476,2644.371162,11154.77169,2949.785812,0.435152582,0.128814554,0.436032864,9985.500689,9965.341536,2949.956126,64.61843876,64.74915711,63.19589977,18.70734997,18.39165545,62.25512528,1.420023374,0.951089409,0.945624502,-0.873495258,-0.851093823,0.198528231,0.180174694,0.496775041,0.456038848,0.94757267,0.958111178,-0.887023412,-0.86448215,0.142621618,0.152580354,0.502966592,0.44122612,0.95131367,0.941237537,-0.754142858,-0.892746049,0.271786284,0.201038124,0.465579468,0.488455338,0.072727273,0.041077441,0.059379217,0.041160594,0.086757991,0.089041096
B-2,963,6727.811535,-1691.63359,9312.055527,955.4729649,16755.67658,8395.533211,0.276114844,0.072490328,0.651394828,17309.3378,7337.124743,1926.265788,63.49234136,149.7883481,59.10674157,15.51843658,16.95654892,152.3707865,1.098883217,0.933697169,0.973864877,-0.925636923,-0.925078099,-0.097567596,0.162444669,0.484577637,0.438717721,0.935614723,0.921297289,-0.935638487,-0.816843177,-0.004164956,0.017952861,0.473916138,0.403338283,0.917043782,0.963540536,-0.716144306,-0.90515334,0.120040833,0.16743148,0.474930705,0.527106532,0.020325203,0.036585366,0.026568266,0.033210332,0.056338028,0.081690141
C-5,963,6117.244043,-2274.11715,11236.35088,2791.854216,10722.6362,2275.465088,0.393858665,0.039399888,0.566741447,26342.90074,18307.07773,1831.359503,137.9430975,198.493414,144.0711744,14.41224635,13.69717961,197.024911,1.159975346,0.94078738,0.967606792,-0.929299917,-0.910198166,-0.137607432,0.065279039,0.523847486,0.451920407,0.952110872,0.958489858,-0.930479849,-0.862977962,-0.135711494,0.077385362,0.502010604,0.413286635,0.959662445,0.967606792,-0.884669223,-0.890411249,0.253257384,0.178224704,0.484275706,0.538855944,0.027715912,0.061370948,0.022435897,0.031339031,0.107142857,0.132142857
A-9,963,8959.951576,526.5576557,11929.29693,3582.609292,11994.52021,3806.859864,0.480128894,0.081274615,0.438596491,6194.851723,6781.466254,1147.943952,56.9722449,52.04474273,54.50660793,9.226696495,9.89877551,53.4185022,1.268665595,0.920436245,0.954268673,-0.909348105,-0.768942846,-0.001666451,0.033342546,0.483805117,0.410461773,0.940931315,0.948639798,-0.910816383,-0.939053567,-0.035827097,0.059224103,0.507264898,0.419597701,0.946447804,0.951437015,-0.814224694,-0.845238436,0.167189112,0.201245619,0.485278652,0.504925053,0.02369281,0.026960784,0.038059701,0.028358209,0.092920354,0.115044248
B-3,963,7792.690963,-569.3969289,6856.782766,-1548.365267,9235.943277,757.7560139,0.608851285,0.054669704,0.336479011,4854.167306,8783.507766,788.6848234,68.25145068,37.71886692,64.6547619,5.80545163,6.051257253,37.24404762,1.176018789,0.911280495,0.924227057,-0.86126267,-0.721645548,-0.037103483,-0.044608884,0.425530391,0.35354896,0.92149518,0.903002612,-0.845182402,-0.84736191,-0.014666985,-0.049710224,0.40253625,0.338067305,0.939802091,0.938358969,-0.850386478,-0.73810221,-0.069008935,0.012237515,0.483199019,0.465999099,0.010648596,0.057115198,0.009090909,0.061497326,0.011976048,0.047904192
C-8,963,6169.607946,-2219.87933,6599.995,-1776.772362,10629.88212,2223.770123,0.55952381,0.113240418,0.327235772,8010.633437,13696.97483,2772.091429,81.09671695,47.4291645,80.27179487,16.2459782,19.03815439,55.01538462,1.325322639,0.923555401,0.914819475,-0.884048659,-0.806516103,-0.108473224,0.028447114,0.469073077,0.402474922,0.923555401,0.900087601,-0.896594414,-0.872837463,-0.047996962,-0.030147149,0.436407587,0.395264408,0.88663517,0.919638782,-0.889569171,-0.8157438,0.027752667,0.0355448,0.485748218,0.462598061,0.015097691,0.010657194,0.010903427,0.001557632,0.020565553,0.025706941
I-8,963,7228.636186,-1267.575668,6893.228561,-1501.503053,10233.04016,1865.665259,0.482327182,0.158273381,0.359399437,7037.960775,9445.200622,3099.39787,56.84247171,42.35538262,57.62648221,18.90985733,20.51523064,46.58498024,1.434894319,0.941780552,0.933867689,-0.888669895,-0.813831192,-0.027914556,0.14727298,0.517131705,0.442257828,0.945398166,0.940347795,-0.8877708,-0.825176596,-0.008336154,-0.005051455,0.480222161,0.426023831,0.940583333,0.93848494,-0.817345846,-0.777938452,0.019256877,0.136926023,0.480660161,0.466852049,0.033972125,0.066202091,0.042829332,0.028552888,0.035643564,0.059405941
D-9,963,6764.281722,-1632.769946,7260.097493,-1056.508683,10756.11058,2411.683094,0.689777964,0.024926686,0.28529535,7272.947468,17584.29957,635.4484204,147.030837,60.81354388,144.0084034,5.204069238,5.572687225,63.78151261,1.012809926,0.884522457,0.882218962,-0.8985645,-0.694832943,-0.098608437,-0.000982907,0.437315343,0.356710797,0.88879571,0.924199573,-0.878083016,-0.815214167,-0.085100204,-0.021759821,0.395388366,0.306489849,0.932576004,0.927879909,-0.799931812,-0.724130937,0.066375836,0.10572026,0.476954617,0.504996492,0.007347539,0.157972079,0.003037667,0.154313487,0.050847458,0.059322034
A-5,963,13584.49125,4891.100019,14206.83538,5509.789661,16809.94291,8521.895862,0.538779402,0.134456453,0.326764145,4857.59411,8009.359939,1998.79602,74.00680934,44.88436578,66.78723404,16.66666667,17.18677043,41.76832151,1.371750333,0.930490875,0.942201194,-0.91609564,-0.866353629,0.0758422,0.139586564,0.514002841,0.438002684,0.947824369,0.950636125,-0.869354204,-0.917109284,0.079127952,0.075750716,0.4850052,0.451087149,0.949178775,0.945013735,-0.920942511,-0.818308797,0.126843571,0.139400627,0.509153905,0.486627078,0.050632911,0.048685492,0.06257379,0.031286895,0.066350711,0.059241706
G-10,963,6898.13156,-1496.439445,10671.26424,2406.409281,9061.156363,617.3521912,0.357592722,0.053650571,0.588756706,13192.21274,8012.544428,1202.143,55.07567353,90.67971298,55.7826087,8.369210698,8.124405705,89.16086957,1.176666176,0.936610304,0.922193596,-0.875919864,-0.82913047,-0.028750514,0.036365706,0.452378769,0.379038276,0.936448665,0.940130682,-0.901866057,-0.811421674,0.023046163,0.041808166,0.485465161,0.393759715,0.938217828,0.919119062,-0.80796413,-0.84027537,0.150099448,0.103733569,0.484521898,0.528204192,0.015061435,0.040031708,0.027415144,0.039164491,0.069868996,0.074235808
E-8,963,6682.310717,-1696.378815,9836.98789,1431.490008,9897.833923,1525.792836,0.458333333,0.078776042,0.462890625,9739.230044,9643.344516,1657.449839,79.5564932,80.34848485,73.72176309,12.67092803,15.8527895,93.14876033,1.269098135,0.93908365,0.955638594,-0.922692469,-0.835866334,-0.042662884,0.017204919,0.441754973,0.408081922,0.939200047,0.921902533,-0.897528128,-0.738360214,-0.067474803,0.039781911,0.437782409,0.369757743,0.936151696,0.949950269,-0.812124633,-0.846176431,0.150538927,0.035017171,0.442865197,0.502521039,0.014540338,0.020637899,0.011369019,0.018948366,0.038674033,0.049723757
L-10,963,6527.064586,-1920.815329,7961.34668,-421.913156,9259.668817,909.2889993,0.038936339,0.028424219,0.932639441,136741.7359,5708.768476,4167.502387,35.71028141,855.3543517,35.23479319,25.72291297,29.79133143,977.4525547,0.418131792,0.953869232,0.963041648,-0.963757235,-0.913729451,-0.213307134,0.073083772,0.416081586,0.407483265,0.953054431,0.948606494,-0.939704978,-0.8140835,-0.101419683,0.092866897,0.57953962,0.433439464,0.940364932,0.964137538,-0.820553366,-0.908687058,0.0204913,0.165067358,0.411822872,0.491401672,0.013904338,0.018835743,0.078222222,0.024888889,0.015834348,0.076735688
C-6,963,6815.277272,-1564.048505,7064.470107,-1334.302207,8399.250815,28.26812122,0.581267218,0.108248258,0.310484524,7624.9998,14274.98658,2658.402853,127.2181628,67.95400056,122.9655689,22.89880123,26.71868476,76.63622754,1.319884277,0.928565531,0.911092802,-0.87992499,-0.786364066,-0.070758592,0.00598953,0.457536042,0.402038174,0.9268696,0.967479976,-0.884242516,-0.889991825,-0.047856601,-0.035982167,0.41925777,0.391093749,0.956253056,0.923495115,-0.898387975,-0.835939536,-0.057750087,-0.044773421,0.474259026,0.423754571,0.015143603,0.006788512,0.006971556,0.010875627,0.028485757,0.016491754
J-5,963,14068.49991,5835.333767,8608.569935,272.1576776,15919.32822,7401.705275,0.627363025,0.151874399,0.220762576,3284.020164,9332.52755,2259.25335,93.06095791,32.74719101,67.13080169,16.25178754,16.24383164,23.61181435,1.165180817,0.9432579,0.950942166,-0.861169348,-0.697592831,0.280910831,0.24750255,0.493133091,0.462512831,0.946073596,0.945427912,-0.858563222,-0.86297253,0.124939956,0.136942631,0.464892563,0.426974579,0.946773668,0.950363934,-0.877719008,-0.580745331,0.216486951,0.157976241,0.490978072,0.450315188,0.113372093,0.081395349,0.126213592,0.086356668,0.093023256,0.118393235
F-10,963,12662.26873,4294.611429,17210.04221,9076.800623,24029.64623,15299.36295,0.476386037,0.127310062,0.396303901,2738.833829,3292.276935,879.8326291,25.3626943,21.09770115,26.4516129,7.068965517,6.943005181,21.61290323,1.404932378,0.913951267,0.950795805,-0.75174203,-0.641854919,0.123161819,0.163594147,0.45160292,0.434619041,0.926053612,0.941613426,-0.842431898,-0.724323547,0.099495186,0.060289588,0.439469138,0.405829335,0.925023745,0.947974452,-0.718489962,-0.65258594,0.144582,0.277079252,0.480103537,0.453809193,0.034602076,0.069204152,0.033093525,0.087769784,0.059459459,0.081081081
L-2,963,6177.783887,-2188.243286,8256.799233,-114.4104771,27657.3481,18351.18542,0.930587558,0.038018433,0.031394009,403.5254591,11961.3831,488.673033,96.55045872,3.257195915,101.7272727,4.155988858,4.486238532,3.704545455,0.429778225,0.927504034,0.922813205,-0.811411874,-0.614797287,0.004077495,0.083196806,0.542975554,0.455656674,0.917807238,0.917100393,-0.811420825,-0.8078438,-0.07962038,-0.047680606,0.300322533,0.321396882,0.902374036,0.922813205,-0.792709297,-0.586766123,0.070090147,0.033014831,0.52866535,0.451009736,0.046296296,0.083333333,0.224458204,0.178947368,0.030534351,0.114503817
A-8,963,7655.094557,-714.630975,9145.485021,773.4944506,9617.203341,1224.302868,0.819678635,0.046816108,0.133505257,3336.109033,20482.61891,1169.868844,160.3789004,26.12173282,165.5889831,9.457647628,9.341753343,26.63983051,0.825704483,0.913377255,0.957665431,-0.860231213,-0.702182532,0.008810345,-0.01798001,0.46029142,0.392048836,0.917766776,0.903799646,-0.892342839,-0.843779344,-0.012138039,0.020197385,0.39025668,0.360221761,0.92083856,0.943540572,-0.889079153,-0.682617111,0.111229244,0.038452849,0.507094698,0.451662328,0.014880952,0.014880952,0.003146938,0.004357298,0.034042553,0.017021277
F-3,963,5846.252208,-2528.248565,8133.379964,-247.8546652,8825.45326,453.3815233,0.47826898,0.06547286,0.456258161,22266.76154,23340.95527,3195.271177,166.5443581,158.8808502,176.2065527,24.12187988,23.32481603,162.545584,1.276930684,0.947599071,0.943683036,-0.943405533,-0.941769552,-0.270099508,0.059716752,0.483830144,0.446620436,0.947599071,0.943833728,-0.939812574,-0.889760998,-0.239428275,-0.044872273,0.458905208,0.404410376,0.931243703,0.947548419,-0.925983161,-0.930490875,-0.003798075,0.027245108,0.503760382,0.529941819,0.011040687,0.023512574,0.009947338,0.013263117,0.02853067,0.051355207
K-8,963,6610.330558,-1778.465503,8094.267387,-298.6465539,8929.118389,577.3178488,0.389853138,0.097463284,0.512683578,17568.30634,13359.23294,3339.808236,98.26223958,129.2236301,98.35890411,24.58972603,25.21458333,132.6383562,1.341636092,0.926997829,0.919007804,-0.901658559,-0.895537129,-0.133255324,0.070245795,0.444885126,0.418773654,0.915169235,0.916129514,-0.918894463,-0.818892766,-0.130141684,0.010793396,0.441870781,0.401766655,0.950060237,0.952552107,-0.811797466,-0.896200641,0.05943405,0.070083588,0.456064616,0.490779609,0.004428237,0.017452462,0.006509078,0.010620075,0.028806584,0.043895748
G-7,963,4827.897997,-3531.850431,5181.159548,-3180.78254,10492.0892,2022.130686,0.650030432,0.077094745,0.272874822,6508.011518,15503.09956,1838.694704,121.8684015,51.15980025,114.5684211,13.58801498,17.23791822,61.01315789,1.110178783,0.953264673,0.953437547,-0.929119256,-0.760487757,-0.122145254,0.088428765,0.4964858,0.433372825,0.950435995,0.945448142,-0.9255558,-0.890215445,-0.103949539,-0.079047517,0.433371118,0.379855211,0.957019257,0.944762949,-0.905445447,-0.81237497,0.01693404,0.155008481,0.51067658,0.502632042,0.020833333,0.026041667,0.012488292,0.036216047,0.044854881,0.068601583
D-2,963,7494.096074,-881.483358,6855.222739,-1480.605402,9648.625216,1294.025737,0.740460374,0.052371389,0.207168237,5933.114528,21206.12821,1499.870116,177.1700224,49.56916336,166.5486726,11.77926142,14.49589858,57.34218289,0.975079552,0.944679535,0.966571505,-0.909326519,-0.906608342,0.013692834,-0.013375771,0.490424842,0.390516611,0.953094091,0.95030747,-0.924545166,-0.883143608,-0.012184146,-0.005751388,0.44036104,0.381647917,0.958767181,0.962134988,-0.889598018,-0.850397562,0.028427377,0.018692905,0.554611642,0.496965549,0.035074627,0.017164179,0.014607679,0.018781302,0.062130178,0.059171598
K-6,963,5967.810147,-2423.019022,8396.683241,11.31623574,9585.363577,1212.912806,0.308238124,0.075766687,0.615995189,23318.0971,11668.15362,2868.098628,90.75556423,181.367538,99.74444444,24.51736247,22.96778602,186.7333333,1.194473072,0.931812382,0.950484769,-0.924190183,-0.846584789,-0.218423036,0.063186274,0.436727734,0.413141164,0.939038925,0.926221578,-0.934912722,-0.858861694,-0.16952827,0.017039718,0.449232049,0.395429402,0.940383988,0.950484769,-0.897986271,-0.873984418,0.035726984,0.109022099,0.467210604,0.477878829,0.0076157,0.0152314,0.008196721,0.010148322,0.031796502,0.042925278
I-4,963,7287.330892,-1091.133838,7446.005515,-951.7999004,11085.96826,2589.763454,0.821595461,0.029873164,0.148531375,4291.121919,23736.17214,863.045869,193.5449438,34.99045298,188,6.835872436,7.207865169,35.83798883,0.768033057,0.934331031,0.922802,-0.928248617,-0.728624781,-0.01227177,0.013331998,0.552124403,0.37973839,0.931707608,0.938474811,-0.910191645,-0.877604798,-0.014143942,-0.068839505,0.434951829,0.353013208,0.940615142,0.910787736,-0.852864553,-0.803026608,0.02890485,0.021971016,0.539535567,0.471495932,0.050618673,0.032620922,0.015034539,0.039008533,0.04494382,0.039325843
D-8,963,9107.722538,725.0848738,10155.16994,1744.526088,11608.71144,3235.244048,0.615980918,0.156032598,0.227986484,4635.564279,12524.51064,3172.55271,104.9163034,38.83220394,105.9605096,26.84123911,26.95553618,39.38598726,1.325662689,0.941024873,0.944750453,-0.853923145,-0.821227362,0.174881276,0.114785107,0.49939169,0.456128927,0.941938695,0.946685899,-0.824523773,-0.872161592,0.097321602,0.08342264,0.449930556,0.430236605,0.952320934,0.957545515,-0.890419404,-0.804314581,0.157173973,0.093842236,0.472519713,0.454649536,0.061082024,0.045375218,0.024854745,0.019367334,0.054846939,0.040816327
I-9,963,10000.82283,1683.844714,14181.25222,5893.266255,13463.88492,5237.559884,0.548280149,0.042271032,0.409448819,4286.036319,5739.297622,442.485531,50.20242915,37.49055178,47.25490196,3.643235072,3.515182186,34.04901961,1.173918219,0.950048181,0.966225742,-0.850166509,-0.670900483,0.121308853,0.003264952,0.476986922,0.382516619,0.951255777,0.940477951,-0.873229212,-0.693473594,0.065034805,0.017742648,0.449182642,0.357984229,0.939711297,0.963358603,-0.655758054,-0.767155598,0.209674276,0.200127475,0.49529776,0.512208489,0.082066869,0.269503546,0.052950076,0.220121029,0.099009901,0.128712871
J-10,963,8075.112382,-262.2363822,9169.555824,849.4385665,11934.57217,3468.912852,0.843632829,0.02444105,0.131926121,4519.669147,28902.09481,837.3281787,203.4126316,31.80888889,205.9886364,5.968395062,5.931578947,32.01704545,0.711499443,0.941850256,0.937032616,-0.923259169,-0.687702856,0.152562158,0.031616853,0.507211492,0.396099741,0.94258832,0.952949111,-0.864758921,-0.893807709,0.036688374,0.027652043,0.433527616,0.363455071,0.952949111,0.942694444,-0.849394904,-0.741013154,0.315219699,0.146619013,0.480601076,0.481661303,0.073761855,0.055848261,0.022225881,0.054659203,0.091428571,0.051428571
K-4,963,8523.126242,175.655645,8286.786264,-123.004246,9451.666801,1025.427744,0.667258383,0.112031558,0.220710059,4779.824248,14450.53211,2426.219993,133.4262735,44.13420041,128.7799296,21.62252439,22.79535299,44.9084507,1.217779156,0.942080912,0.936713158,-0.901392438,-0.797433507,-0.004483582,0.016554892,0.490064669,0.423478946,0.933743913,0.936835157,-0.885496173,-0.845427178,-0.024390473,0.014067794,0.429961818,0.400733215,0.953955737,0.931631866,-0.868767192,-0.789013533,0.107568923,0.043461888,0.498024485,0.449184174,0.026833631,0.018783542,0.018628031,0.012123004,0.049382716,0.037037037
K-7,963,7980.409759,-400.0123175,6440.696479,-1922.844119,7786.228871,-592.3812835,0.427715997,0.133304819,0.438979184,12058.07932,11748.69696,3661.67722,109.9503085,112.8453333,106.5197861,33.19933333,32.75641442,107.8673797,1.418804123,0.939884966,0.960741964,-0.907946084,-0.881828178,-0.087817983,0.031105289,0.454878611,0.429629791,0.943549005,0.935440156,-0.877327091,-0.839548593,-0.092569894,-0.032330274,0.442630137,0.396408279,0.930334639,0.956478316,-0.877117601,-0.893635482,-0.079076878,-0.036986547,0.449949002,0.471739468,0.012670565,0.019818064,0.012004001,0.011670557,0.020342612,0.032119914
D-3,963,6939.793996,-1432.852522,8011.648518,-332.9717988,11120.43972,2857.953863,0.831514325,0.030559345,0.13792633,4695.019722,28304.79249,1040.241758,229.1543027,38.01082855,222.53125,8.178506973,9.24925816,41.74553571,0.747886811,0.939283432,0.919855045,-0.867043939,-0.78703058,-0.047775629,0.019426062,0.517358247,0.394677423,0.928101486,0.921646681,-0.930699058,-0.904433281,-0.047076513,-0.018064273,0.415660151,0.356833701,0.89562422,0.919855045,-0.90898423,-0.797440534,0.143478198,0.067046928,0.522334334,0.491245217,0.023762376,0.013861386,0.006071546,0.015260912,0.040358744,0.02690583
I-1,963,10212.21105,1968.355351,16484.64776,9148.63918,9132.04585,-66.19570241,0.528384279,0.044395924,0.427219796,3505.175015,4335.190905,364.2515774,34.5229983,27.91322314,39.55737705,3.32369146,3.063032368,29.47540984,1.154406347,0.897552745,0.819240945,-0.864672452,-0.597906593,0.057901045,-0.086832732,0.411838479,0.30072305,0.918621406,0.96945924,-0.747969828,-0.647854687,0.099475722,-0.047135289,0.412558575,0.35840644,0.966599478,0.795834061,-0.678491967,-0.632940189,0.072220759,0.052411583,0.574408247,0.426712125,0.013651877,0.370307167,0.013793103,0.222068966,0.15,0
L-4,963,5051.8049,-3321.221449,7845.078311,-495.512586,11868.10959,3506.398718,0.571772133,0.098902751,0.329325116,8947.497439,15534.58706,2687.107857,113.1652214,65.18007361,120.9574468,20.9232387,29.13920584,97.02887538,1.229777471,0.927867631,0.956974448,-0.908716852,-0.860930949,-0.11055818,0.069317742,0.484936688,0.431229881,0.936879025,0.942046702,-0.901751834,-0.859837704,-0.045545294,0.016558932,0.423950303,0.393809545,0.946986725,0.955453948,-0.860619632,-0.874200799,0.07765552,0.08641501,0.470394585,0.471821887,0.013242009,0.029223744,0.021824875,0.012358664,0.03348554,0.059360731
