TMA.core,TMA.set,Kcross.Cancer2lympho,Kcross.lympho2Cancer,Kcross.Cancer2Stromal,Kcross.Stromal2Cancer,Kcross.Lympho2Stromal,Kcross.Stromal2Lympho,cancer ratio,stromal ratio,lymphocytes ratio,lymphocyte.dens,cancer.dens,stroma.dens,cancer.to.lympho.avgCount,lympho.to.cancer.avgCount,cancer.to.stroma.avgCount,stroma.to.cancer.avgCount,stroma.to.lympho.avgCount,lympho.to.stroma.avgCount,ShannonH,DoC_TL_max,DoC_SL_max,DoC_TL_min,DoC_SL_min,DoC_TL_mean,DoC_SL_mean,DoC_TL_Std,DoC_SL_Std,DoC_LT_max,DoC_ST_max,DoC_LT_min,DoC_ST_min,DoC_LT_mean,DoC_ST_mean,DoC_LT_Std,DoC_ST_Std,DoC_TS_max,DoC_LS_max,DoC_TS_min,DoC_LS_min,DoC_TS_mean,DoC_LS_mean,DoC_TS_Std,DoC_LS_Std,localized_TL,localized_SL,localized_LT,localized_ST,localized_TS,localized_LS
A-7,1042,11570.73693,3263.576746,12557.90401,4163.384428,17381.23208,9003.546952,0.869798864,0.025026869,0.105174267,2877.757468,23799.26432,684.7802442,189.7153285,22.93945278,194.9754601,5.610061783,5.802919708,24.38650307,0.648732564,0.946113964,0.939468695,-0.879226653,-0.628045795,0.048472764,0.020005229,0.49359534,0.408565256,0.936893133,0.947281064,-0.891120657,-0.871323092,0.006161982,-0.007623578,0.378472083,0.333196377,0.944478457,0.942264733,-0.851420312,-0.753281735,0.135691345,0.138643682,0.542921996,0.483391602,0.026315789,0.080409357,0.007768362,0.083686441,0.067901235,0.074074074
C-6,1042,10654.20369,2254.284118,11929.55684,3351.736225,14253.08934,5651.646858,0.491615721,0.039213974,0.469170306,22353.37506,23422.77517,1868.329375,196.6390544,187.6590869,192.7839644,15.37750933,17.39166046,208.0801782,1.174086147,0.938994219,0.939496518,-0.918685955,-0.916917535,-0.156955002,-0.010877092,0.481572874,0.398666298,0.939925827,0.945667892,-0.924402727,-0.836845135,-0.133868316,-0.021212692,0.469316708,0.372530455,0.945667892,0.944730221,-0.874636714,-0.849013123,0.055743812,0.039534573,0.47829259,0.502417382,0.011915844,0.010984919,0.006574271,0.013326226,0.029017857,0.020089286
A-11,1042,11914.98447,3664.331731,11242.99301,2927.992425,14468.74436,6178.500914,0.410810103,0.145268944,0.443920953,13708.79221,12686.2909,4486.072922,117.828125,127.3249442,100.5072072,35.53998089,29.76444575,90.95495495,1.419676428,0.937259505,0.958425656,-0.930126892,-0.900334718,-0.021205667,0.110301652,0.510590097,0.434238389,0.937259505,0.902206347,-0.93504679,-0.888841313,0.00559841,-0.00341708,0.482848169,0.409592575,0.934376335,0.946603373,-0.910226748,-0.884139561,-0.035761808,-0.007063882,0.457321371,0.458312371,0.020937776,0.026540843,0.027724665,0.009560229,0.010820559,0.030658251
G-9,1042,8772.812125,272.183866,12850.91946,4292.605167,16324.69105,7810.98344,0.484039574,0.035467612,0.480492813,10413.06114,10489.92523,768.6408769,93.74747475,93.06209024,91.32105263,6.691477054,6.845765346,92.73684211,1.162735041,0.90846165,0.942150935,-0.911715062,-0.83198509,-0.183652852,0.017999108,0.45222571,0.375277588,0.916379749,0.931460897,-0.927916623,-0.873298686,-0.14163675,-0.043339597,0.413799415,0.336475074,0.93338949,0.933782862,-0.867682617,-0.882468661,0.006529739,0.123966936,0.52110916,0.510057482,0.006995725,0.046638166,0.007716049,0.064429012,0.047619048,0.084656085
I-6,1042,8913.564156,589.3796984,10919.89204,2644.438718,30841.39428,22609.17204,0.379563621,0.021926982,0.598509397,22122.82686,14029.88875,810.4915814,121.9090417,192.2285145,123.4876847,7.134035287,7.635986284,208.4285714,1.058579535,0.944088748,0.969373041,-0.946527623,-0.845256683,-0.38493231,0.046423462,0.425396722,0.429788043,0.944723783,0.911269658,-0.944488863,-0.854955757,-0.288522889,-0.065254393,0.428011739,0.331767485,0.926651338,0.969373041,-0.907150972,-0.881932736,0.00701787,0.22917877,0.517033107,0.560211411,0.00631769,0.045126354,0.005408483,0.022203245,0.034653465,0.188118812
G-10,1042,9476.547025,1242.987586,11929.51766,3455.00292,12437.4617,3943.582227,0.57460759,0.066759388,0.358633022,7368.037164,11805.18752,1371.557057,104.1102493,64.97856155,100.5327381,11.68015214,12.18171745,65.44047619,1.229968476,0.941200398,0.950387288,-0.889004956,-0.796108768,-0.117554509,0.019455793,0.467178299,0.399516034,0.935598015,0.933229371,-0.861074559,-0.911391533,-0.110658881,-0.043360736,0.41913361,0.359469468,0.930678258,0.9451531,-0.916948798,-0.78562539,-0.132063725,0.033189349,0.546702153,0.513082377,0.013303769,0.032150776,0.008301626,0.020408163,0.065671642,0.062686567
H-5,1042,14456.67879,6025.514692,15994.54119,7067.776907,21252.56014,11731.92507,0.590020426,0.02859644,0.381383134,10771.061,16663.41648,807.6235484,158.5944912,102.5145895,164.7346939,7.984421365,8.16641163,108.9132653,1.107642058,0.922894275,0.961861733,-0.924538143,-0.84484628,-0.124883251,0.075987596,0.482455193,0.404124445,0.941896853,0.941027924,-0.914154506,-0.880172823,-0.117895643,-0.006493807,0.450693173,0.369170137,0.943836962,0.956166578,-0.854526996,-0.859045378,0.166437153,0.195017391,0.536329843,0.528017389,0.014159969,0.071182549,0.009398961,0.047242147,0.112820513,0.107692308
I-13,1042,10749.91317,2376.37941,11905.51063,3215.738036,11240.20944,2921.448773,0.396317829,0.098110465,0.505571705,8140.530705,6381.36475,1579.738829,54.04168663,68.93887531,52.74320988,13.05745721,13.05510302,67.27654321,1.341442271,0.952000762,0.960647579,-0.866710132,-0.854786187,0.033963138,0.034331262,0.460977639,0.407220695,0.95267076,0.955715899,-0.904066884,-0.806481053,0.029901064,0.060340067,0.445333301,0.39399302,0.955715899,0.949071493,-0.788757153,-0.924850629,0.149388016,0.053383363,0.482101858,0.503528797,0.022051774,0.021572387,0.017125382,0.024464832,0.051980198,0.044554455
H-11,1042,7326.184047,-1126.038483,12910.54249,4545.773017,17846.30884,10084.80233,0.483699126,0.106967824,0.409333049,7787.620572,9202.445965,2035.078359,74.86621551,63.35726872,69.01992032,15.26343612,17.17282665,65.71513944,1.336552382,0.948805921,0.942264449,-0.929351434,-0.870731786,-0.024629094,0.084042466,0.484109028,0.438464994,0.954470434,0.922679724,-0.898184161,-0.835397408,0.024599176,0.045676188,0.473885087,0.407047785,0.930433969,0.959012548,-0.869495261,-0.887103037,0.071685913,0.061745793,0.476537254,0.488220091,0.0359375,0.034375,0.041427942,0.027324813,0.027944112,0.047904192
E-4,1042,9939.287807,1628.528959,9641.504679,1238.013066,8549.33128,344.0213546,0.279355334,0.061780507,0.65886416,20596.49837,8732.819342,1931.296585,73.28421666,172.8402015,77.42443064,17.1231685,17.07493691,182.0973085,1.154416842,0.947352181,0.961848548,-0.931421267,-0.866005025,-0.170379661,0.071802891,0.485583987,0.438240546,0.952974449,0.945060612,-0.931352136,-0.870702625,-0.08445844,0.033155846,0.499139734,0.41979331,0.947564626,0.967590928,-0.832980411,-0.878359027,0.078126158,0.089969968,0.513862456,0.537913005,0.01631068,0.026601942,0.020155749,0.023820431,0.089211618,0.074688797
D-12,1042,11548.90683,3291.713985,18363.30043,10058.95858,17106.61629,8647.860047,0.428178511,0.045160146,0.526661343,24235.08463,19703.25445,2078.109514,186.1563342,228.9743058,192.8506876,20.34024036,20.52476415,239.3614931,1.193250653,0.949887243,0.945156135,-0.944994368,-0.887121692,-0.229215122,0.031337352,0.494007926,0.4152455,0.938849866,0.927304754,-0.956277882,-0.891581838,-0.189175694,0.058850385,0.4992521,0.411044763,0.940046701,0.937824152,-0.896481363,-0.919139447,0.125143432,0.052823303,0.503876674,0.52191342,0.020387532,0.014153328,0.024248705,0.01119171,0.049212598,0.05511811
G-8,1042,24721.17752,16018.5277,26222.73212,16777.03058,26428.85965,18735.06975,0.518331226,0.174462705,0.307206068,1970.778985,3325.18265,1119.207819,31.59259259,18.72439024,28.52536232,9.601219512,10.73251029,18.89855072,1.441462048,0.951878587,0.954381418,-0.786261454,-0.788327296,0.271468351,0.137290066,0.480805998,0.425215698,0.92376619,0.937217059,-0.842427103,-0.638333279,0.171108317,0.146620146,0.458861165,0.423741425,0.937217059,0.94026335,-0.689402758,-0.762879697,0.223821243,0.100600468,0.49434415,0.475565769,0.107216495,0.04742268,0.105006105,0.074481074,0.109090909,0.065454545
H-4,1042,15391.50096,7132.959659,16027.11873,7627.583544,22204.40081,13807.47101,0.398829431,0.05,0.551170569,14556.94951,10533.47226,1320.548514,86.67050971,119.7777778,97.81939799,12.26331237,11.58343447,127.6889632,1.185218792,0.950048181,0.956607929,-0.930486567,-0.823309688,-0.084969335,0.007863592,0.479061611,0.406430637,0.94102733,0.942147395,-0.894367246,-0.871403415,-0.045258251,0.006731671,0.475153463,0.383781912,0.931030612,0.94240401,-0.852353525,-0.833528056,0.063157441,0.133868047,0.474146759,0.523463166,0.025189681,0.024886191,0.026006711,0.037751678,0.026845638,0.080536913
I-5,1042,8960.172743,589.5182592,9583.626732,1201.942807,16363.25088,7764.513436,0.348140995,0.028730082,0.623128923,20400.86922,11397.92848,940.6057486,85.34308408,152.7520804,90.97058824,7.507281553,7.837078652,169.9789916,1.001700933,0.905311967,0.945684931,-0.907976682,-0.855048048,-0.232837452,0.016342139,0.432237735,0.409670433,0.911646673,0.931328548,-0.905944432,-0.840233599,-0.208742423,-0.047437673,0.415161923,0.332935923,0.92575173,0.945002858,-0.902292098,-0.922586589,-0.030702468,0.098207937,0.515319212,0.55330836,0.002712653,0.027126526,0.002774887,0.059313215,0.037974684,0.092827004
E-1,1042,10071.97009,1724.614179,11312.16455,3031.497043,13572.60912,5151.580236,0.094012673,0.015216173,0.890771154,82570.95799,8714.602438,1410.478982,75.47263489,715.0926181,75.77903683,12.26501605,12.45574643,729.1586402,0.555497057,0.916655934,0.951302132,-0.949083615,-0.948525457,-0.220928214,0.000211712,0.444605455,0.395628153,0.926771502,0.950320554,-0.9519167,-0.81654734,-0.245941311,-0.042594448,0.498287211,0.368976189,0.941910638,0.946215432,-0.810160768,-0.934432052,-0.078662098,0.091927435,0.464105994,0.557569889,0.003968254,0.012727449,0.01146789,0.00733945,0.014204545,0.102272727
D-5,1042,9746.297729,1392.531577,11841.58788,3350.948501,12472.36573,3798.623469,0.778248794,0.024119281,0.197631925,5243.565542,20648.47851,639.9321853,175.1035503,44.46694215,175.7151515,5.445905334,5.263313609,43.12727273,0.8706838,0.91853726,0.925306,-0.905068177,-0.769147352,-0.111409654,-0.018506433,0.464452365,0.36802203,0.902895848,0.89087057,-0.912148903,-0.872978307,-0.099577073,-0.028725496,0.39047187,0.312217078,0.913780529,0.925023419,-0.846360422,-0.785539881,-0.002217868,0.105467435,0.541904919,0.5083527,0.007401925,0.073279053,0.002442232,0.05466842,0.042682927,0.048780488
I-9,1042,15513.32466,7100.633802,16748.16832,8194.52742,17396.46655,9011.379674,0.73648253,0.050946711,0.212570759,4247.178089,14714.97055,1017.918715,124.426079,35.91333157,126.6896552,8.763848397,8.620752984,35.96934866,1.006300904,0.937822783,0.920338548,-0.883755362,-0.721919792,0.000229589,0.043146124,0.493314174,0.410123669,0.932356345,0.934696042,-0.838317066,-0.773838798,-0.00357133,0.036399055,0.418721241,0.376912385,0.943091515,0.91499067,-0.837644121,-0.765554008,0.188045131,0.116246656,0.523069748,0.475419782,0.041360294,0.033088235,0.011664899,0.043478261,0.096153846,0.046153846
C-5,1042,13004.37268,4539.658232,16925.85363,8422.12759,24825.47105,15742.67074,0.650705123,0.019759382,0.329535495,16325.61391,32236.77196,978.9052828,278.266441,140.9234725,262.6451613,7.97538876,7.986460348,133.1854839,1.02831475,0.936800091,0.932694492,-0.964634447,-0.877071507,-0.184160872,0.016249332,0.474227023,0.370204349,0.937125158,0.950484769,-0.941870212,-0.923483529,-0.175353135,-0.04722352,0.443130711,0.344649089,0.950465773,0.931335597,-0.878019725,-0.866803996,0.009313789,0.097820755,0.540699854,0.509651769,0.008706167,0.024425635,0.006122949,0.021920157,0.052631579,0.044534413
E-10,1042,9240.190294,792.6120373,15052.14105,6577.758339,12067.09158,3772.508243,0.396523054,0.034315949,0.569160998,29325.34306,20430.37845,1768.088413,176.8735724,253.8820053,180.9581498,15.66050324,15.42045153,255.753304,1.097425066,0.949063781,0.954940191,-0.937716549,-0.904982078,-0.242033295,0.002098549,0.461911214,0.405033031,0.922933094,0.94121005,-0.94164521,-0.881243021,-0.257308071,0.015473617,0.460490356,0.398800318,0.949613711,0.960658395,-0.892190139,-0.90707928,0.104418218,0.001072991,0.502223188,0.54745779,0.009695843,0.010094302,0.008198284,0.012392755,0.057395143,0.050772627
A-2,1042,12470.40285,4120.136387,12982.00116,4499.719471,45360.56366,35643.63746,0.892325315,0.031500573,0.076174112,1679.485591,19673.97407,694.5241167,154.1553885,13.16003423,155.3818182,5.485451433,5.35839599,12.95757576,0.533320329,0.897225848,0.944291168,-0.900867976,-0.611565759,-0.098224928,0.126863814,0.491422726,0.434855964,0.909242454,0.923151171,-0.918418606,-0.844022944,-0.049827036,-0.009191238,0.345541902,0.330290133,0.892175776,0.947101559,-0.85924104,-0.627959189,0.066188409,0.048963493,0.497026231,0.466530745,0.010050251,0.067839196,0.022469506,0.046864969,0.018292683,0.097560976
A-5,1042,8409.403489,15.82557332,14359.80739,6265.448461,14118.07826,5702.569994,0.690207796,0.037620535,0.272171669,8133.081115,20624.90929,1124.183368,161.3218563,63.61452184,177.3537906,9.66686344,9.515968064,68.84476534,1.037941373,0.909192457,0.963633209,-0.920028573,-0.800996341,-0.309508096,0.131349762,0.469037662,0.462674267,0.880517706,0.923616782,-0.918175772,-0.91082282,-0.166851881,-0.034061553,0.401322317,0.348045541,0.904472268,0.957931238,-0.872684557,-0.866944933,-0.00734988,0.20425795,0.50613774,0.538529249,0.005491762,0.069395906,0.001968117,0.011021452,0.025362319,0.148550725
L-8,1042,9185.048813,859.0636686,9773.680002,1405.850318,18446.5506,10130.19499,0.822532103,0.034811396,0.142656501,5375.08226,30991.77176,1311.64103,269.0232068,46.6593487,264.2737752,11.18514453,11.52320675,47.22190202,0.793615812,0.946030284,0.924013336,-0.923217109,-0.759302356,-0.02107017,0.088689168,0.527213703,0.410667066,0.940509152,0.945667892,-0.934500346,-0.905889398,-0.042673606,-0.044496331,0.433928357,0.372361218,0.95131367,0.92103527,-0.909973518,-0.774472008,0.021283995,0.152291835,0.562137344,0.46891686,0.047853624,0.023223082,0.017199317,0.015613564,0.052023121,0.037572254
K-5,1042,7992.456431,-392.3668652,9989.65654,1399.716622,21660.61016,13457.17076,0.589569969,0.049180328,0.361249703,11380.03109,18572.54006,1549.270921,168.4156527,103.1948418,152.2173913,12.69816643,15.22722789,111.8502415,1.175469847,0.916927083,0.970364778,-0.945911051,-0.835961671,-0.179828286,0.093104857,0.480099625,0.409761325,0.929408418,0.932951736,-0.945911051,-0.909969372,-0.140204111,-0.036396157,0.429177735,0.354953766,0.924715191,0.953423905,-0.907195076,-0.880363321,0.027869628,0.156945785,0.503773336,0.503612249,0.011184211,0.025328947,0.008061266,0.016525595,0.043583535,0.070217918
C-7,1042,9036.225065,615.2884462,10280.46749,2001.351684,18237.31089,9919.611941,0.540638775,0.028072075,0.43128915,21830.08929,27364.91917,1420.893386,242.0159584,193.0679445,241.3663912,12.53297096,13.18307334,202.5399449,1.149556438,0.950234802,0.963376295,-0.949332067,-0.906818202,-0.262791593,0.128737486,0.478589957,0.42148416,0.938536179,0.939510395,-0.946247568,-0.879565842,-0.224086239,-0.048489738,0.446021978,0.344742157,0.911212123,0.966624174,-0.879809382,-0.836270081,-0.055590927,0.262266311,0.472630069,0.523202897,0.007532281,0.038737446,0.00658083,0.012160229,0.011049724,0.143646409
G-5,1042,9291.296846,1054.588674,13835.3789,6589.763428,11739.45648,3413.884917,0.387403528,0.069873208,0.542723264,14673.15492,10473.90515,1889.10349,99.88191976,139.926005,94.40828402,17.02810388,20.1868969,156.7928994,1.177884179,0.953515367,0.947604071,-0.918582166,-0.848761073,-0.137172747,0.057348978,0.433713164,0.409111915,0.9282008,0.951221084,-0.915260014,-0.851931317,-0.189466741,-0.003781247,0.425442165,0.382113078,0.949458557,0.964480651,-0.846079077,-0.854992359,0.010033932,0.104644442,0.480361393,0.512310473,0.006350013,0.022606045,0.00569395,0.009608541,0.035573123,0.079051383
G-6,1042,9358.801415,863.0018452,17588.27308,8803.367,13259.18314,4897.011685,0.444106642,0.049111319,0.506782039,16029.26029,14046.86908,1553.366249,121.2240425,138.3314903,122.902381,13.59083728,14.13659437,145.8785714,1.215208707,0.91236228,0.961276595,-0.92429743,-0.885976381,-0.208306391,0.052672669,0.447253011,0.398683344,0.920681693,0.929596498,-0.925362831,-0.925293712,-0.207014299,-0.016733073,0.451345993,0.38406146,0.900576864,0.956141269,-0.940026038,-0.887779815,-0.012061741,0.08501671,0.495185479,0.496970125,0.004154166,0.012924071,0.005794048,0.008954438,0.023866348,0.031026253
L-4,1042,8371.459032,45.21196867,11678.11174,3519.234836,10772.27545,2543.676923,0.767807746,0.057226833,0.174965422,3807.265021,16707.57308,1245.261583,142.826087,32.54649854,143.7220544,10.7120018,10.93280632,33.42598187,0.944468236,0.933108132,0.953234979,-0.904374416,-0.861279046,-0.066596544,0.062413505,0.491920681,0.400506378,0.929277642,0.926891288,-0.884554798,-0.869413338,-0.064576091,-0.042048754,0.399303407,0.355256234,0.905371996,0.946030623,-0.864679635,-0.89229003,0.027299409,0.085994616,0.484872204,0.466218139,0.017804154,0.022749753,0.006081081,0.013063063,0.027272727,0.027272727
I-7,1042,7124.552862,-1230.224286,10458.77196,2162.834215,13439.8415,4930.646692,0.258870526,0.036422026,0.704707449,33082.6321,12152.72859,1709.839271,105.1829499,286.324357,110.055914,15.48411498,14.59731021,282.4193548,1.00312572,0.911364076,0.953445336,-0.940430603,-0.905718667,-0.312503335,0.080977516,0.428788449,0.422121559,0.942497631,0.899080905,-0.937586514,-0.872049994,-0.275655665,-0.080386795,0.438842765,0.354297142,0.894450129,0.965763839,-0.89644956,-0.899985533,-0.123277913,0.109933877,0.466706407,0.572177765,0.003334815,0.02378835,0.004539952,0.006355932,0.00862069,0.094827586
K-6,1042,6358.597431,-2007.914778,5563.29813,-2779.582877,17225.61403,8900.353509,0.477512056,0.056884165,0.465603779,16956.18011,17389.85117,2071.585733,159.4736842,155.4987634,154.5847751,18.41549876,20.66539844,169.1453287,1.197317693,0.915984914,0.946075006,-0.94054706,-0.875248938,-0.218082048,0.069750264,0.475824912,0.431515635,0.93042688,0.904198617,-0.94054706,-0.906692432,-0.229524398,-0.079051186,0.443571994,0.344791841,0.89531958,0.953717206,-0.895633729,-0.880685188,-0.141365432,0.097274225,0.450772928,0.51477738,0.008033827,0.032135307,0.005772006,0.064522779,0.013864818,0.074523397
G-7,1042,5492.046546,-2868.371793,9035.791099,673.5423858,12941.15723,4641.391846,0.656967308,0.02793879,0.315093902,9965.853217,20778.69396,883.6536517,174.2568065,83.57684842,184.5352697,7.847891301,7.693156733,86.76348548,1.06060109,0.957006103,0.942740069,-0.929681144,-0.857597614,-0.044975215,0.047890717,0.505933832,0.402579218,0.951360049,0.941565656,-0.921699934,-0.915427008,-0.059813898,-0.038112271,0.463531137,0.363351449,0.933057532,0.939874598,-0.876923693,-0.842871947,0.046520213,0.170391437,0.555577779,0.509764228,0.02576371,0.04048583,0.017649135,0.051182492,0.075,0.0625
H-3,1042,6561.063601,-1755.846196,9146.618348,674.8601611,17203.43857,8783.855119,0.240100792,0.025917927,0.733981281,37413.39493,12238.71232,1321.12037,100.3049534,306.6197901,110.3194444,11.90824588,13.03433055,369.1194444,0.904400205,0.921424481,0.954603156,-0.948737373,-0.910516494,-0.297075223,0.008423535,0.400770545,0.398818582,0.949148702,0.911134434,-0.942852811,-0.846545573,-0.258780672,-0.066579646,0.446467748,0.356874507,0.911334411,0.955752771,-0.905328337,-0.906321768,-0.039078563,0.115407897,0.478627828,0.522743711,0.002060035,0.008730626,0.00779844,0.021895621,0.027855153,0.055710306
I-3,1042,10496.14676,2087.985211,7707.667056,-667.5823473,8836.777125,492.3293008,0.303118293,0.130917813,0.565963893,15972.37405,8554.46578,3694.70263,79.23867946,147.9508538,79.30376085,34.25281133,35.9154584,155.2690453,1.343481376,0.958713638,0.923452757,-0.930891712,-0.912486499,-0.120455625,-0.043270946,0.459635772,0.418476086,0.957967122,0.93294212,-0.939303384,-0.84917682,-0.118444156,-0.109146196,0.524913394,0.423860907,0.940511002,0.919734353,-0.86498796,-0.910898177,-0.154710334,-0.112809988,0.446536961,0.489990152,0.011825078,0.014725569,0.025416667,0.021666667,0.011583012,0.02027027
L-2,1042,10571.91537,2218.595983,11053.35212,2711.451729,13627.66813,5588.771531,0.7109375,0.0865625,0.2025,4810.62488,16889.15371,2056.39366,146.7746914,41.80681319,144.1462094,17.55098901,21.09799383,49.35559567,1.091382152,0.920964169,0.942818022,-0.920547206,-0.811305925,-0.050779099,0.068835832,0.485324848,0.426476929,0.908911398,0.933724543,-0.88761051,-0.88608497,-0.066191874,-0.020698011,0.395406893,0.368303938,0.938866906,0.949901252,-0.869240335,-0.765830878,0.08626692,0.044422341,0.478447545,0.476625208,0.016988417,0.032432432,0.005275885,0.009672455,0.03074141,0.036166365
H-2,1042,8604.824494,270.7915876,10157.12413,1922.054154,12529.13589,4109.762771,0.563060538,0.035313901,0.401625561,15516.49267,21753.40808,1364.325246,197.5226797,140.8918201,211.3677249,13.25634644,12.40963015,141.1349206,1.150361925,0.933227994,0.955715899,-0.926236458,-0.865760348,-0.246012212,0.029405523,0.465212734,0.401578517,0.932298546,0.906373386,-0.932796823,-0.945711447,-0.222953885,-0.082530138,0.445477901,0.361556189,0.897955058,0.952863016,-0.897576434,-0.883594378,-0.100320143,0.09888069,0.494146896,0.517770097,0.011633318,0.012331317,0.008961168,0.002987056,0.018567639,0.055702918
I-2,1042,11091.11963,2615.522931,5129.534536,-3071.235076,7981.890444,-334.0396793,0.397534669,0.229864127,0.372601205,9511.971685,10148.48708,5868.099825,92.29511278,86.50599013,86.1889092,49.83685694,53.66729323,86.992078,1.464889709,0.937296625,0.938110187,-0.868350208,-0.884232404,0.05500001,-0.108739503,0.481131846,0.415717225,0.946193822,0.927167529,-0.897109919,-0.898588085,0.087327104,-0.140094198,0.477779167,0.387277874,0.941088963,0.940961586,-0.879174145,-0.892947506,-0.204777277,-0.117976474,0.388859314,0.415738342,0.03948853,0.006769462,0.037010927,0.00281988,0.00304878,0.006097561
E-7,1042,10389.74941,1959.595511,9281.926716,821.5870832,14156.8379,5773.340871,0.737796152,0.054857688,0.20734616,4673.986735,16631.36384,1236.599251,157.6656442,44.30991379,158.9101449,11.81508621,12.5506135,47.43478261,1.015041321,0.937711427,0.939569485,-0.922051975,-0.790621462,-0.010520832,0.10260106,0.503745999,0.428052996,0.936647731,0.929738934,-0.919240841,-0.88518317,-0.016152782,-0.011406366,0.410669738,0.356452277,0.935339771,0.954171442,-0.901894421,-0.819763378,0.054649668,0.131686391,0.514574061,0.501315759,0.028396009,0.036838066,0.008191421,0.022203061,0.031976744,0.063953488
I-4,1042,12217.69332,3852.549447,11836.84661,3969.576232,11870.67653,3663.301033,0.293048507,0.043432078,0.663519415,19649.34687,8678.28678,1286.189905,87.95588758,199.1482078,68.11956522,10.09585179,10.61348275,162.138587,1.065168685,0.927910076,0.947985944,-0.907363716,-0.904761661,0.013991386,-0.016874537,0.461863146,0.366358716,0.933578567,0.94680246,-0.923621961,-0.765387675,0.049309442,-0.048079446,0.493534139,0.37534547,0.926599617,0.917747366,-0.824724078,-0.915829082,-0.043186335,0.030861495,0.489407716,0.517929125,0.018324142,0.023305462,0.02739726,0.02739726,0.035422343,0.049046322
