"","Cell.ID","x.start","y.start","x.end","y.end"
"1",1,9567,5054.3,9570.18588863333,5058.15358451523
"2",2,9734.4,4559,9729.51593699072,4557.92951949043
"3",3,10475.9,5013.2,10475.2037120585,5018.15128095573
"4",4,10046.4,4645.4,10042.6723718965,4648.73238483998
"5",5,10190,5406.7,10192.3835800905,5411.09528678839
"6",6,9695.9,4938,9693.99595124788,4942.62326706448
"7",7,9973.4,4505.3,9969.32433425867,4508.19636820259
"8",8,10050.4,4450.5,10048.2743137998,4455.0256445042
"9",9,9589.2,5041.7,9594.16967877023,5041.15018828607
"10",10,9443.9,4693.6,9444.04988722482,4698.59775287703
"11",11,10178.2,4626.8,10182.6612605312,4629.05768785994
"12",12,9510.8,5123.5,9510.97036086505,5128.49709687475
"13",13,10570.4,5124.8,10566.7087178678,5128.17260080952
"14",14,10096,4444.7,10093.7101590848,4449.14484291998
"15",15,9991.8,4387.9,9989.03879304232,4392.06842130031
"16",16,10184.5,5183.8,10182.244570444,5188.26240266203
"17",17,9964.6,4830,9964.04596758773,4834.96921000624
"18",18,10269.4,4368.7,10268.9713412905,4373.68159128299
"19",19,9549.9,5062.1,9547.24523519426,5057.86299353007
"20",20,9983.4,5102.8,9982.94201822202,5107.77898108964
"21",21,9524.1,4897.7,9523.99691583373,4902.69893725252
"22",22,10266.6,4424.5,10271.5492056944,4423.78911112388
"23",23,9821.5,5210.9,9824.75493894802,5214.69544100793
"24",24,10246.8,4535.6,10245.2740197312,4540.36144770203
"25",25,10519.5,5257.7,10520.3219887511,5262.63197065006
"26",26,10274.7,4541.2,10275.1172984413,4546.18255577098
"27",27,9626.4,4868.4,9625.55045359363,4873.32729854012
"28",28,9907.4,4222.2,9910.53965882673,4226.09134198597
"29",29,9647.1,4863.9,9649.46341908112,4868.30616048811
"30",30,10303.4,4488,10302.5914966724,4492.93419926323
"31",31,9862,4635.4,9866.36871306893,4637.83194286967
"32",32,10189.7,4531.2,10190.9692469425,4536.03621879147
"33",33,10290.8,5043.6,10289.7128717158,5048.48038442069
"34",34,9518.2,5128.7,9514.75455493262,5132.32338354134
"35",35,9741.2,4765.7,9740.65964096324,4770.67071545267
"36",36,10491.9,5306,10490.7585394457,5310.86796341431
"37",37,10336.3,5415.6,10339.0497497796,5419.77598804469
"38",38,9590.6,4843.8,9588.11765236072,4848.14027075166
"39",39,9511.8,5069.1,9507.62229739963,5071.84714415037
"40",40,10095.4,4843,10091.9092578704,4846.57976526944
"41",41,10305.8,4359,10303.0060795515,4363.14656587161
"42",42,9959,4908.7,9961.17357160447,4913.20284204478
"43",43,9849.6,4419.4,9849.21391092479,4424.3850712358
"44",44,9662.9,4975.8,9659.96586275147,4979.84856006585
"45",45,10176.7,4412.1,10178.8426934252,4416.61761716898
"46",46,9753.1,4952.5,9756.67821858597,4955.99232755494
"47",47,10309.8,5433.9,10313.5904507167,5437.16074889626
"48",48,9621,4409.4,9619.69314103026,4414.22619100671
"49",49,9665.4,4641,9669.37118510433,4637.96195969956
"50",50,9843.1,5090,9841.44188336635,5094.71705938369
"51",51,9895.7,4823.9,9890.71980095131,4824.3445418264
"52",52,10310.5,4540.1,10308.8782665001,4544.82969136997
"53",53,10270.1,4430.8,10268.4989165109,4435.53672161532
"54",54,9980.5,4872.5,9978.45295008848,4877.06175258643
"55",55,9979.9,4377.4,9980.0608735437,4382.39741130016
"56",56,9464.6,5035.5,9467.13823603871,5039.80782518352
"57",57,10174.3,4361,10176.4926626527,4365.49357658122
"58",58,10318.4,5437.8,10321.7105809806,5441.54700594758
"59",59,9974.1,4858.9,9969.32197823651,4860.37326441199
"60",60,10337.8,5035.3,10335.2959530022,5039.6277879607
"61",61,10219.4,5037.4,10217.1637218564,5041.87203086577
"62",62,9731.6,4493.2,9726.62376475174,4492.71308855634
"63",63,10463,4852.1,10461.4955862185,4856.86830569219
"64",64,10188.7,4364.5,10192.3628205224,4367.90349024104
"65",65,10147.6,4765.5,10142.7077278702,4764.46768541226
"66",66,10554,5125.9,10551.3898799858,5130.16465397323
"67",67,9906.5,5145.1,9903.34409616702,5148.97817882478
"68",68,10146.8,4713.1,10149.1152964094,4717.53163655287
"69",69,10432.7,4924.2,10436.1881570465,4927.78228424599
"70",70,9516.3,4884.6,9511.61114244599,4882.86373537784
"71",71,9865.6,4858.8,9864.20415870108,4863.60121100018
"72",72,10049.6,4763,10053.208639274,4766.46088465426
"73",73,10538.3,5198.7,10537.9287218428,5203.68619619851
"74",74,9981.3,4518.2,9976.73674614935,4520.24370112653
"75",75,9931,4812.4,9931.43727050274,4817.38084275072
"76",76,9510.3,4924.3,9515.29260554556,4924.02817309481
"77",77,10073.9,4876.8,10072.3742038884,4881.56150671803
"78",78,10252.7,4582.5,10251.3958949124,4587.32693587284
"79",79,9942.3,4628.9,9940.2830124071,4624.32487584321
"80",80,9605.1,4512.7,9602.25703595873,4516.81309560551
"81",81,9626.4,5118.3,9629.1623669917,5122.46765264905
"82",82,9758.8,4709.6,9757.81587528219,4714.5021932377
"83",83,9545.1,4965.1,9540.52282636041,4963.08766765342
"84",84,9964.1,4678.4,9963.688237783,4683.3830163432
"85",85,10481.5,5093.5,10478.0765826559,5097.14420275073
"86",86,9518.8,4566.6,9523.20012686807,4568.97463334957
"87",87,9551.3,4618.3,9551.36467877817,4623.29958164806
"88",88,10089.9,5267.6,10085.3694031786,5269.71511050342
"89",89,9870.1,4646.3,9871.29688556186,4651.15463334885
"90",90,10224.3,4453.4,10227.8162837867,4456.95467977905
"91",91,10034.7,4579.9,10039.629778778,4579.06496634783
"92",92,9764.7,4687.7,9768.12696289607,4691.34086875745
"93",93,9686.3,4490.6,9683.16681078593,4494.4965530086
"94",94,9629.7,4444.8,9624.796411225,4445.77714744317
"95",95,9814.2,5015.8,9816.465509064,5020.25729387419
"96",96,9704,5249.2,9704.56914433473,5254.16750185971
"97",97,9856.6,4521.8,9853.51949327427,4525.73833445923
"98",98,10290.1,5409.2,10287.366290464,5405.01349403767
"99",99,9589.1,4692.4,9585.69243524033,4696.05903025522
"100",100,9910.6,4860.2,9913.05103136962,4864.55803226527
"101",101,9993.4,4865,9995.06541048101,4869.71448914833
"102",102,10342.9,5436,10340.2111003306,5431.78457373832
"103",103,10419.8,4465.9,10417.6855150395,4470.43088880374
"104",104,10154,4580.9,10149.1502334155,4582.11645553815
"105",105,9523.6,4587.7,9520.337436286,4583.91111124311
"106",106,10228.4,4664.7,10226.1251540756,4669.15253590891
"107",107,9928.5,4801.9,9927.52887668541,4806.80478536817
"108",108,9409.5,4907.9,9408.15425676966,4912.7154932414
"109",109,10295.5,4366.1,10295.6407711533,4371.09801795539
"110",110,10057.9,4772.9,10055.2827879006,4768.63969474958
"111",111,9816.5,5232.7,9812.4771128898,5235.66923884162
"112",112,10177.8,4437.7,10174.5574101588,4441.50599673169
"113",113,9864.9,4876.3,9863.06745950647,4880.95207430504
"114",114,9991.8,4466.1,9995.31294192255,4469.65798244076
"115",115,9872.9,4659.8,9871.79934333969,4664.67735121927
"116",116,9647.6,5130.7,9649.69563094275,5135.23963995839
"117",117,10268.5,4484.5,10266.0121575171,4488.83712344534
"118",118,10280.5,4355,10283.5823473897,4358.93689402568
"119",119,10266.9,5083.8,10264.6834782643,5088.2818557981
"120",120,10314.9,4904.7,10312.7564533916,4909.21721240785
"121",121,10194.8,5007.1,10194.4001360276,5012.08398523308
"122",122,10381.9,4963.3,10386.7919278304,4964.33394492241
"123",123,10068.5,4897.5,10065.5714298591,4893.44741108306
"124",124,9543.5,4722.4,9543.62703124045,4727.39838604591
"125",125,10366.8,4493.6,10365.6379061441,4498.46307905241
"126",126,9817.9,4971.6,9814.52158895162,4975.28596510946
"127",127,9663.5,5047.8,9666.52882553014,5051.77821767981
"128",128,9728.5,4985.1,9727.79436065999,4990.04995688081
"129",129,9611,4634.1,9610.91794093222,4629.10067341441
"130",130,10258.5,4533.9,10260.1133523409,4538.63255683792
"131",131,10045.4,4262.2,10044.3914106021,4257.3027816644
"132",132,9701.5,4915.1,9699.07277085029,4919.47133373867
"133",133,10093.3,4632.8,10098.2187618743,4633.69765339878
"134",134,10307.5,4499.7,10305.5228086675,4504.29246278534
"135",135,9623.9,4532.2,9620.57495289668,4535.93417484335
"136",136,9750.8,4959.5,9752.9016740914,4964.03684538127
"137",137,10142.9,4724.8,10138.4214561422,4722.57679400098
"138",138,10025,4843.1,10029.6299528382,4844.98773322163
"139",139,9996.1,5004,9992.65257041885,5007.62149544843
"140",140,9900.7,4492.1,9900.96038721614,4497.09321524648
"141",141,9620,5223.2,9619.32017365633,5228.15356802138
"142",142,10084.6,4937.9,10088.2995722617,4941.26350488045
"143",143,9907,4696,9904.00710180743,4700.00531651794
"144",144,9738.3,5111.9,9736.67558872524,5116.62877235765
"145",145,9607.9,4518.6,9603.96062396976,4521.67917464467
"146",146,10117.7,4950.5,10117.841323757,4955.49800236051
"147",147,10368.1,4568.7,10371.3751758967,4572.4779919065
"148",148,10323.3,5427.4,10326.1336076496,5431.51954702459
"149",149,9365.9,4896.5,9369.87100216075,4899.53827942088
"150",150,10136.3,5091.4,10135.4696751009,5096.33057406008
"151",151,9627.2,4537.2,9623.02051541301,4539.94443228868
"152",152,10273.3,4970.6,10271.5014619797,4975.26532538946
"153",153,9438.4,4774.8,9440.06882393096,4779.5132819444
"154",154,10073,5164.9,10069.4334673339,5168.40426094083
