TMA.core,Density of nucleus_mean,Density of nucleus_max,Density of nucleus_min,Density of nucleus_CoV,Density of clusters,Number of triangles,Perimeter of triangle_mean,Perimeter of triangle_max,Perimeter of triangle_min,Perimeter of triangle_CoV,Area of triangle_mean,Area of triangle_max,Area of triangle_min,Area of triangle_CoV,COrE_corrln_mean,COrE_IDM_mean,COrE_dissimilarity_mean,COrE_entropy_mean,COrE_energy_mean,COrE_diffEntropy_mean,COrE_contrast_mean,COrE_diffVariance_mean,COrE_Homogeneity1_mean,COrE_Homogeneity2_mean,COrE_SumAverage_mean,COrE_SumEntropy_mean,COrE_SumVariance_mean,COrE_corrln_max,COrE_IDM_max,COrE_dissimilarity_max,COrE_entropy_max,COrE_energy_max,COrE_diffEntropy_max,COrE_contrast_max,COrE_diffVariance_max,COrE_Homogeneity1_max,COrE_Homogeneity2_max,COrE_SumAverage_max,COrE_SumEntropy_max,COrE_SumVariance_max,COrE_corrln_min,COrE_IDM_min,COrE_dissimilarity_min,COrE_entropy_min,COrE_energy_min,COrE_diffEntropy_min,COrE_contrast_min,COrE_diffVariance_min,COrE_Homogeneity1_min,COrE_Homogeneity2_min,COrE_SumAverage_min,COrE_SumEntropy_min,COrE_SumVariance_min
D-9,11782.01292,11782.01292,11782.01292,NA,13.0297336,7952,33.06195993,984.1951157,9.981854002,0.796350305,47.12289235,2990.1,1.845,1.528212843,-0.029538532,0.000176718,5.397263042,5.375471899,0.079881371,2.649016631,45.79620925,0.00173844,-0.004365586,0.152459882,15.49920513,3.242376876,193.3981663,-0.029538532,0.000176718,5.397263042,5.375471899,0.079881371,2.649016631,45.79620925,0.00173844,-0.004365586,0.152459882,15.49920513,3.242376876,193.3981663,-0.029538532,0.000176718,5.397263042,5.375471899,0.079881371,2.649016631,45.79620925,0.00173844,-0.004365586,0.152459882,15.49920513,3.242376876,193.3981663
A-3,8690.879595,11519.98962,8690.879595,0.368411564,25.80571471,5600,52.93206522,927.7392086,11.88944102,0.921512991,139.79575,21808.515,3.07,4.223065458,-0.03441554,0.000231799,4.751800503,4.923245188,0.101600397,2.526616312,38.51727152,0.002661481,-0.007061164,0.182276322,12.93407484,3.084846284,133.204771,-0.024654314,0.000377715,4.864656831,5.139132426,0.125342327,2.543185368,39.06692324,0.00281541,-0.004961777,0.213300967,13.5614715,3.11725145,145.3761062,-0.051009219,0,4.640955588,4.589470901,0.086505879,2.51511037,37.81739628,0.002584189,-0.010094797,0.158866892,12.36882657,3.034236743,122.1832587
G-4,8545.875817,14542.78406,8545.875817,0.394366449,60.74366404,6956,51.64135724,1167.060847,9.827999915,0.971093533,126.1478989,11616.65,1.16,2.684329705,-0.03581034,0.000642341,5.058257154,5.072946218,0.094637832,2.586128065,42.92381791,0.002261309,-0.006771443,0.179113057,14.02674826,3.149728363,160.2966408,-0.022700422,0.002799596,6.55774166,5.367899125,0.132616308,2.808362743,67.8514659,0.002957915,-0.004534803,0.235846872,16.22139765,3.37441805,206.9859912,-0.065528793,0,4.350938455,4.453323764,0.079718447,2.454613842,32.19205587,0.001009056,-0.012769165,0.155249683,11.03186381,2.933848474,93.81035964
H-6,12105.27309,13448.67305,12105.27309,0.112962283,24.7721372,23400,33.3600564,1406.40158,11.88821675,0.874843257,50.49065791,7862.5,2.895,2.380898329,-0.026624118,0.000254103,4.489466857,4.943689956,0.10670482,2.484895279,35.74389471,0.003119617,-0.006896222,0.181836324,14.19107931,3.048082158,158.4332812,-0.019431383,0.000662057,5.159482124,5.263760051,0.132719165,2.619969252,46.37678388,0.004698612,-0.005635903,0.201047604,14.71614321,3.178932375,171.3075379,-0.033411247,3.43E-05,3.568570471,4.514130689,0.085265683,2.28732917,23.79166201,0.002202109,-0.009098548,0.168829689,13.12873326,2.843818062,142.6006208
E-11,9453.066968,12685.80282,9453.066968,0.27611191,35.29008366,8328,48.32368731,852.1699495,10.24302048,0.894378934,112.8805337,10875.545,3.31,3.028418206,-0.031619706,0.000370949,4.772712667,4.966325353,0.098638389,2.529000987,38.86169075,0.002664565,-0.006843129,0.181162114,13.71672127,3.096398225,149.4500793,-0.022314313,0.001241346,5.645635264,5.150871395,0.11724524,2.62672689,51.23941227,0.003116082,-0.005266824,0.216080481,14.27583353,3.137141075,163.0225068,-0.054365676,8.88E-05,4.358939407,4.66885027,0.089335691,2.468010643,32.65795693,0.001934904,-0.010189306,0.163810155,12.68337655,3.051785418,137.222435
C-13,10619.55377,10619.55377,10619.55377,NA,7.477236326,13251,34.86405871,2056.902844,9.912104337,0.963841932,52.91509735,19130.325,0.36,3.757176752,-0.028008034,0.000256876,5.253118117,5.336107531,0.080146919,2.632952134,44.38504738,0.001908032,-0.004405129,0.152587034,14.46240961,3.2188905,168.3832321,-0.028008034,0.000256876,5.253118117,5.336107531,0.080146919,2.632952134,44.38504738,0.001908032,-0.004405129,0.152587034,14.46240961,3.2188905,168.3832321,-0.028008034,0.000256876,5.253118117,5.336107531,0.080146919,2.632952134,44.38504738,0.001908032,-0.004405129,0.152587034,14.46240961,3.2188905,168.3832321
L-10,8165.08596,11694.3936,8165.08596,0.254127366,40.82644343,6857,50.5487642,1100.273026,10.33331468,0.925381926,118.6192132,9318.645,2.05,2.379326589,-0.038555938,0.000514695,5.378132405,4.977646689,0.102420709,2.633380348,47.11094352,0.001930285,-0.007968219,0.191190746,15.27396872,3.180335046,190.8574327,-0.027580502,0.001720874,6.086171177,5.507613114,0.129892543,2.739958387,56.43440743,0.002436256,-0.004069294,0.248363148,16.41782826,3.339519966,224.9321814,-0.053210147,0,4.914663055,4.526842008,0.072397348,2.565264113,39.40323473,0.001232142,-0.013966503,0.147972421,13.39182453,3.064485568,144.2541423
C-1,10956.82337,10956.82337,10956.82337,NA,7.477819473,13859,33.63237084,1763.225261,9.075543006,0.914693661,49.11013746,6067.665,1.785,2.057315362,-0.020451007,0.000360628,4.862998833,5.289080158,0.084596385,2.566230669,39.62824636,0.002397232,-0.004662578,0.156254201,14.49604119,3.168060198,166.3630088,-0.020451007,0.000360628,4.862998833,5.289080158,0.084596385,2.566230669,39.62824636,0.002397232,-0.004662578,0.156254201,14.49604119,3.168060198,166.3630088,-0.020451007,0.000360628,4.862998833,5.289080158,0.084596385,2.566230669,39.62824636,0.002397232,-0.004662578,0.156254201,14.49604119,3.168060198,166.3630088
L-9,7490.411363,11498.35761,7490.411363,0.343148354,34.37936244,7244,49.10756442,1088.514485,10.83424941,0.812078465,107.5943898,6965.255,2.37,1.783150472,-0.04291798,0.000132555,5.410842333,5.118200691,0.090029164,2.634581521,46.24223999,0.001821452,-0.006486367,0.177966623,14.86964677,3.200938072,179.6846339,-0.024327259,0.000284188,5.833530572,5.392060397,0.10673947,2.667467807,50.99171598,0.002215207,-0.00463142,0.215279751,16.93491124,3.253551382,233.0911499,-0.06983481,0,5.004476944,4.786754699,0.07684197,2.593495017,41.40607714,0.00146182,-0.009725248,0.155506518,13.89477966,3.173107438,158.3728111
L-3,8596.435187,11534.16791,8596.435187,0.280967392,29.71919593,10180,47.89029142,955.9529247,11.06627259,0.601946109,100.9748281,7356.425,1.095,1.604145128,-0.044930763,8.46E-05,4.779328876,4.81118538,0.110338956,2.526447132,37.74170107,0.002494376,-0.009535744,0.207774824,14.48570853,3.070942238,166.0065375,-0.025187965,0.000313737,5.458276864,5.310159459,0.128094976,2.650233949,48.89060987,0.00325582,-0.004420324,0.250252936,16.23298639,3.194443534,204.7704153,-0.061868197,0,4.074509804,4.419645887,0.079711745,2.387916175,26.62895928,0.001918443,-0.014526898,0.152479744,12.75450763,2.991645645,130.7474358
J-4,4747.284186,5555.431431,4747.284186,0.174583022,19.61496329,5770,56.78655303,1814.807939,14.19491537,0.731188283,133.9335607,9139.09,6.455,1.499300744,-0.034522145,0.000328717,4.593724618,4.941157142,0.098261644,2.471169149,36.265002,0.003074746,-0.007547085,0.18692658,13.16206913,3.047467767,136.2416951,-0.027801683,0.000612738,5.384117501,5.265548937,0.12428022,2.638023238,46.40577545,0.005208654,-0.004550973,0.222336383,13.4860211,3.205556068,148.4272756,-0.038426882,0,3.299394802,4.439476937,0.080935224,2.171357678,19.18547526,0.001861475,-0.011354782,0.154051567,12.5254539,2.74470772,113.4673497
I-12,6860.238227,7164.339079,6860.238227,0.062689302,14.06747629,8114,44.59121742,595.3039068,13.00574235,0.551749962,87.03672788,3249.875,2.325,1.19980087,-0.026626998,0.000193983,4.709716013,5.161150917,0.088995076,2.531440266,36.8366447,0.002554335,-0.005297577,0.164061597,13.84324632,3.11741566,150.0859159,-0.023453586,0.000387966,4.889475102,5.253083235,0.094402125,2.56961105,39.92116826,0.002738726,-0.004672528,0.172230669,14.20186269,3.163963739,159.9267048,-0.02980041,0,4.529956925,5.069218598,0.083588027,2.493269482,33.75212113,0.002369944,-0.005922627,0.155892525,13.48462994,3.070867581,140.2451269
L-6,8024.356089,11564.4342,8024.356089,0.304502358,65.27850581,7925,52.570705,656.4765348,12.80711745,0.709113828,125.6114549,6392.73,4.25,1.91986936,-0.031157438,5.47E-05,4.482488645,4.890539603,0.105444813,2.476842419,34.72815879,0.00305896,-0.007681403,0.189290388,13.91809555,3.040937432,151.6321404,-0.024157252,0.000178885,5.029838954,5.282172971,0.141905669,2.597849162,42.27094068,0.00530189,-0.005010112,0.22145754,15.36796117,3.180267739,184.5628691,-0.048040879,0,3.441032488,4.308968946,0.086070965,2.196859265,22.40142412,0.002251668,-0.011602583,0.161808191,11.91232755,2.729157287,105.1622709
K-13,9302.346349,13115.98906,9302.346349,0.277217241,71.35486,6994,53.69988817,591.518409,12.89786928,0.688360996,130.8483779,5272.63,0.475,1.826443695,-0.034376538,0.000450721,4.822715857,4.934704848,0.100333987,2.525362135,40.29166869,0.002770051,-0.008257735,0.195416844,14.42641594,3.095853562,167.8522754,-0.022839772,0.002022927,6.240963855,5.385580106,0.135260151,2.762149954,63.03614458,0.004853511,-0.004474068,0.240095679,17.22659042,3.301374195,240.5254559,-0.052299899,0,3.343906511,4.369842289,0.078125104,2.194183127,19.49415693,0.001294815,-0.013235805,0.154029023,11.30262113,2.776242226,98.83223187
F-3,10768.78773,17834.9487,10768.78773,0.439853653,49.23057585,9984,46.14409949,546.9436112,13.09257257,0.676830652,98.7607487,10117.185,0.545,2.497297629,-0.039867263,0.00029942,4.905493077,4.860808992,0.102834805,2.548277149,41.10810784,0.002561265,-0.009325687,0.205572695,13.92739024,3.099894131,156.7243627,-0.020660381,0.000874346,5.42920354,5.24221764,0.146652783,2.602206202,45.04386302,0.003181717,-0.005165741,0.251914728,15.60159363,3.179602635,195.7810909,-0.063161397,0,4.444523519,4.127128976,0.084143958,2.463501541,34.80087537,0.001916397,-0.015760949,0.163660669,11.65313029,2.907646803,114.4443811
C-9,8774.795161,12594.09589,8774.795161,0.277676347,99.11494562,6864,55.91725326,1031.662113,12.10839931,0.939089892,150.2319384,22956.075,0.300000046,3.33662388,-0.039222513,7.32E-05,4.288029799,4.807075243,0.106428567,2.413223288,31.37699938,0.003316264,-0.009892967,0.2121759,13.51749133,2.986131871,140.8881259,-0.022726805,0.000310978,4.978286721,5.206175872,0.149415533,2.588346838,41.24260442,0.006353584,-0.004830564,0.255391524,15.92852137,3.162437643,199.3258504,-0.055430159,0,2.701345291,4.094165322,0.085019805,1.959226764,11.19282511,0.002278497,-0.016339883,0.157752832,12.37677492,2.546692501,120.8237573
K-4,7026.052649,11288.95202,7026.052649,0.334714943,28.99464416,9814,53.01924524,858.6214309,11.73964528,0.581754911,125.5930757,19040.205,2.515,2.011788644,-0.038573156,0.00149754,5.270433771,4.991864101,0.096725446,2.619064558,46.77354348,0.002142262,-0.007780665,0.192951678,15.60017607,3.186581812,198.0437824,-0.024795202,0.003485535,6.326211918,5.280952439,0.120076767,2.772913834,62.78472888,0.002903727,-0.00450748,0.238730106,17.12529345,3.337580686,234.681994,-0.053967175,0,4.557894737,4.682803423,0.080771902,2.499146189,35.91929825,0.001137881,-0.012321819,0.153542222,14.253807,3.046589135,161.2101066
F-13,9624.505244,14373.9257,9624.505244,0.23533209,104.8041443,8836,57.99579752,631.8356746,10.89251032,0.797917724,151.9313479,10054.88,2.52,2.131668693,-0.044669258,0.000656844,4.970140815,4.834274772,0.105177213,2.545638757,41.76376803,0.002525439,-0.00946836,0.207471868,14.3765237,3.096935813,168.2603886,-0.023296794,0.003536068,6.432,5.229083864,0.144080027,2.749496982,63.2672,0.004368579,-0.004819324,0.258446861,18.53135889,3.288277331,278.0498199,-0.090078037,0,3.756613757,4.073264707,0.081728916,2.279570885,25.17813051,0.001268628,-0.016828873,0.157940239,10.4280303,2.802366836,82.16450308
E-12,8308.325795,9273.599878,8308.325795,0.115743933,26.66675539,11293,46.26368465,807.2355457,10.4347642,0.791296888,101.2003834,23106.56,0.5,3.399758143,-0.035955872,0.00054208,5.069822066,4.996011055,0.099343848,2.593931795,44.42804088,0.002338061,-0.007203135,0.187218678,13.40622329,3.14316341,147.9547771,-0.020236894,0.001076542,5.56270858,5.174635618,0.125542678,2.663641381,56.80611476,0.00293225,-0.005018422,0.204235217,14.99864966,3.191857436,181.8542043,-0.049495621,0.000185692,4.483134614,4.659540899,0.085417097,2.49161408,34.56945119,0.002040436,-0.009102406,0.16030556,11.46452794,3.086788137,121.0661189
K-1,8825.225879,12032.19816,8825.225879,0.347711807,27.49408371,7324,53.16011045,873.2480759,11.55329246,0.800659748,125.8278666,7047.8,1.94,2.044443277,-0.039879138,0.001043978,5.501777397,5.072852821,0.092447938,2.670077985,49.56509552,0.001770664,-0.00671696,0.181320698,15.08881791,3.216742112,187.6041803,-0.031062737,0.002952465,5.796720701,5.309028328,0.107226429,2.705145285,53.23649247,0.002109616,-0.004521842,0.205861683,16.62710363,3.2831751,227.9034977,-0.052105724,0.000221997,5.170943953,4.841874909,0.079750953,2.621787406,45.63879056,0.00151827,-0.008903669,0.154187639,14.02890855,3.139768315,160.611625
H-9,9812.562199,15017.20481,9812.562199,0.40047655,21.97893856,10919,45.89366658,1020.034754,10.19158044,0.834186981,99.10730836,15592.565,0.190000001,3.446980511,-0.030551298,0.000502759,5.077497268,5.111084881,0.089911352,2.601562433,43.5927424,0.002238233,-0.006371062,0.177412325,14.54709688,3.168220093,170.9113183,-0.022758848,0.001179245,5.437106918,5.244226328,0.096741247,2.658792748,50.33647799,0.002545761,-0.004706782,0.208713732,15.77672956,3.19785188,204.832402,-0.038500227,0.000187029,4.756881691,4.9342356,0.084175994,2.548898986,38.23843667,0.001966216,-0.00898591,0.156326865,13.96264928,3.134630609,153.741965
K-7,9725.753903,11631.31596,9725.753903,0.277086151,9.64388012,17363,38.29344756,1768.752826,10.07552549,0.859993228,68.73445344,12146.945,0.18,3.14368446,-0.025816646,0.000248811,5.161590492,5.3205091,0.081894563,2.617339525,42.98034454,0.002001336,-0.004721346,0.157675857,15.20441756,3.211788827,184.6946118,-0.024356018,0.000257113,5.248298154,5.338438685,0.083593178,2.630997156,44.29070963,0.002074622,-0.004597763,0.159981088,15.43155906,3.225389665,189.3437808,-0.027277273,0.000240509,5.074882829,5.302579514,0.080195948,2.603681894,41.66997944,0.001928049,-0.00484493,0.155370625,14.97727607,3.198187988,180.0454429
D-2,7106.936499,7106.936499,7106.936499,NA,5.827848826,11299,42.20776938,1827.692588,12.46979469,0.725630597,77.13871537,7899.605,1.645,1.86888611,-0.022080035,0.000101517,4.290200921,5.038262267,0.097640324,2.455517918,32.51920992,0.003278044,-0.005591677,0.166901121,12.96475305,3.031363306,129.7864142,-0.022080035,0.000101517,4.290200921,5.038262267,0.097640324,2.455517918,32.51920992,0.003278044,-0.005591677,0.166901121,12.96475305,3.031363306,129.7864142,-0.022080035,0.000101517,4.290200921,5.038262267,0.097640324,2.455517918,32.51920992,0.003278044,-0.005591677,0.166901121,12.96475305,3.031363306,129.7864142
A-1,8715.78842,11422.55193,8715.78842,0.245634819,44.96920943,9909,42.49669957,1208.316802,9.467721426,0.84650042,96.11058734,16313.81,0.77,2.785468564,-0.059962185,0.001133033,6.04822502,4.751343575,0.115372236,2.667612112,59.70179196,0.001862307,-0.010380258,0.21415482,14.0004961,3.168524473,173.7302146,-0.036250187,0.00304878,6.977642276,5.103330058,0.190920856,2.764634351,79.3699187,0.004105326,-0.005755958,0.259284726,17.66577181,3.296574921,261.912335,-0.08585354,0,4.980487805,3.792421068,0.087297282,2.35778984,45.40731707,0.001020698,-0.018184248,0.17016641,10.26097561,2.749885882,94.64348258
C-12,9160.299849,14477.01773,9160.299849,0.320831423,80.95002694,5113,61.99879156,1028.333109,12.19650574,0.841845182,182.653052,9986.94,2.64,1.941409003,-0.041899061,0.00045629,4.703699173,4.647149735,0.123569753,2.479589534,38.59758925,0.003063272,-0.010526275,0.210409339,14.96198237,3.006746253,180.0308444,-0.022989322,0.002309469,5.615066291,5.310761248,0.218156195,2.659354417,51.33667203,0.007243883,-0.005051863,0.27297894,17.70284834,3.22442866,267.9157783,-0.069115516,0,2.413793103,3.550755351,0.082927778,1.900363609,11.54022989,0.001714572,-0.021574199,0.16141567,13.20199501,2.373312028,136.3936753
F-9,12071.9856,14715.51912,12071.9856,0.272340185,15.10689564,17210,38.45956791,1310.916047,9.651472531,0.977717732,68.7023864,12137.11,0.925,2.94252521,-0.028576917,0.000175373,4.692856815,5.093868764,0.093808223,2.52553428,37.35312529,0.002710824,-0.006613092,0.179717744,14.37015629,3.104265661,162.4448827,-0.027120601,0.00026062,5.160737855,5.33000963,0.10892587,2.616340275,42.92739663,0.003569502,-0.004431202,0.209162145,14.77925463,3.204541863,171.0182955,-0.030151636,4.87E-05,4.204847537,4.844367983,0.080615413,2.424211915,32.18295543,0.002001407,-0.00919192,0.152947175,13.70923609,3.001385414,147.1962656
H-10,6249.702514,8918.103365,6249.702514,0.254681073,28.6227202,9749,50.0485193,909.7214309,13.90479256,0.772049583,116.1720525,25548.4,0.37,3.544008596,-0.027326852,0.000227647,4.56254021,5.047280831,0.096248195,2.494835297,36.08504126,0.003000194,-0.006487221,0.175708648,13.0989867,3.070922648,135.5815123,-0.023192045,0.000410363,5.272709034,5.363168515,0.135744272,2.634748318,45.72487438,0.004463733,-0.004609036,0.228200744,13.96386747,3.222452722,154.9947442,-0.035839799,0,3.977426637,4.558995332,0.077116009,2.361144674,29.67749404,0.001981081,-0.011662361,0.156434402,11.12802322,2.864868941,96.98535381
D-1,6244.592066,8485.839785,6244.592066,0.202953438,87.934284,4986,64.64952589,736.1443877,16.45879525,0.634936552,185.618579,16159.605,5.94,2.27769484,-0.043000634,8.57E-05,4.329185921,4.568566613,0.126158391,2.410354765,32.96441136,0.003596761,-0.011544432,0.22038712,14.45855155,2.937571314,164.3254668,-0.023247531,0.000480538,5.428159539,5.411451017,0.196920612,2.637876437,48.11917347,0.005898226,-0.004322055,0.266853819,16.2778828,3.230283584,205.7130667,-0.062647372,0,3.406506972,3.705480853,0.076430692,2.162721811,20.70361101,0.001898198,-0.019049878,0.152206031,12.14016702,2.611699847,111.5445136
F-8,8661.946363,16062.71511,8661.946363,0.438643054,72.39694524,8016,58.21496563,747.4441388,10.67668058,0.750830704,153.7977171,8575.71,3.055,1.840651432,-0.039883723,7.17E-05,4.532635147,4.731668662,0.118170244,2.442153803,35.68906751,0.003405108,-0.009984037,0.206287768,14.74811381,2.99662755,171.8648594,-0.019873218,0.000388651,5.766809172,5.314963464,0.237889025,2.682138158,50.44202617,0.009994393,-0.004984861,0.28152216,16.8603352,3.274037193,234.1774614,-0.062364104,0,1.905763568,3.445519648,0.081538927,1.666649963,5.89230122,0.001481007,-0.023681233,0.161774319,12.3836769,2.218667442,108.7241724
G-11,7239.970004,9345.618028,7239.970004,0.289109013,44.35375813,6393,58.08080853,1977.350953,13.84911668,0.82574818,144.0428117,10914.67,2.2,1.848818884,-0.049925429,0.000103952,4.791833665,4.673085426,0.117478608,2.485499551,39.73119004,0.002960091,-0.01055004,0.21315078,12.50240949,3.007632346,127.5960329,-0.031827231,0.000535619,5.237209302,5.116675258,0.17550052,2.613758301,46.10232558,0.003975691,-0.005607205,0.269255942,13.8537844,3.174716083,159.708832,-0.101057713,0,4.249562682,3.752835286,0.092385255,2.314103505,29.40874636,0.002059368,-0.019855383,0.167482111,10.55635492,2.730573487,88.59002676
F-2,9385.761895,12244.15222,9385.761895,0.430692192,9.478459054,13028,42.88618965,564.8199003,9.718364847,0.502268613,81.59624923,12336.645,1.13,1.720785119,-0.027410022,0.000124998,4.478965285,5.048641502,0.095275106,2.477282494,34.08653569,0.002996504,-0.006879939,0.181366309,13.57896367,3.064329198,144.094359,-0.024635999,0.000249996,5.065771154,5.303839528,0.108582051,2.601976122,41.70836703,0.003887676,-0.004525839,0.208552004,14.81877652,3.195758552,174.7972701,-0.030184046,0,3.892159417,4.793443476,0.08196816,2.352588866,26.46470435,0.002105332,-0.009234039,0.154180614,12.33915082,2.932899844,113.3914479
J-8,16002.91385,28970.70147,16002.91385,0.713277849,15.79288165,19820,33.3063047,1191.672787,8.035229468,1.063266006,55.28713925,6386.8,1.24,2.871279484,-0.029439426,0.000239862,4.878304069,5.184360117,0.087963918,2.559965314,38.67266139,0.002299292,-0.005271955,0.163991362,14.90245243,3.149257242,175.0576706,-0.020203063,0.000429246,5.067112163,5.368055575,0.091950806,2.604772946,42.51614419,0.002505449,-0.004444354,0.172426328,15.54169673,3.206442476,192.9907488,-0.040046191,2.41E-05,4.714493663,5.079765366,0.081864925,2.537034983,36.72817403,0.002161141,-0.005923967,0.153711019,13.97016533,3.119180107,152.445083
J-12,11173.34729,11173.34729,11173.34729,NA,4.0473331,26423,32.27583199,439.8854528,7.984117408,0.479089606,45.8335734,2100.57,1.525,0.984879256,-0.02953259,0.000360419,5.505217311,5.420189254,0.076829054,2.675274758,48.64671305,0.001693925,-0.00415494,0.149381077,13.97766712,3.254406858,160.8441195,-0.02953259,0.000360419,5.505217311,5.420189254,0.076829054,2.675274758,48.64671305,0.001693925,-0.00415494,0.149381077,13.97766712,3.254406858,160.8441195,-0.02953259,0.000360419,5.505217311,5.420189254,0.076829054,2.675274758,48.64671305,0.001693925,-0.00415494,0.149381077,13.97766712,3.254406858,160.8441195
F-10,12349.42386,14624.24822,12349.42386,0.183623586,15.84938562,21799,32.4103824,1223.306313,9.174449699,1.035331612,50.3137449,15168.875,0.255,4.20577305,-0.032348449,0.000306457,5.084964834,5.205059273,0.086148163,2.591852876,42.28966655,0.002163258,-0.005475546,0.166359994,13.5353612,3.172013747,148.8217531,-0.025570244,0.000496358,5.558683437,5.499005203,0.098386317,2.675049299,48.62987564,0.002562356,-0.003871344,0.180461116,15.46590338,3.282079976,194.6504792,-0.039823814,0,4.695449644,4.946475143,0.072210166,2.52766288,36.17338797,0.001649226,-0.006670985,0.145272008,12.19543147,3.107691079,121.0933035
J-3,8727.747426,12585.42356,8727.747426,0.349702582,32.12471668,5380,60.25064465,403.8139254,11.60369841,0.618301777,172.0056506,4071.09,2.63,1.609503677,-0.05295628,0.000933896,5.348548075,4.706032451,0.110111986,2.563251164,46.60003011,0.002235512,-0.01075551,0.218289177,14.9232079,3.096346191,185.9972653,-0.023535305,0.00297619,6.150793651,5.212644494,0.143421235,2.674791158,63.91666667,0.003397118,-0.004875767,0.248123634,17.49431438,3.229752772,245.9174167,-0.076997979,0,4.041148736,4.094543664,0.086142345,2.310123952,24.50407201,0.001461101,-0.015399224,0.158606212,11.83883412,2.897542153,101.8221421
I-11,9009.4964,9009.4964,9009.4964,NA,5.121248122,16592,37.66727751,766.8725616,10.65605797,0.7702624,63.69761301,8651.57,0.7,2.369300568,-0.028163071,0.000233042,5.269581328,5.354215985,0.07883437,2.631852142,44.33185746,0.001888367,-0.004322564,0.151417165,14.47223336,3.221841949,168.4745199,-0.028163071,0.000233042,5.269581328,5.354215985,0.07883437,2.631852142,44.33185746,0.001888367,-0.004322564,0.151417165,14.47223336,3.221841949,168.4745199,-0.028163071,0.000233042,5.269581328,5.354215985,0.07883437,2.631852142,44.33185746,0.001888367,-0.004322564,0.151417165,14.47223336,3.221841949,168.4745199
D-7,6542.834884,6542.834884,6542.834884,NA,5.570217888,11019,43.78648718,887.5764095,9.982746916,0.60449867,85.03620882,3176.455,2.685,1.347063814,-0.025211448,0.000269467,5.045597825,5.309554518,0.081258065,2.599339376,41.75415984,0.002158379,-0.004490877,0.153671456,14.18845082,3.18743772,160.7228574,-0.025211448,0.000269467,5.045597825,5.309554518,0.081258065,2.599339376,41.75415984,0.002158379,-0.004490877,0.153671456,14.18845082,3.18743772,160.7228574,-0.025211448,0.000269467,5.045597825,5.309554518,0.081258065,2.599339376,41.75415984,0.002158379,-0.004490877,0.153671456,14.18845082,3.18743772,160.7228574
K-8,7690.491515,10395.63602,7690.491515,0.497452216,11.19555131,8544,51.77413509,1010.578308,12.43966659,0.694715604,116.4335229,6014.225,3.125,1.605643143,-0.035991826,0.000117794,4.862477551,5.039077916,0.092618373,2.541978119,38.70290575,0.002447665,-0.007973327,0.192009857,13.81424454,3.120235256,150.5247423,-0.026713579,0.000235588,5.19676519,5.329738786,0.105701103,2.624639872,44.0645652,0.002887672,-0.004397,0.231662118,14.12848907,3.209783597,160.989704,-0.045270074,0,4.528189911,4.748417045,0.079535642,2.459316367,33.34124629,0.002007658,-0.011549654,0.152357596,13.5,3.030686915,140.0597806
J-10,10355.03867,12925.79444,10355.03867,0.159010791,35.181267,18427,36.42558239,700.9547531,9.804675773,0.84714363,65.59969366,6307.48,0.55,2.506968452,-0.028173114,0.000235318,4.822399313,5.085062563,0.097586921,2.543359902,39.32209592,0.002624588,-0.006652843,0.178576175,15.33029385,3.121520372,187.0769826,-0.02482576,0.000603406,5.434521027,5.426627877,0.124594164,2.664076082,48.05910207,0.003841581,-0.004191079,0.221099505,17.12126538,3.254625161,230.6058863,-0.035137747,0,4.024914089,4.712407977,0.075608917,2.389025345,28.29982818,0.001795426,-0.010566317,0.149725435,14.16151203,2.946042111,151.6837513
E-9,9080.719571,12501.18151,9080.719571,0.183866872,42.35252774,12355,44.00345117,1253.831956,10.1745707,1.107209959,98.99807527,18153.31,2.43,4.251774899,-0.036899982,0.000241278,4.844433981,4.985953547,0.09608052,2.539958869,39.24959209,0.002529286,-0.007929352,0.190481862,13.18042421,3.105986327,141.0176942,-0.024449201,0.000712172,5.411315957,5.33551193,0.132875881,2.633835654,48.57978385,0.003653427,-0.004422723,0.256532381,15.56073243,3.222803689,195.0341725,-0.066271471,0,3.92961165,4.274312933,0.080126918,2.332058279,25.14805825,0.002015367,-0.015800531,0.152748774,9.303398058,2.825412234,63.98632763
C-11,8850.5024,14759.42143,8850.5024,0.328354881,52.62309696,6735,55.80865216,1117.954127,11.1788434,0.828220988,142.1255048,6716.07,0.379999999,1.632952147,-0.039059043,0.000305923,5.380617655,5.03359135,0.096988827,2.629458464,47.77550825,0.0020072,-0.007934468,0.194793425,15.3002397,3.18579765,191.8862751,-0.020606854,0.001114827,6.193979933,5.512291429,0.133327323,2.753641623,62.34113712,0.003974084,-0.004151492,0.243923908,17.57636566,3.322031855,261.1672455,-0.058860096,0,3.894229896,4.496852848,0.071987576,2.353144887,28.09631985,0.001302525,-0.01262573,0.150568582,13.68487051,2.890173798,143.1245804
