Image,TMA core,Area µm^2
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-2,1366837.1
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-3,1290974.1
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-4,1146980.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,3469.5
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,2316.6
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,11471.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,7538.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,6337.9
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,2693.9
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,4155.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,6396.6
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,20875.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,26445.5
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-5,781091.6
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-6,1362637.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-7,1367526
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-8,999798.9
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-9,938776.3
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-9,2262.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-10,4318.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,A-10,552161.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,B-2,2135.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,B-2,869816
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,B-3,1025290.2
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,B-4,781481.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,B-6,1204422
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,B-7,1211012.6
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,B-8,1136925.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,B-10,872175.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-2,1305533.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-3,1305290.9
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-3,4540.1
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-4,1338536.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-5,750787.2
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-5,8225.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-6,7145.9
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-6,1214722.3
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-7,1317696.2
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-8,12970.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-8,738921.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,C-10,383948.1
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-1,1233714
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-2,1121653.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-2,2541.3
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-3,1055836.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-4,6410.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-4,1230683.6
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-5,1326628.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-6,1321046.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-7,1338689.2
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-8,1154510.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-9,942773.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-10,545773.3
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,D-10,2220.6
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-1,1247145.5
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-2,1257328
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-3,3584.9
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-3,2034.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-3,42900.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-3,1081995.8
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-4,1279008.7
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-5,1292894.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-6,8407.4
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-6,3895.1
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-6,2563.2
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-6,1016045.6
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-7,1138566.1
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-8,1116931.6
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-9,1297273.3
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,E-10,1322272
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,F-1,3969.5
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,F-1,24795.5
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,F-1,8781.9
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,F-1,9990.2
TMA_963_10_P16_-_2016-10-25_11.00.00.ndpi,F-1,653465.7
