Image	Name	Class	TMA core	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-12 - PathAnnotationObject		K-12	K-12	Polygon	18232	17658.5	1179234.5	4831.9
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	D-4 - PathAnnotationObject		D-4	D-4	Polygon	6512.1	6694.7	1147239.6	5211.3
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	B-4 - PathAnnotationObject		B-4	B-4	Polygon	7086.1	3452	316172	2826
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	A-11 - PathAnnotationObject		A-11	A-11	Polygon	17245.1	2187.7	1020877.4	5123.7
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	G-8 - PathAnnotationObject		G-8	G-8	Geometry	12381.2	11320.9	1218555.6	5736.4
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	L-12 - PathAnnotationObject		L-12	L-12	Polygon	18276.9	19310.8	1276020.9	4732.6
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-9 - PathAnnotationObject		K-9	K-9	Geometry	13881.7	17773.1	943138.3	10928.9
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-8 - PathAnnotationObject		K-8	K-8	Geometry	12219	17561.7	1020751.3	30183.5
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	E-2 - PathAnnotationObject		E-2	E-2	Geometry	3438.3	8241.2	839196	6262.9
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	E-3 - PathAnnotationObject		E-3	E-3	Geometry	4963.7	8286.1	1173915.9	7500.7
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	B-2 - PathAnnotationObject		B-2	B-2	Polygon	4239.8	3655.4	359277.4	4519.1
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-2 - PathAnnotationObject		J-2	J-2	Geometry	3759.3	16054.7	761619.8	18815.7
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	K-11 - PathAnnotationObject		K-11	K-11	Geometry	16753.3	17774.2	1123252.9	5735.9
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	J-11 - PathAnnotationObject		J-11	J-11	Polygon	16806.2	16098.8	1115603.1	4269.6
TMA_1042_10_P16_-_2016-10-25_11.51.55.ndpi	C-8 - PathAnnotationObject		C-8	C-8	Polygon	12663.3	4917.2	1110822.1	5607.5
