Image	Name	Class	TMA core	Parent	ROI	Centroid X µm	Centroid Y µm	Area µm^2	Perimeter µm
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	E-9 - PathAnnotationObject		E-9	E-9	Geometry	14143.8	7833.9	1248842.1	9230.8
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	A-5 - PathAnnotationObject		A-5	A-5	Geometry	7680.3	1748.1	635637.3	10394.1
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	I-7 - PathAnnotationObject		I-7	I-7	Geometry	11150.7	14305.2	904267.8	7975.5
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	L-7 - PathAnnotationObject		L-7	L-7	Polygon	11191	18894.7	1279899.9	4364.7
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	B-10 - PathAnnotationObject		B-10	B-10	Geometry	15832.8	3204.7	417071.9	7146.4
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	E-12 - PathAnnotationObject		E-12	E-12	Polygon	18962	7814.6	1442902.6	4718.4
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	F-13 - PathAnnotationObject		F-13	F-13	Polygon	20400.5	9366.2	1262536.5	6307.7
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	C-2 - PathAnnotationObject		C-2	C-2	Geometry	2873.2	5044.2	575141.8	10266
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	F-8 - PathAnnotationObject		F-8	F-8	Polygon	12628.6	9508.1	1374662.7	5177.6
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	H-4 - PathAnnotationObject		H-4	H-4	Polygon	6448.4	12687.9	1340447.4	5997.5
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	J-6 - PathAnnotationObject		J-6	J-6	Polygon	9582	15865.2	1184188.7	6651.3
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	F-3 - PathAnnotationObject		F-3	F-3	Polygon	4671.3	9566.4	866881.8	5825.7
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	C-13 - PathAnnotationObject		C-13	C-13	Geometry	20318.2	4654.5	1194725.8	11512.9
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	F-7 - PathAnnotationObject		F-7	F-7	Polygon	11036.6	9439.8	1476906.8	4808.3
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	K-3 - PathAnnotationObject		K-3	K-3	Geometry	4986.7	17136.7	567207.6	18930.1
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	J-4 - PathAnnotationObject		J-4	J-4	Geometry	6438.4	15871.1	1047973.9	11677.8
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	K-10 - PathAnnotationObject		K-10	K-10	Geometry	15797.4	17327.3	859634.9	15266.9
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	D-12 - PathAnnotationObject		D-12	D-12	Geometry	18884.2	6139	1396112.8	6632.1
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	B-13 - PathAnnotationObject		B-13	B-13	Geometry	20232.8	2954.3	600790.3	40399
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	H-12 - PathAnnotationObject		H-12	H-12	Polygon	18933.5	12639.4	1254680.9	6598.8
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	L-2 - PathAnnotationObject		L-2	L-2	Polygon	3534.5	18794.1	1179182.3	6761.8
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	G-12 - PathAnnotationObject		G-12	G-12	Geometry	19042.2	10897	719637.5	16309.1
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	L-11 - PathAnnotationObject		L-11	L-11	Geometry	17273.3	19092.9	484772.5	18157.1
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	L-10 - PathAnnotationObject		L-10	L-10	Geometry	15889.1	19070.1	1205816.9	10461.5
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	D-1 - PathAnnotationObject		D-1	D-1	Polygon	1555.1	6597	1242128.4	4968.9
TMA_1042_U53_CK5-6_-_2016-10-25_11.37.43.ndpi	D-13 - PathAnnotationObject		D-13	D-13	Geometry	20449.3	6183.3	1352392.8	4839
